,yLDA,yQDA,y10BBQ,y10BBL,yLiu,yLiuQDA,r10BBQ,r10BBL,rLiu,person,times,shots
0,0.79,0.745,0.745,0.795,0.5,0.495,0.9983164983164983,0.9961149961149961,0.5,6,17,3
1,0.7775,0.7175,0.72,0.775,0.5,0.5,0.9982433025911286,0.9983930211202938,0.5,6,17,4
2,0.7625,0.7275,0.725,0.7625,0.5,0.5,0.9986225895316804,0.9986225895316804,0.5,6,17,5
3,0.7825,0.79,0.79,0.7825,0.5,0.5,0.9987105093488072,0.9987922705314008,0.5,6,17,6
4,0.8,0.785,0.785,0.8025,0.5,0.5,0.9989236628580891,0.9989236628580891,0.5,6,17,7
5,0.8,0.7975,0.795,0.8,0.5,0.5,0.999028749028749,0.999028749028749,0.5,6,17,8
6,0.8,0.79,0.7925,0.8,0.5,0.5,0.9991148599396021,0.9991148599396021,0.5,6,17,9
7,0.8,0.7975,0.7975,0.7975,0.5,0.5,0.9986854849868548,0.9991867830850881,0.5,6,17,10
8,0.8025,0.8025,0.8,0.805,0.5,0.5,0.9976803990010154,0.9987667371388301,0.5,6,17,11
9,0.795,0.795,0.7925,0.795,0.5,0.5,0.997104628373285,0.9985107485107485,0.5,6,17,12
10,0.8125,0.805,0.8025,0.815,0.5,0.5,0.997684439155669,0.9979271083072678,0.5,6,17,13
11,0.8225,0.815,0.815,0.82,0.5,0.5,0.9979748971000901,0.9979748971000901,0.5,6,17,14
12,0.805,0.805,0.805,0.8125,0.5,0.5,0.9986709197235513,0.9980744033790034,0.5,6,17,15
13,0.8175,0.8175,0.8175,0.8175,0.5,0.5,0.9981643092839558,0.9981643092839558,0.5,6,17,16
14,0.8225,0.815,0.8175,0.825,0.5,0.5,0.9987792618124371,0.9982459786704583,0.5,6,17,17
15,0.8225,0.8175,0.82,0.8225,0.5,0.5,0.9983205221411708,0.9983205221411708,0.5,6,17,18
16,0.82,0.8125,0.8175,0.825,0.5,0.5,0.9983888545520233,0.9983888545520233,0.5,6,17,19
17,0.8275,0.8275,0.83,0.83,0.5,0.5,0.9984517372247771,0.9984517372247771,0.5,6,17,20
18,0.8275,0.83,0.8325,0.83,0.5,0.5,0.9985098094871727,0.9985098094871727,0.5,6,17,21
19,0.8275,0.8325,0.835,0.8275,0.5,0.5,0.998563612610557,0.9989852866565195,0.5,6,17,22
