,yLDA,yQDA,y10BBQ,y10BBL,yLiu,yLiuQDA,r10BBQ,r10BBL,rLiu,person,times,shots
0,0.405,0.4525,0.45,0.4025,0.5,0.48,0.9936715331452173,0.9978354978354977,0.5,7,51,3
1,0.3575,0.47,0.4725,0.3575,0.5,0.4825,0.991260545440112,1.0,0.5,7,51,4
2,0.38,0.475,0.4825,0.38,0.5,0.5025,0.9955044955044955,0.9980842911877394,0.5,7,51,5
3,0.36,0.465,0.4675,0.3625,0.5,0.5,0.9963279818967425,0.9964799510254057,0.5,7,51,6
4,0.625,0.5825,0.58,0.625,0.5,0.5,0.9954377741262987,1.0,0.5,7,51,7
5,0.6325,0.6375,0.64,0.6325,0.5,0.5,0.9959563022000104,0.9986225895316804,0.5,7,51,8
6,0.6225,0.64,0.64,0.6225,0.5,0.5,0.9962438151536883,0.9982552800734619,0.5,7,51,9
7,0.6275,0.6225,0.6275,0.6275,0.5,0.5,0.9952112773084641,0.9982879643896594,0.5,7,51,10
8,0.63,0.63,0.63,0.63,0.5,0.5,0.9932344841130454,0.9970024642318585,0.5,7,51,11
9,0.6325,0.6375,0.64,0.6325,0.5,0.5,0.9925923375019965,0.9969631661442006,0.5,7,51,12
10,0.6275,0.6325,0.6325,0.6275,0.5,0.5,0.9915341737780562,0.9974307324785794,0.5,7,51,13
11,0.6275,0.6275,0.63,0.63,0.5,0.5,0.9917628984358333,0.9973325035457635,0.5,7,51,14
12,0.6275,0.63,0.6325,0.6275,0.5,0.5,0.9912817784717416,0.9974819583614558,0.5,7,51,15
13,0.6275,0.64,0.64,0.6275,0.5,0.5,0.9902730968707816,0.9962443345137368,0.5,7,51,16
14,0.6275,0.635,0.635,0.6275,0.5,0.5,0.9916004557097294,0.9970908776525245,0.5,7,51,17
15,0.625,0.6325,0.63,0.625,0.5,0.5,0.9912071193165682,0.9968826703098227,0.5,7,51,18
16,0.6275,0.63,0.635,0.6275,0.5,0.5,0.9911521808355692,0.9968688966871414,0.5,7,51,19
17,0.62,0.6325,0.6325,0.62,0.5,0.5,0.9901813951152408,0.996876483511772,0.5,7,51,20
18,0.6275,0.6275,0.625,0.6275,0.5,0.5,0.9907309046363811,0.9959919054746394,0.5,7,51,21
19,0.6275,0.6325,0.6325,0.63,0.5,0.5,0.9898087168908332,0.9949556693802063,0.5,7,51,22
20,0.6275,0.6375,0.635,0.6275,0.5,0.5,0.9891387131917164,0.9942129171115474,0.5,7,51,23
21,0.6275,0.64,0.64,0.6275,0.5,0.5,0.988931357266222,0.9933520967811131,0.5,7,51,24
22,0.6275,0.6375,0.6375,0.6275,0.5,0.5,0.9894941685699483,0.9930700241078834,0.5,7,51,25
23,0.6325,0.6325,0.6325,0.6325,0.5,0.5,0.98931102759878,0.992810118240333,0.5,7,51,26
24,0.6275,0.64,0.6375,0.6275,0.5,0.4925,0.9895667779956553,0.9927760256249583,0.5,7,51,27
25,0.6275,0.6375,0.64,0.6275,0.5,0.49,0.9896989028497651,0.9925842313911433,0.5,7,51,28
26,0.625,0.6375,0.635,0.6275,0.5,0.49,0.9894074838754107,0.9922840192179955,0.5,7,51,29
27,0.635,0.6325,0.625,0.635,0.5,0.495,0.9889684586637874,0.9920596720455002,0.5,7,51,30
28,0.6325,0.6225,0.62,0.6325,0.5,0.5,0.9890620949639972,0.9921042591542428,0.5,7,51,31
29,0.63,0.63,0.6275,0.63,0.5,0.48,0.9894668246962726,0.992363268962634,0.5,7,51,32
30,0.63,0.625,0.625,0.635,0.5,0.495,0.9890273040472397,0.9919110261148819,0.5,7,51,33
31,0.625,0.6375,0.6325,0.6275,0.5,0.48,0.9893852543093477,0.9920803382239584,0.5,7,51,34
32,0.6275,0.6425,0.645,0.625,0.5,0.49,0.9898337746854184,0.9923016874381212,0.5,7,51,35
33,0.6325,0.64,0.6425,0.63,0.5,0.495,0.9897839678258039,0.9926195516746243,0.5,7,51,36
34,0.6275,0.6425,0.645,0.6275,0.5,0.495,0.9898083227571498,0.9925058107351473,0.5,7,51,37
35,0.6275,0.6425,0.6425,0.63,0.5,0.495,0.989705672258251,0.9926869425852816,0.5,7,51,38
36,0.63,0.6425,0.6425,0.63,0.5,0.4875,0.9892899244735488,0.9921642722069092,0.5,7,51,39
37,0.63,0.645,0.6425,0.63,0.5,0.495,0.9893895769750223,0.992171071218399,0.5,7,51,40
38,0.63,0.6375,0.64,0.63,0.5,0.5,0.9894500643226554,0.9923475906097442,0.5,7,51,41
39,0.63,0.64,0.64,0.63,0.5,0.5,0.9893099095395339,0.9923465719554377,0.5,7,51,42
40,0.6325,0.6375,0.6375,0.6325,0.5,0.5,0.9896755516385977,0.9925178794277724,0.5,7,51,43
41,0.6325,0.6425,0.65,0.6325,0.5,0.5,0.989499411661748,0.9924362077320503,0.5,7,51,44
42,0.6325,0.6425,0.645,0.6325,0.5,0.5,0.9894585442375039,0.992506364916256,0.5,7,51,45
43,0.6325,0.635,0.6375,0.635,0.5,0.5,0.9896453703808775,0.9926438348297383,0.5,7,51,46
44,0.6325,0.6375,0.64,0.6375,0.5,0.5,0.9899883646156383,0.9926596397814396,0.5,7,51,47
45,0.6325,0.6375,0.635,0.6325,0.5,0.5,0.9897492412109948,0.9926898137806698,0.5,7,51,48
46,0.63,0.6375,0.6375,0.6375,0.5,0.5,0.9898323051705549,0.9928961841065883,0.5,7,51,49
