,yLDA,yQDA,y10BBQ,y10BBL,yLiu,yLiuQDA,r10BBQ,r10BBL,rLiu,person,times,shots
0,0.845,0.565,0.6425,0.8425,0.525,0.4825,0.7723905723905728,0.9797418630751965,0.5,21,47,3
1,0.8375,0.79,0.7925,0.835,0.5275,0.6,0.9668101654732668,0.9832167832167832,0.5,21,47,4
2,0.8475,0.75,0.7575,0.845,0.535,0.535,0.9729677327708371,0.9784033471376982,0.5,21,47,5
3,0.84,0.7325,0.7375,0.8425,0.535,0.6025,0.9781515491533774,0.9789651188625905,0.5,21,47,6
4,0.82,0.67,0.6775,0.82,0.5425,0.5475,0.9859270069704853,0.9842533890324312,0.5,21,47,7
5,0.8425,0.685,0.685,0.845,0.535,0.56,0.9838350249129234,0.9857653033752485,0.5,21,47,8
6,0.8475,0.67,0.6725,0.8425,0.5225,0.5625,0.9869530030302156,0.9881369060568586,0.5,21,47,9
7,0.8525,0.815,0.8175,0.8525,0.5325,0.58,0.9894931802977779,0.9853438230290247,0.5,21,47,10
8,0.8475,0.815,0.8175,0.8475,0.53,0.5775,0.9872274953879853,0.9852925920037429,0.5,21,47,11
9,0.8425,0.81,0.8125,0.84,0.525,0.56,0.9863847634863339,0.9845765259425764,0.5,21,47,12
10,0.8375,0.84,0.84,0.8375,0.5175,0.54,0.9871971343827591,0.985403475933149,0.5,21,47,13
11,0.8375,0.8425,0.8425,0.84,0.5175,0.54,0.986057733068139,0.9834570639880501,0.5,21,47,14
12,0.8325,0.84,0.845,0.835,0.515,0.5275,0.9853573986684298,0.9814469956391174,0.5,21,47,15
13,0.8325,0.845,0.845,0.8325,0.515,0.5275,0.9845419463379621,0.9821553114610033,0.5,21,47,16
14,0.8325,0.84,0.835,0.8325,0.515,0.5275,0.9845197676178641,0.9826252194964876,0.5,21,47,17
15,0.8325,0.8425,0.845,0.8325,0.515,0.5275,0.9853593757924801,0.9826897914689782,0.5,21,47,18
16,0.835,0.8375,0.83,0.8325,0.515,0.5275,0.984792129999576,0.9832379928881342,0.5,21,47,19
17,0.835,0.8325,0.835,0.835,0.515,0.5275,0.9850161928542625,0.9832413239242477,0.5,21,47,20
18,0.835,0.8375,0.835,0.835,0.515,0.5225,0.9830185570320267,0.9824594628079182,0.5,21,47,21
19,0.8375,0.8425,0.8425,0.84,0.5175,0.5275,0.9817214862654369,0.9807754719573545,0.5,21,47,22
20,0.8375,0.8375,0.8375,0.835,0.515,0.5275,0.9814425980631114,0.9813239728644371,0.5,21,47,23
21,0.8325,0.84,0.84,0.835,0.515,0.5275,0.9815751451948652,0.9824522306858481,0.5,21,47,24
22,0.835,0.8425,0.84,0.8375,0.5175,0.5275,0.9808912052799335,0.982626975082192,0.5,21,47,25
23,0.8325,0.835,0.8325,0.835,0.515,0.5225,0.9819516641171456,0.9829224957636755,0.5,21,47,26
24,0.8375,0.8425,0.8425,0.8375,0.5175,0.5275,0.981875750752182,0.9833073614180434,0.5,21,47,27
25,0.84,0.84,0.84,0.8375,0.5175,0.5225,0.981666785492253,0.983334826375726,0.5,21,47,28
26,0.84,0.84,0.84,0.84,0.5175,0.5225,0.9814368939436702,0.9834968685447112,0.5,21,47,29
27,0.85,0.84,0.8425,0.8525,0.5175,0.52,0.980063745566607,0.9824582790515217,0.5,21,47,30
28,0.8525,0.8475,0.845,0.8525,0.5175,0.52,0.9800664213431223,0.9827733053739056,0.5,21,47,31
29,0.8425,0.84,0.84,0.8425,0.5175,0.52,0.9797102164226608,0.9831090362505704,0.5,21,47,32
30,0.8475,0.835,0.84,0.845,0.52,0.5175,0.9777083147938989,0.9818132189942419,0.5,21,47,33
31,0.8425,0.835,0.84,0.8375,0.5175,0.52,0.9790608711993732,0.982488308370968,0.5,21,47,34
32,0.8425,0.8425,0.845,0.8425,0.52,0.5225,0.979356638511814,0.9827502974664873,0.5,21,47,35
33,0.8425,0.845,0.845,0.8425,0.5175,0.5225,0.980296448369861,0.981982800038279,0.5,21,47,36
34,0.8375,0.84,0.84,0.84,0.5175,0.52,0.9809105279771604,0.9825741803638336,0.5,21,47,37
35,0.84,0.84,0.84,0.84,0.5175,0.5175,0.9810351445080925,0.9821751994089116,0.5,21,47,38
36,0.8425,0.8425,0.84,0.84,0.515,0.5175,0.9796240171576164,0.981246884129218,0.5,21,47,39
37,0.8425,0.84,0.8375,0.84,0.515,0.515,0.9791026023554557,0.9799298809763344,0.5,21,47,40
38,0.8475,0.8425,0.8425,0.8425,0.515,0.515,0.978472677391825,0.9801386966680923,0.5,21,47,41
