,yLDA,yQDA,y10BBQ,y10BBL,yLiu,yLiuQDA,r10BBQ,r10BBL,rLiu,person,times,shots
0,0.63,0.745,0.7175,0.63,0.5,0.4575,0.9702581369248038,0.9966329966329965,0.5,1,56,3
1,0.63,0.7075,0.695,0.635,0.5,0.495,0.9681651681651681,0.9965367965367964,0.5,1,56,4
2,0.69,0.7675,0.7375,0.6875,0.5,0.48,0.9659110200554051,0.9961904761904762,0.5,1,56,5
3,0.705,0.78,0.7625,0.705,0.5,0.4825,0.9652627959462079,0.9968766613503455,0.5,1,56,6
4,0.6675,0.82,0.7925,0.6625,0.5,0.5225,0.9651105338189445,0.9959945640512124,0.5,1,56,7
5,0.7025,0.82,0.79,0.6975,0.5,0.5225,0.9577316001073242,0.9956926312858515,0.5,1,56,8
6,0.7075,0.815,0.7875,0.7075,0.5,0.525,0.9620827350684453,0.9960356875250491,0.5,1,56,9
7,0.72,0.81,0.815,0.7225,0.5,0.5025,0.9747119556688778,0.9910956772519522,0.5,1,56,10
8,0.725,0.8125,0.81,0.7225,0.5,0.48,0.9724950830151115,0.9897802639791702,0.5,1,56,11
9,0.7225,0.8175,0.8175,0.7225,0.5,0.47,0.9745515380511132,0.9901468053306585,0.5,1,56,12
10,0.71,0.825,0.825,0.71,0.5,0.47,0.9767957179387531,0.990622061786342,0.5,1,56,13
11,0.7075,0.8275,0.8225,0.7075,0.5,0.47,0.9772071726391265,0.993623063903434,0.5,1,56,14
12,0.72,0.825,0.82,0.7175,0.5,0.45,0.9746252578334951,0.9935271955736771,0.5,1,56,15
13,0.7275,0.8225,0.8225,0.7275,0.5,0.4575,0.9585296543844384,0.9865797897358934,0.5,1,56,16
14,0.74,0.825,0.825,0.74,0.5,0.4575,0.9555884869635699,0.9849670331536928,0.5,1,56,17
15,0.735,0.8175,0.825,0.74,0.5,0.4575,0.9579472041139883,0.9852123852686656,0.5,1,56,18
16,0.735,0.82,0.825,0.735,0.5,0.4625,0.9585222041308913,0.9857760262007559,0.5,1,56,19
17,0.7275,0.825,0.8225,0.73,0.5,0.4725,0.9607832201360983,0.9862732169191014,0.5,1,56,20
18,0.7225,0.82,0.8275,0.725,0.5,0.4725,0.9624402362316372,0.9879889258531365,0.5,1,56,21
19,0.7175,0.8225,0.825,0.7175,0.5,0.475,0.9623178757052023,0.9876060911506825,0.5,1,56,22
20,0.71,0.82,0.825,0.7125,0.5,0.475,0.9624628654446304,0.9881819578308046,0.5,1,56,23
21,0.7,0.825,0.8175,0.7,0.5,0.4675,0.96384522422051,0.9878292016472895,0.5,1,56,24
22,0.7,0.815,0.825,0.705,0.5,0.47,0.9661927038360818,0.9887818191732819,0.5,1,56,25
23,0.695,0.8225,0.82,0.6925,0.5,0.4575,0.9670999231822099,0.9890628991923602,0.5,1,56,26
