,yLDA,yQDA,y10BBQ,y10BBL,yLiu,yLiuQDA,r10BBQ,r10BBL,rLiu,person,times,shots
0,0.5675,0.5125,0.51,0.56,0.495,0.49,0.910213243546577,0.9923935713409396,0.5,7,19,3
1,0.55,0.5225,0.52,0.5475,0.5,0.5,0.9947299077733861,0.9947299077733861,0.5,7,19,4
2,0.5375,0.52,0.5175,0.54,0.495,0.5,0.9944943944943945,0.9950456950456951,0.5,7,19,5
3,0.54,0.515,0.5175,0.535,0.49,0.5,0.9908212428138651,0.9954545454545456,0.5,7,19,6
4,0.5375,0.5225,0.5225,0.5375,0.515,0.5,0.9922102409805311,0.9949441823264799,0.5,7,19,7
5,0.53,0.5375,0.5375,0.5275,0.5375,0.47,0.9866741126280179,0.9884213025888907,0.5,7,19,8
6,0.525,0.5625,0.5625,0.525,0.54,0.5,0.989466039356499,0.9880276071095281,0.5,7,19,9
7,0.5375,0.5475,0.5475,0.5425,0.535,0.5025,0.9919026135957918,0.9913483987222872,0.5,7,19,10
8,0.5375,0.55,0.5525,0.535,0.505,0.5,0.9911737636695191,0.9924140690943587,0.5,7,19,11
9,0.5375,0.5625,0.56,0.5375,0.535,0.52,0.9931006461746391,0.992546260928614,0.5,7,19,12
10,0.5325,0.555,0.555,0.53,0.555,0.5075,0.9927773540118436,0.9924712627966615,0.5,7,19,13
11,0.5275,0.555,0.555,0.535,0.53,0.54,0.9929839052123015,0.9936229108250589,0.5,7,19,14
12,0.5275,0.57,0.57,0.5275,0.4975,0.525,0.9944061635684757,0.9929506640470176,0.5,7,19,15
13,0.5275,0.5475,0.5475,0.5275,0.5,0.5325,0.9932907578965435,0.9934470072171457,0.5,7,19,16
14,0.5325,0.5675,0.57,0.53,0.5025,0.5,0.9929359861206987,0.992457360522416,0.5,7,19,17
15,0.5275,0.5525,0.555,0.5325,0.5,0.5,0.990248080978441,0.9908623179494485,0.5,7,19,18
16,0.5275,0.5625,0.5575,0.5325,0.495,0.5,0.9920506787387982,0.9920330494478026,0.5,7,19,19
17,0.5225,0.5775,0.5825,0.52,0.4975,0.5,0.9918148772721335,0.9932094752479941,0.5,7,19,20
18,0.54,0.5675,0.5675,0.54,0.5,0.4975,0.9917844855365062,0.9926789115916957,0.5,7,19,21
19,0.53,0.5725,0.57,0.53,0.5,0.4975,0.9904810131749389,0.99279084322096,0.5,7,19,22
20,0.5325,0.565,0.56,0.5325,0.5,0.495,0.9914227265724682,0.9926404007671281,0.5,7,19,23
21,0.5275,0.565,0.5625,0.5325,0.5,0.5025,0.989894233486961,0.9908626641734842,0.5,7,19,24
22,0.5275,0.5475,0.5525,0.525,0.5,0.4525,0.9903457888440484,0.9915965732995855,0.5,7,19,25
23,0.5225,0.5425,0.55,0.53,0.5,0.465,0.9898077980647044,0.9905466638171635,0.5,7,19,26
24,0.5175,0.53,0.5325,0.5225,0.5,0.4475,0.9896352147935822,0.9910599046255671,0.5,7,19,27
25,0.52,0.555,0.5525,0.52,0.5,0.4975,0.9897208000285233,0.9913203585424674,0.5,7,19,28
26,0.5225,0.575,0.58,0.52,0.5,0.4825,0.9903167882591759,0.9917657137065066,0.5,7,19,29
27,0.5225,0.5625,0.56,0.525,0.5,0.4775,0.990947358106404,0.9917130575197834,0.5,7,19,30
28,0.53,0.585,0.585,0.53,0.5,0.4875,0.9902722476392795,0.9912586420894004,0.5,7,19,31
29,0.525,0.565,0.5675,0.5325,0.5,0.4825,0.9902010076780223,0.9911470258630437,0.5,7,19,32
30,0.5225,0.55,0.545,0.5225,0.5,0.4775,0.9901330779733303,0.9907575789041154,0.5,7,19,33
31,0.525,0.5525,0.555,0.5225,0.5,0.4925,0.9912406295321814,0.9910987366164036,0.5,7,19,34
32,0.5275,0.545,0.5475,0.525,0.5,0.4925,0.990820097739951,0.9909621415627641,0.5,7,19,35
33,0.52,0.56,0.565,0.5175,0.5,0.485,0.9911983857600059,0.9914648213333996,0.5,7,19,36
34,0.525,0.5625,0.56,0.525,0.5,0.4875,0.9913402485098508,0.9910854695520072,0.5,7,19,37
35,0.52,0.5725,0.575,0.5225,0.5,0.4775,0.990827252123439,0.9910349217736064,0.5,7,19,38
36,0.5125,0.56,0.5625,0.515,0.5,0.4875,0.9911501807812673,0.9915287343364447,0.5,7,19,39
37,0.5175,0.5625,0.5575,0.515,0.5,0.5,0.9907435337989962,0.9916723984538136,0.5,7,19,40
38,0.5225,0.55,0.5525,0.525,0.5,0.48,0.9905484203824391,0.9917201393193489,0.5,7,19,41
39,0.5275,0.565,0.5625,0.53,0.5,0.5025,0.9909659745097956,0.9914210613764458,0.5,7,19,42
40,0.5225,0.5675,0.565,0.5225,0.5,0.505,0.9908006817587294,0.9919398191546006,0.5,7,19,43
41,0.525,0.5675,0.565,0.5325,0.5,0.52,0.9913060625686022,0.9921211856841111,0.5,7,19,44
42,0.5275,0.5675,0.57,0.5275,0.5,0.5025,0.9914062933736602,0.9921136250793764,0.5,7,19,45
43,0.53,0.5725,0.5725,0.5275,0.5,0.5125,0.9912850922171381,0.9922004803679326,0.5,7,19,46
44,0.5225,0.575,0.5775,0.525,0.5,0.53,0.9916533584586116,0.9924609147543764,0.5,7,19,47
45,0.5225,0.5775,0.58,0.5225,0.5,0.5275,0.991813097002845,0.9922487839818669,0.5,7,19,48
46,0.525,0.585,0.5775,0.5275,0.5,0.515,0.9915313435699405,0.992113761887976,0.5,7,19,49
47,0.5225,0.5725,0.57,0.5225,0.5,0.535,0.9915371347683334,0.9923773923704319,0.5,7,19,50
48,0.525,0.5675,0.5725,0.525,0.5,0.5375,0.9915997660764553,0.9924500031272943,0.5,7,19,51
49,0.515,0.58,0.58,0.5175,0.5,0.505,0.9919632933422263,0.9924283672884355,0.5,7,19,52
