,person,subset,# shots,Feature Set,tPre,wTargetMeanLDA,wTargetCovLDA,tPropLDA,wTargetMeanQDA,wTargetCovQDA,tPropQDA,AccLDAInd,tIndL,AccLDAMulti,tGenL,AccLDAProp,tCLPropL,AccLDALiu,AccLDAVidovic,AccQDAInd,tIndQ,AccQDAMulti,tGenQ,AccQDAProp,tCLPropQ,AccQDALiu,AccQDAVidovic
0,15,"[[3, 1], [4, 2], [3, 3], [7, 4], [6, 5], [2, 6], [4, 7], [1, 8], [8, 9], [2, 10], [10, 11], [5, 12]]",24,2,4.5095422661760606e-07,0.8317718693824676,0.5459044965121239,704.6569125652313,0.6609604613652942,0.6103996754449285,754.9652991294861,0.6970675586055766,0.004755324803986443,0.3022115855944177,0.005234684362147789,0.6520573224532165,0.005311833860373635,0.6606210893572849,0.6828811164614631,0.6348144517170785,0.005039453423974327,0.2010610997376085,0.005330707700960413,0.6062685620368502,0.005192624364584356,0.5592975981084743,0.6422248493411378
1,15,"[[3, 1], [10, 2], [9, 3], [3, 4], [7, 5], [3, 6], [8, 7], [5, 8], [7, 9], [7, 10], [3, 11], [1, 12]]",24,2,1.452379610948947e-07,0.8535430957614741,0.5715388297052243,684.4576013088226,0.6959921294557345,0.6371838455286847,752.4527287483215,0.6397655677655678,0.004538345546512813,0.30534798534798535,0.005264681085998759,0.6739633699633699,0.005288606238452506,0.5982710622710623,0.6733186813186813,0.5357655677655677,0.005013106223864433,0.19736263736263737,0.005312400901710594,0.5095091575091575,0.005165930996011028,0.4794139194139194,0.5855531135531136
2,15,"[[3, 1], [9, 1], [4, 2], [6, 2], [3, 3], [4, 3], [7, 4], [2, 4], [6, 5], [3, 5], [2, 6], [9, 6], [4, 7], [3, 7], [1, 8], [10, 8], [8, 9], [9, 9], [2, 10], [3, 10], [10, 11], [8, 11], [5, 12], [10, 12]]",48,2,1.4169789204063123e-07,0.9374943572086006,0.616351797493848,691.0847749710083,0.7345298066466553,0.7388299983585487,748.7403423786163,0.7627887387825185,0.004586897496676296,0.3051478925713545,0.005249357958841313,0.7301325039686396,0.005228000622269603,0.67311368127774,0.7435124890659928,0.6649820196326174,0.00499223353552487,0.2117471733566592,0.0053184561461097285,0.6187838144296498,0.005139769867333393,0.5401237567628859,0.6850681958078206
3,15,"[[3, 1], [10, 1], [10, 2], [6, 2], [9, 3], [4, 3], [3, 4], [5, 4], [7, 5], [5, 5], [3, 6], [8, 6], [8, 7], [10, 7], [5, 8], [4, 8], [7, 9], [1, 9], [7, 10], [10, 10], [3, 11], [6, 11], [1, 12], [8, 12]]",48,2,1.5187441856783822e-07,0.9347554052606165,0.6167067134343635,685.2098641395569,0.7793865823003809,0.7347777151675731,753.7714488506317,0.7408478802992519,0.004563862728458192,0.31231920199501245,0.005305014932938446,0.7254862842892769,0.0052298853660957675,0.6616791354945969,0.7398171238570241,0.6412302576891106,0.005030396953782536,0.20472152950955944,0.00534583505549633,0.5909559434746467,0.005173513724817798,0.530739817123857,0.6986866167913549
4,15,"[[3, 1], [9, 1], [5, 1], [4, 2], [6, 2], [2, 2], [3, 3], [4, 3], [9, 3], [7, 4], [2, 4], [10, 4], [6, 5], [3, 5], [8, 5], [2, 6], [9, 6], [10, 6], [4, 7], [3, 7], [2, 7], [1, 8], [10, 8], [3, 8], [8, 9], [9, 9], [10, 9], [2, 10], [3, 10], [6, 10], [10, 11], [8, 11], [9, 11], [5, 12], [10, 12], [7, 12]]",72,2,1.705162520703858e-07,0.9505511827887161,0.6806190398338515,690.6509666442871,0.8009057888544583,0.8037331227133012,748.7566463947296,0.7729831144465291,0.0045924434787113265,0.31106941838649155,0.005283701835832721,0.7428142589118198,0.005267872354103074,0.6735084427767355,0.7501688555347092,0.7137711069418387,0.004996796870992063,0.2270544090056285,0.005319021173087115,0.6573358348968105,0.005108360385357998,0.559624765478424,0.7246904315196998
5,15,"[[3, 1], [10, 1], [7, 1], [10, 2], [6, 2], [4, 2], [9, 3], [4, 3], [6, 3], [3, 4], [5, 4], [4, 4], [7, 5], [5, 5], [8, 5], [3, 6], [8, 6], [5, 6], [8, 7], [10, 7], [9, 7], [5, 8], [4, 8], [6, 8], [7, 9], [1, 9], [3, 9], [7, 10], [10, 10], [6, 10], [3, 11], [6, 11], [5, 11], [1, 12], [8, 12], [2, 12]]",72,2,1.7989715442219776e-07,0.9613190875928691,0.6731923154733704,688.5761806964874,0.8331422914240845,0.8096365376800368,751.9169805049896,0.7604728168797166,0.004578304836053465,0.3176882796858155,0.005284487053662442,0.7399892191590944,0.00526597690604307,0.6560911751116587,0.7493839519482519,0.6760357307870014,0.005029177649186753,0.21784999229939936,0.005327973328329979,0.6291775758509164,0.005139258468571529,0.5478977360234099,0.686354535653781
6,15,"[[3, 1], [9, 1], [5, 1], [10, 1], [4, 2], [6, 2], [2, 2], [3, 2], [3, 3], [4, 3], [9, 3], [5, 3], [7, 4], [2, 4], [10, 4], [3, 4], [6, 5], [3, 5], [8, 5], [5, 5], [2, 6], [9, 6], [10, 6], [6, 6], [4, 7], [3, 7], [2, 7], [8, 7], [1, 8], [10, 8], [3, 8], [4, 8], [8, 9], [9, 9], [10, 9], [2, 9], [2, 10], [3, 10], [6, 10], [1, 10], [10, 11], [8, 11], [9, 11], [2, 11], [5, 12], [10, 12], [7, 12], [3, 12]]",96,2,1.4066138696453856e-07,0.967546408992396,0.7257027759072804,689.2400016784668,0.8731256947276759,0.8529435639644681,749.0306828022003,0.7953412449816915,0.004573266328540778,0.31248069881325274,0.005253503649405274,0.7760179997352981,0.0052654809459945955,0.6896369171041602,0.7762385847266952,0.7380773812149821,0.004989902348492496,0.22601138218555608,0.005313547770294487,0.6362553491860414,0.00508905850768631,0.5436096527992236,0.7035337715621829
7,15,"[[3, 1], [10, 1], [7, 1], [5, 1], [10, 2], [6, 2], [4, 2], [1, 2], [9, 3], [4, 3], [6, 3], [10, 3], [3, 4], [5, 4], [4, 4], [1, 4], [7, 5], [5, 5], [8, 5], [1, 5], [3, 6], [8, 6], [5, 6], [1, 6], [8, 7], [10, 7], [9, 7], [7, 7], [5, 8], [4, 8], [6, 8], [7, 8], [7, 9], [1, 9], [3, 9], [9, 9], [7, 10], [10, 10], [6, 10], [8, 10], [3, 11], [6, 11], [5, 11], [10, 11], [1, 12], [8, 12], [2, 12], [4, 12]]",96,2,1.3991157502189364e-07,0.9736885589800027,0.7351499335967465,687.9308526515961,0.8761505959009749,0.8749083873262243,751.6682417392731,0.7665049192004629,0.0045808287235347125,0.3241775363931799,0.005274046572807641,0.7562658594132573,0.005325354138523644,0.6943418065262876,0.756488447669501,0.7107688198370654,0.005015044487664193,0.22539286827226995,0.005315187496084599,0.6460401549214263,0.005119791227452016,0.5812224547032898,0.695721853714998
8,15,"[[3, 1], [9, 1], [5, 1], [10, 1], [2, 1], [4, 2], [6, 2], [2, 2], [3, 2], [10, 2], [3, 3], [4, 3], [9, 3], [5, 3], [6, 3], [7, 4], [2, 4], [10, 4], [3, 4], [8, 4], [6, 5], [3, 5], [8, 5], [5, 5], [2, 5], [2, 6], [9, 6], [10, 6], [6, 6], [3, 6], [4, 7], [3, 7], [2, 7], [8, 7], [9, 7], [1, 8], [10, 8], [3, 8], [4, 8], [6, 8], [8, 9], [9, 9], [10, 9], [2, 9], [5, 9], [2, 10], [3, 10], [6, 10], [1, 10], [9, 10], [10, 11], [8, 11], [9, 11], [2, 11], [1, 11], [5, 12], [10, 12], [7, 12], [3, 12], [2, 12]]",120,2,1.374356341348062e-07,0.9707869842462427,0.7814514119124031,684.6733264923096,0.9006608366606651,0.8887281372913084,745.2655975818634,0.8023064250411862,0.004534529266179023,0.32422809161928046,0.005272644501332491,0.7811553382579582,0.005165539101053641,0.700164744645799,0.780836477653186,0.7467715363766807,0.004968772058932429,0.2304299303821013,0.005288905023470527,0.6336823085507786,0.005053672956762756,0.541797310942233,0.7110591486421852
9,15,"[[3, 1], [10, 1], [7, 1], [5, 1], [1, 1], [10, 2], [6, 2], [4, 2], [1, 2], [9, 2], [9, 3], [4, 3], [6, 3], [10, 3], [1, 3], [3, 4], [5, 4], [4, 4], [1, 4], [7, 4], [7, 5], [5, 5], [8, 5], [1, 5], [2, 5], [3, 6], [8, 6], [5, 6], [1, 6], [10, 6], [8, 7], [10, 7], [9, 7], [7, 7], [3, 7], [5, 8], [4, 8], [6, 8], [7, 8], [1, 8], [7, 9], [1, 9], [3, 9], [9, 9], [2, 9], [7, 10], [10, 10], [6, 10], [8, 10], [5, 10], [3, 11], [6, 11], [5, 11], [10, 11], [4, 11], [1, 12], [8, 12], [2, 12], [4, 12], [9, 12]]",120,2,1.4205471819490185e-07,0.9750847725393369,0.7904813237464593,684.1502323150635,0.9123176848294362,0.907123936039777,750.219619512558,0.791726637880484,0.004548572249691893,0.3338131030438723,0.005255278458669754,0.7829841675995522,0.005255971625197054,0.681806066421451,0.7916200223892531,0.7531851378005224,0.00500442074384699,0.23018284556746096,0.005310442041083626,0.681912681912682,0.005078003855044923,0.5858521243136627,0.7001439309131616
