,person,subset,# shots,Feature Set,wTargetMeanLDA,wTargetCovLDA,wTargetMeanQDA,wTargetCovQDA,AccLDAInd,AccLDAMulti,AccLDAProp,tCLPropL,AccLDALiu,AccLDAPropQ,AccClLDAInd,AccClLDAProp,AccClLDAPropQ,AccClLDALiu,tPropL,tIndL,tGenL,wTargetMeanLDAm,wTargetCovLDAm,AccQDAInd,AccQDAMulti,AccQDAProp,tCLPropQ,AccQDALiu,AccQDAPropL,AccClQDAInd,AccClQDAProp,AccClQDAPropL,AccClQDALiu,tPropQ,tIndQ,tGenQ,wTargetMeanQDAm,wTargetCovQDAm,AccSVMInd,AccKNNInd,AccClSVMInd,AccClKNNInd
0,37,"(1,)",1,1,[0.65026969 0.97603992 1.         0.70777135 0.583068  ],[0.56826454 0.46234568 0.49796225 0.52252935 0.49194627],[0.58400535 0.64138993 0.64283604 1.         1.        ],[0.55199072 0.58959846 0.5354787  0.58018397 0.54539733],0.6459259259259259,0.22133333333333333,0.7093333333333334,0.00030868502016420717,0.6405925925925926,0.7035555555555556,0.8,0.928,0.888,0.736,18.488860845565796,0.001990795135498047,0.4057302474975586,0.7834297924596569,0.508609618560034,0.5774814814814815,0.38814814814814813,0.7062222222222222,0.000972264360498499,0.6957037037037037,0.701037037037037,0.568,0.832,0.832,0.808,22.05027723312378,0.0008985996246337891,0.12973570823669434,0.773646264621169,0.5605298352967606,0.670074074074074,0.7362962962962963,0.728,0.816
1,37,"(1, 2)",2,1,[0.7223611  0.87875119 1.         0.72761119 0.73479156],[0.62251854 0.57562641 0.59588501 0.60200632 0.58886272],[0.62258738 0.64679899 0.71814696 1.         0.70215633],[0.5972586  0.645447   0.58976381 0.69594281 0.65992365],0.6765925925925926,0.22088888888888888,0.712,0.00030912409888373484,0.6724444444444444,0.7214814814814815,0.888,0.936,0.936,0.872,19.082253217697144,0.001689910888671875,0.3897514343261719,0.8127030084730391,0.5969797990560864,0.64,0.39096296296296296,0.7060740740740741,0.00047343292942753545,0.7031111111111111,0.7054814814814815,0.648,0.832,0.832,0.832,16.332600831985474,0.0008096694946289062,0.11529135704040527,0.7379379303581007,0.637667174569744,0.7213333333333334,0.7674074074074074,0.752,0.84
2,37,"(1, 2, 3)",3,1,[0.72881176 0.99071274 1.         0.82286938 0.69744686],[0.65023504 0.61417478 0.60798702 0.59277178 0.64087463],[0.67683982 0.73993954 0.78079544 0.8310297  0.91304735],[0.66567369 0.71478356 0.6390844  0.72012701 0.78983517],0.7420740740740741,0.22074074074074074,0.7300740740740741,0.0003093716303507487,0.7031111111111111,0.7398518518518519,0.96,0.952,0.96,0.928,8.860496997833252,0.001337289810180664,0.3860812187194824,0.8479681472678026,0.6212086511447789,0.7694814814814814,0.39481481481481484,0.7782222222222223,0.00047204664018419054,0.7554074074074074,0.7748148148148148,0.92,0.952,0.952,0.944,13.39249587059021,0.0008373260498046875,0.11932086944580078,0.7883303717151287,0.705900766721791,0.8340740740740741,0.841925925925926,0.92,0.968
3,37,"(1, 2, 3, 4)",4,1,[0.75340027 0.94271086 1.         0.76619975 0.7332767 ],[0.68382653 0.60723158 0.63883219 0.63792007 0.64274629],[0.69589432 0.7454137  0.74769407 0.84015197 0.84664212],[0.69900753 0.70713381 0.68528407 0.7813096  0.82164872],0.728,0.2205925925925926,0.7293333333333333,0.0006271146844934535,0.7125925925925926,0.7271111111111112,0.904,0.936,0.928,0.92,17.95788335800171,0.0015306472778320312,0.81247878074646,0.8391175156897157,0.6421113327244473,0.7863703703703704,0.397037037037037,0.778962962962963,0.0009589904855798792,0.7477037037037036,0.7742222222222223,0.928,0.952,0.936,0.896,27.229560613632202,0.0008766651153564453,0.24092507362365723,0.7751592367590731,0.738876748526212,0.8408888888888889,0.8429629629629629,0.928,0.96
4,37,"(1, 2, 3, 4, 5)",5,1,[0.81566863 0.95146165 1.         0.74997494 0.86514616],[0.77535337 0.67633501 0.68455155 0.67808711 0.72616472],[0.75781018 0.77377549 0.76546663 0.76354446 0.77921081],[0.7488252  0.73519601 0.69483618 0.79915048 0.82256094],0.7432592592592593,0.22148148148148147,0.7426666666666667,0.0006245012283325195,0.7134814814814815,0.7392592592592593,0.912,0.936,0.92,0.92,19.2282977104187,0.02193474769592285,0.7627463340759277,0.8764502734457205,0.7080983525517393,0.7918518518518518,0.4002962962962963,0.7768888888888889,0.0009656256216543692,0.7408888888888889,0.7894814814814815,0.928,0.944,0.952,0.896,28.815442323684692,0.0010297298431396484,0.2404801845550537,0.7679615142896802,0.760113761797572,0.8508148148148148,0.8540740740740741,0.936,0.96
5,37,"(1, 2, 3, 4, 5, 6)",6,1,[0.79720611 0.96366149 1.         0.74751928 0.84505432],[0.78626791 0.68028868 0.68539618 0.69378376 0.75622867],[0.78663669 0.75113984 0.78003035 0.87658343 0.80558282],[0.79181656 0.75011408 0.72235153 0.78923767 0.78013437],0.7414814814814815,0.22118518518518518,0.7398518518518519,0.0006276795775802047,0.7143703703703703,0.737037037037037,0.912,0.936,0.92,0.92,19.074567794799805,0.002093076705932617,0.7910759449005127,0.8706882395569367,0.7203930407509266,0.7914074074074074,0.4025185185185185,0.7779259259259259,0.0009662831271136248,0.7411851851851852,0.7893333333333333,0.944,0.936,0.952,0.912,28.886719226837158,0.001033782958984375,0.24047279357910156,0.7999946245209304,0.7667308423546686,0.8555555555555555,0.8573333333333333,0.928,0.96
6,37,"(1, 2, 3, 4, 5, 6, 7)",7,1,[0.84944308 0.9621403  1.         0.77949532 0.79292351],[0.79296905 0.67111023 0.71001967 0.68686765 0.74279405],[0.79523507 0.81467539 0.81042155 0.85970562 0.8151987 ],[0.77260585 0.78074105 0.69915843 0.82758074 0.82679912],0.7474074074074074,0.22133333333333333,0.7398518518518519,0.000628867643850821,0.7127407407407408,0.7414814814814815,0.912,0.936,0.92,0.92,19.123838663101196,0.002270221710205078,0.763134241104126,0.8768004409815984,0.7207521296558755,0.7896296296296297,0.4054814814814815,0.7776296296296297,0.0009594284693400065,0.7394074074074074,0.793037037037037,0.92,0.944,0.944,0.904,29.07313895225525,0.0010809898376464844,0.23931574821472168,0.8190472675656254,0.7813770364345018,0.857037037037037,0.8567407407407407,0.936,0.96
7,37,"(1, 2, 3, 4, 5, 6, 7, 8)",8,1,[0.84007617 0.97593501 0.94475921 0.86696789 0.81746155],[0.82432015 0.75654793 0.73951122 0.73906644 0.76695281],[0.80959159 0.8262263  0.76411392 0.92323451 0.8706315 ],[0.81162092 0.79807893 0.76339137 0.80838677 0.86852399],0.7491851851851852,0.22148148148148147,0.7437037037037038,0.00030934697610360604,0.7114074074074074,0.7431111111111111,0.92,0.936,0.92,0.92,19.008344411849976,0.0025718212127685547,0.41084885597229004,0.8890399659900965,0.7652797110319534,0.7943703703703704,0.40755555555555556,0.7875555555555556,0.000960939054135923,0.7346666666666667,0.7958518518518518,0.928,0.936,0.944,0.896,18.40609908103943,0.0012042522430419922,0.12674617767333984,0.8387595636435206,0.8100003967687961,0.8706666666666667,0.8555555555555555,0.944,0.96
8,37,"(1, 2, 3, 4, 5, 6, 7, 8, 9)",9,1,[0.86845107 1.         1.         0.84964829 0.76860439],[0.84416932 0.77489114 0.7653759  0.75706032 0.85962373],[0.830467   0.86975609 0.88396402 0.87522562 0.90101436],[0.83246988 0.83175404 0.78045612 0.83058047 0.8832559 ],0.7579259259259259,0.22118518518518518,0.7456296296296296,0.0006320007112291125,0.7038518518518518,0.7451851851851852,0.928,0.936,0.928,0.912,19.054831504821777,0.002847433090209961,0.8460304737091064,0.8973407499604675,0.8002240798472767,0.8331851851851851,0.4097777777777778,0.8091851851851852,0.0009593481840910735,0.7374814814814815,0.8136296296296296,0.976,0.96,0.96,0.888,28.8282630443573,0.0012335777282714844,0.2443065643310547,0.8720854183599961,0.8317032840188598,0.8951111111111111,0.8939259259259259,0.96,1.0
9,37,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10)",10,1,[0.86728859 0.97849779 0.89538421 0.83707865 0.87204735],[0.85942293 0.80146796 0.76455892 0.76337744 0.83310384],[0.82869377 0.88346949 0.89174524 0.83716494 0.90414085],[0.83894961 0.85140839 0.82099749 0.84898655 0.87108572],0.7577777777777778,0.22162962962962962,0.7494814814814815,0.0006267654984085648,0.7065185185185185,0.7448888888888889,0.92,0.936,0.928,0.92,18.77211022377014,0.002956390380859375,0.7638185024261475,0.8900593156682304,0.8043862183958852,0.8272592592592592,0.4136296296296296,0.8007407407407408,0.0009648156342683015,0.7380740740740741,0.8118518518518518,0.968,0.96,0.968,0.896,28.57826566696167,0.0012614727020263672,0.23731088638305664,0.8690428582862895,0.8462855533419571,0.8954074074074074,0.8988148148148148,0.952,1.0
