,person,subset,# shots,Feature Set,wTargetMeanLDA,wTargetCovLDA,wTargetMeanQDA,wTargetCovQDA,AccLDAInd,AccLDAMulti,AccLDAProp,tCLPropL,AccLDALiu,AccLDAPropQ,AccClLDAInd,AccClLDAProp,AccClLDAPropQ,AccClLDALiu,tPropL,tIndL,tGenL,wTargetMeanLDAm,wTargetCovLDAm,AccQDAInd,AccQDAMulti,AccQDAProp,tCLPropQ,AccQDALiu,AccQDAPropL,AccClQDAInd,AccClQDAProp,AccClQDAPropL,AccClQDALiu,tPropQ,tIndQ,tGenQ,wTargetMeanQDAm,wTargetCovQDAm,AccSVMInd,AccKNNInd,AccClSVMInd,AccClKNNInd
0,38,"(1,)",1,3,[0.55348969 0.6206692  0.59100917 0.56138591 0.80189205],[0.54680011 0.52450655 0.52960679 0.50394845 0.52838676],[0.51036249 0.64171129 0.66171163 0.5443873  0.77249704],[0.5        0.50113985 0.50366881 0.5        0.5       ],0.8658458381428754,0.7482365012184173,0.9081698089008593,0.0009052628689245243,0.9181736565345646,0.911504424778761,0.984,0.984,0.992,0.984,30.902504920959473,0.003141164779663086,3.837817668914795,0.6256892017800596,0.5266497305008782,0.8582788251891753,0.5997178401949468,0.9199692189303579,0.001271492183949988,0.9113761703219186,0.9204822367577273,0.928,0.992,0.992,0.992,44.024943590164185,0.002102375030517578,2.1271188259124756,0.626133950397365,0.5009617314975751,0.9076567910734898,0.8931640374503014,0.992,0.992
1,38,"(1, 2)",2,3,[0.64364952 0.61163685 0.77772659 0.63689699 0.83361414],[0.59568748 0.57848153 0.57220171 0.55951758 0.60307499],[0.56129222 0.64076098 0.62633306 0.69707236 0.69535834],[0.55951758 0.56164065 0.5695397  0.55951758 0.55951758],0.916249839681929,0.7510580992689496,0.9222777991535206,0.0004411199329234827,0.9253559061177375,0.9235603437219443,0.992,0.992,0.992,0.984,11.91227912902832,0.0028035640716552734,1.9071760177612305,0.7007048180586721,0.581792658866051,0.8627677311786585,0.6027959471591637,0.9292035398230089,0.001280913066142367,0.9212517634987816,0.9349749903809157,0.912,0.992,0.992,0.992,16.796547412872314,0.0023374557495117188,0.9860553741455078,0.6441633895553782,0.5619466169904251,0.9303578299345903,0.9161215852250866,0.992,0.992
2,38,"(1, 2, 3)",3,3,[0.80377402 0.72265676 0.79186477 0.6849762  0.8281676 ],[0.63757545 0.62226579 0.60519316 0.61136921 0.60791833],[0.61945181 0.64781451 0.68567162 0.69624483 0.7565649 ],[0.61596571 0.60169279 0.61725886 0.60189478 0.60205159],0.9198409644735155,0.7519558804668462,0.927920995254585,0.0008989420398253729,0.927920995254585,0.9315121200461716,0.992,0.992,0.992,0.992,27.804603099822998,0.003681182861328125,3.9417967796325684,0.7662878693283506,0.6168643893997042,0.9141977683724509,0.6057457996665384,0.9394638963703988,0.0012773880671733187,0.928562267538797,0.9412594587661921,0.984,0.992,0.992,0.992,39.28134870529175,0.002631664276123047,1.976872205734253,0.6811495307388598,0.6077727447786108,0.9349749903809157,0.9335641913556496,0.992,0.992
3,38,"(1, 2, 3, 4)",4,3,[0.78858771 0.83687495 0.85643873 0.73013076 0.89763175],[0.65772169 0.65798592 0.64350871 0.64481749 0.63670114],[0.64838412 0.67915954 0.74357772 0.66924674 0.75223697],[0.64256956 0.64310835 0.65241754 0.63879776 0.6371789 ],0.9335641913556496,0.755290496344748,0.9338207002693344,0.0009064557568544116,0.9284340130819546,0.9339489547261768,0.992,0.992,0.992,0.984,27.647305965423584,0.004517078399658203,3.8309597969055176,0.8219327790485599,0.6481469925121912,0.9206104912145697,0.6070283442349622,0.940874695395665,0.001282948292997291,0.9307425933051173,0.944978838014621,0.992,0.992,0.992,0.992,39.30925440788269,0.0029268264770507812,2.002297878265381,0.6985210164284045,0.6428144203106643,0.9412594587661921,0.9406181864819803,0.992,0.992
4,38,"(1, 2, 3, 4, 5)",5,3,[0.7715997  0.85794347 0.86496746 0.81070454 0.86971072],[0.69980194 0.67957391 0.67914274 0.66168386 0.66965194],[0.68530382 0.68751162 0.74035537 0.72720284 0.78979815],[0.67599291 0.67237826 0.67915396 0.673558   0.67655889],0.9383096062588175,0.7590098755931769,0.9361292804924971,0.0008980232247086814,0.9307425933051173,0.9365140438630243,0.992,0.992,0.992,0.984,26.91594409942627,0.005229949951171875,3.9518966674804688,0.8349851784107395,0.6779708774180632,0.9263819417724766,0.6099781967423368,0.9448505835577786,0.0012733044953962098,0.9303578299345903,0.9454918558419905,0.984,0.992,0.992,0.992,38.02620339393616,0.003133535385131836,2.065585136413574,0.7260343597920336,0.6755284042997276,0.9447223291009362,0.9424137488777735,0.992,0.992
5,38,"(1, 2, 3, 4, 5, 6)",6,3,[0.79911028 0.92228399 0.84825693 0.78122087 0.91944558],[0.70354877 0.70016199 0.70000671 0.68756909 0.69333151],[0.70156918 0.72510929 0.76627083 0.7486706  0.77054686],[0.69836873 0.70175707 0.71810993 0.70323201 0.70886987],0.9390791329998718,0.7628575092984481,0.9374118250609209,0.0009012166026067593,0.9315121200461716,0.9371553161472361,0.992,0.992,0.992,0.984,27.5626540184021,0.026352405548095703,3.887990951538086,0.8540635307022232,0.6969236142180557,0.9243298704629986,0.6120302680518148,0.9440810568167244,0.0012780464779524922,0.9309991022188021,0.94600487366936,0.984,0.992,0.992,0.992,39.20102000236511,0.0035173892974853516,1.9998648166656494,0.7424333509916019,0.7060675228732542,0.9445940746440938,0.9421572399640887,0.992,0.992
6,38,"(1, 2, 3, 4, 5, 6, 7)",7,3,[0.84092348 1.         0.93645626 0.81363977 1.        ],[0.76460271 0.73201865 0.74763401 0.71982199 0.72225433],[0.74231762 0.76225189 0.82652334 0.82752792 0.92082046],[0.73111985 0.7404107  0.75599073 0.73244473 0.79649819],0.9399769141977684,0.7567012953700141,0.9416442221367193,0.000898314513074017,0.9318968834166987,0.9412594587661921,0.992,0.992,0.992,0.992,27.592735290527344,0.007180452346801758,3.876941680908203,0.9182039022852677,0.7372663373569742,0.9466461459535719,0.6142105938181351,0.9544696678209568,0.0012753160241109767,0.9370270616903937,0.9563934846735924,1.0,0.992,1.0,0.992,39.23044157028198,0.024013996124267578,2.040801525115967,0.8158882466782857,0.7512928409544208,0.9516480697704245,0.9380530973451328,1.0,1.0
7,38,"(1, 2, 3, 4, 5, 6, 7, 8)",8,3,[0.82617371 0.9912546  0.89883527 0.83219622 0.97305409],[0.74381825 0.77196926 0.76541884 0.734546   0.74002076],[0.77523463 0.77749764 0.88199175 0.81188512 1.        ],[0.75826705 0.76370597 0.79465939 0.74904325 0.79528293],0.9397204052840836,0.7682441964858279,0.9406181864819803,0.0008980528550284389,0.9338207002693344,0.9417724765935617,0.992,0.992,0.992,0.992,26.88013744354248,0.02851557731628418,3.977022171020508,0.9043027806540479,0.7511546233090601,0.9525458509683211,0.6181864819802488,0.9578042836988585,0.0012826651078669767,0.940874695395665,0.9594715916378094,1.0,1.0,1.0,0.992,38.00448822975159,0.0041942596435546875,2.14559006690979,0.8493218277039052,0.7721917191642319,0.9520328331409517,0.944978838014621,1.0,1.0
8,38,"(1, 2, 3, 4, 5, 6, 7, 8, 9)",9,3,[0.8477216  0.988563   0.90015015 0.86008197 1.        ],[0.78238559 0.76670486 0.77896405 0.76987408 0.75686376],[0.77380667 0.78006375 0.83978459 0.86831677 0.95686267],[0.76317781 0.76243082 0.78950659 0.7826608  0.83203523],0.9411312043093497,0.7705527767089906,0.9397204052840836,0.0009017915959325803,0.9327946646145954,0.9407464409388226,0.992,0.992,0.992,0.992,27.42970108985901,0.009035825729370117,3.8012335300445557,0.9193033418289559,0.7709584693618664,0.9519045786841093,0.6189560087213031,0.95626523021675,0.0012756272494922896,0.9417724765935617,0.9571630114146467,0.992,1.0,1.0,0.992,38.79421830177307,0.00439763069152832,1.9250822067260742,0.843766890245503,0.7859622484905258,0.9535718866230601,0.9453636013851482,0.992,1.0
9,38,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10)",10,3,[0.86045286 0.9714403  0.92471874 0.85510422 0.98406025],[0.7798154  0.79397121 0.79326393 0.77500519 0.77508444],[0.78628264 0.82538699 0.84793895 0.86128711 0.92191096],[0.7740315  0.80475459 0.80028638 0.79602619 0.85410221],0.942926766705143,0.7750416826984737,0.9413877132230345,0.0009076742387756684,0.9333076824419648,0.941900731050404,0.992,0.992,0.992,0.992,27.359012603759766,0.030548095703125,3.8844926357269287,0.9191552753517452,0.7834280335744962,0.9539566499935873,0.6228036424265744,0.9570347569578043,0.0012863240089724733,0.941900731050404,0.9588303193535975,1.0,0.992,1.0,0.992,39.03132343292236,0.004899501800537109,2.1556525230407715,0.8485613309392036,0.8058401744543711,0.9537001410799025,0.94600487366936,0.992,1.0
10,38,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11)",11,3,[0.87000637 0.987384   0.90232302 0.86871968 0.99260426],[0.80990681 0.82770912 0.81943047 0.79786605 0.80653072],[0.81294798 0.85703802 0.8940716  0.85268965 1.        ],[0.80535895 0.83316812 0.84269289 0.80680466 0.88343954],0.9365140438630243,0.7700397588816211,0.9368988072335513,0.0004443691772758403,0.9329229190714378,0.9390791329998718,0.992,0.992,0.992,0.992,13.58510446548462,0.011368036270141602,1.9534847736358643,0.924207465611316,0.8122886343380415,0.9547261767346416,0.6240861869949981,0.9594715916378094,0.0006286127683182809,0.9442093112735668,0.9612671540336026,1.0,1.0,1.0,1.0,19.311813354492188,0.005148172378540039,1.0353527069091797,0.8833494484996723,0.8342928318053291,0.9548544311914839,0.9392073874567142,1.0,1.0
11,38,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)",12,3,[0.90427569 1.         0.90735413 0.89786707 0.99139123],[0.81583478 0.83947923 0.80730681 0.80100515 0.80333639],[0.84156145 0.84843208 0.87257279 0.89045988 1.        ],[0.82455933 0.82947343 0.82135399 0.83672621 0.92433326],0.934718481467231,0.7715788123637296,0.9366422983198666,0.0009032804201210984,0.9324099012440682,0.938822624086187,0.992,0.992,0.992,0.992,27.55933141708374,0.029875755310058594,3.9255948066711426,0.9401776247917208,0.8133924722135187,0.9553674490188534,0.6254969860202642,0.9578042836988585,0.001642353124644216,0.9434397845325125,0.9608823906630756,1.0,1.0,1.0,1.0,39.05643606185913,0.005168914794921875,2.16180419921875,0.890605239500659,0.8472892441165716,0.9569065025009619,0.9393356419135565,1.0,1.0
12,38,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13)",13,3,[0.89940096 1.         0.92859144 0.89839707 0.98555588],[0.84957719 0.84638582 0.82606836 0.82176686 0.82066757],[0.853898   0.86452457 0.88837529 0.88552871 1.        ],[0.84077798 0.84482111 0.84889329 0.84278838 0.9321973 ],0.9349749903809157,0.7736308836732076,0.9385661151725022,0.0009019098420074021,0.9325381557009106,0.9395921508272412,0.992,0.992,0.992,0.992,27.4129855632782,0.012866020202636719,3.8091650009155273,0.9423890696206024,0.8328931579706736,0.9557522123893806,0.6276773117865846,0.9602411183788636,0.001282075253513909,0.9425420033346159,0.9617801718609722,1.0,1.0,1.0,1.0,38.90818500518799,0.0053403377532958984,1.947180986404419,0.8984653133553145,0.8618956107489382,0.9592150827241247,0.9390791329998718,1.0,1.0
13,38,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14)",14,3,[0.90106943 1.         0.9492874  0.89167838 1.        ],[0.87168264 0.85927771 0.84571155 0.84432092 0.84140636],[0.86794949 0.87946223 0.90098202 0.9061567  1.        ],[0.85804421 0.85609192 0.86623446 0.86031104 0.95848682],0.9375400795177632,0.7817109144542773,0.9407464409388226,0.0008975064829402785,0.9331794279851224,0.9422854944209311,0.992,0.992,0.992,0.992,27.64838194847107,0.01416778564453125,3.80241322517395,0.9484070421921974,0.852479837238594,0.9548544311914839,0.631909708862383,0.9571630114146467,0.0012839789021790325,0.9445940746440938,0.9631909708862383,1.0,1.0,1.0,1.0,39.22065830230713,0.025971412658691406,1.8991551399230957,0.9109100876663652,0.8798336891435594,0.9594715916378094,0.9454918558419905,1.0,1.0
14,38,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15)",15,3,[0.91687541 0.99412133 0.92835623 0.89837447 0.99497676],[0.87670468 0.88441433 0.86098669 0.8651044  0.85693387],[0.86652337 0.89686241 0.91237259 0.89901778 1.        ],[0.86278876 0.87702263 0.87871732 0.87225172 0.93851535],0.9379248428882904,0.7832499679363858,0.9404899320251379,0.0009010041449579716,0.9333076824419648,0.9424137488777735,0.992,0.992,0.992,0.992,27.64342212677002,0.015062570571899414,3.827683925628662,0.9465408397646138,0.8688287951131501,0.9548544311914839,0.6338335257150186,0.9588303193535975,0.0012765753585680397,0.9444658201872516,0.961395408490445,1.0,1.0,1.0,1.0,39.157809257507324,0.02623462677001953,2.101706027984619,0.9149552295348926,0.8858591537689247,0.9584455559830705,0.9445940746440938,1.0,1.0
