,person,subset,# shots,Feature Set,wLDA,AccLDAInd,AccLDAGen,AccLDAProp,AccLDALiu,tPropL,tIndL,tGenL,wMeanLDA,AccQDAInd,AccQDAGen,tIndQ,tGenQ
0,29,"(1,)",1,2,"[0.5        0.69938456 0.8658673  0.94967778 1.         0.95242915
 1.        ]",0.9924712968191229,0.38895162808206285,0.9889892715979672,0.9101261057782797,14.308874607086182,0.006063938140869141,1.416515827178955,0.8524798273036841,0.8591191417278374,0.36382458121588557,0.02360677719116211,0.4743509292602539
1,29,"(2,)",1,2,"[0.5        0.66813734 0.81355264 0.93272208 1.         0.84363981
 0.99190283]",0.9878599661208357,0.3841520798042537,0.9914361001317523,0.9286655373611895,14.365253210067749,0.00487828254699707,1.3203222751617432,0.8214220996415422,0.7981366459627329,0.35742518351214003,0.023532629013061523,0.45049238204956055
2,29,"(3,)",1,2,"[0.5        0.58525433 0.79609921 0.9586117  1.         0.78740813
 0.97276408]",0.9986824769433466,0.3966685488424619,0.9996235648409562,0.9778844344061736,14.340866088867188,0.025143861770629883,1.2604596614837646,0.8000196359193573,0.9341238471673254,0.46226237530585357,0.003525257110595703,0.4428846836090088
3,29,"(4,)",1,2,"[0.5        0.57761848 0.83151297 0.91569099 1.         0.72989973
 0.98684211]",0.9930359495576887,0.38283455674760025,0.9957651044607566,0.9809900244682853,14.336518049240112,0.004812955856323242,1.265596866607666,0.7916520398084215,0.9500282326369283,0.40344438170525126,0.023537158966064453,0.45249390602111816
4,29,"(1, 2)",2,2,"[0.5        0.71513506 0.83480785 0.94807966 1.         0.96052632
 0.99190283]",0.9968944099378882,0.4445699228307924,0.9950122341426689,0.9265951439864484,14.265839099884033,0.02889728546142578,1.3242905139923096,0.8500645306259287,0.860248447204969,0.4225484660267269,0.024778127670288086,0.4465210437774658
5,29,"(1, 3)",2,2,"[0.5        0.7563539  0.78710333 0.93272208 1.         0.8730159
 0.9833795 ]",0.9972708450969321,0.45689817428947865,0.9975531714662149,0.9622623753058536,14.365707397460938,0.02877664566040039,1.2575185298919678,0.8332249593796426,0.9185017880670054,0.536325992847732,0.0047953128814697266,0.450897216796875
6,29,"(1, 4)",2,2,"[0.5        0.69460985 0.84246104 0.95397714 1.         0.8487027
 1.        ]",0.9981178242047807,0.44729907773386035,0.9982119329945417,0.969038208168643,14.299856424331665,0.02896595001220703,1.2856178283691406,0.8342501035936413,0.9400527009222661,0.48306041784302656,0.004727363586425781,0.4474945068359375
7,29,"(2, 3)",2,2,"[0.5        0.65814227 0.7627617  0.94766522 1.         0.79076058
 0.99190283]",0.9994353472614342,0.4505928853754941,0.9986824769433466,0.9652738565782044,9.60727572441101,0.008626461029052734,0.8043498992919922,0.8073189409924212,0.924995294560512,0.5372670807453416,0.024790525436401367,0.29164934158325195
8,29,"(2, 4)",2,2,"[0.5        0.62016875 0.79650558 0.96307301 1.         0.6728033
 0.99190283]",0.9968944099378882,0.43854696028609075,0.9986824769433466,0.9830604178430266,9.463632106781006,0.008701801300048828,0.8103065490722656,0.7920647823963364,0.9189723320158103,0.4795783926218709,0.004683256149291992,0.2821946144104004
9,29,"(3, 4)",2,2,"[0.5        0.60701086 0.78586838 0.93878151 1.         0.74904495
 1.        ]",0.9996235648409562,0.4523809523809524,0.9992471296819123,0.9848484848484849,9.441559314727783,0.028660297393798828,0.8309543132781982,0.7972436709869402,0.9531338226990401,0.5667231319405233,0.004745960235595703,0.28688812255859375
10,29,"(1, 2, 3)",3,2,"[0.5        0.70685257 0.78230906 0.95903787 1.         0.88601634
 0.99190283]",0.9984001505740636,0.4952945605119518,0.9979296066252588,0.9553924336533032,9.447446584701538,0.03393054008483887,0.8913390636444092,0.8323026669963998,0.9154903067946546,0.6014492753623188,0.00603485107421875,0.29154491424560547
11,29,"(1, 2, 4)",3,2,"[0.5        0.66739483 0.80769954 0.96713503 1.         0.859592
 0.99190283]",0.9989648033126294,0.49209486166007904,0.9989648033126294,0.9710144927536232,4.654706239700317,0.01266789436340332,0.41545915603637695,0.8276748895535451,0.9361001317523057,0.564652738565782,0.0059468746185302734,0.15154409408569336
12,29,"(1, 3, 4)",3,2,"[0.5        0.70504133 0.81504635 0.9509407  1.         0.82980292
 1.        ]",0.9989648033126294,0.49962356484095616,0.9984942593638246,0.9760963674007153,4.663453817367554,0.01278066635131836,0.40319204330444336,0.8286901863917159,0.945605119518163,0.6249764728025597,0.0059719085693359375,0.14249157905578613
13,29,"(2, 3, 4)",3,2,"[0.5        0.61801755 0.74699908 0.96934644 1.         0.72417258
 0.99190283]",0.9991530208921513,0.4936947110860154,0.9991530208921513,0.9842838321099191,4.670063018798828,0.012598037719726562,0.4002866744995117,0.792919783949115,0.9362883493318276,0.629399585921325,0.005834817886352539,0.15013813972473145
14,29,"(1, 2, 3, 4)",4,2,"[0.5        0.68758478 0.81021799 0.94587997 1.         0.82322781
 0.99190283]",0.9992471296819123,0.5269151138716356,0.9990589121023904,0.9769433465085638,4.674659013748169,0.016720294952392578,0.4156630039215088,0.8226876267039469,0.9453227931488801,0.6753246753246753,0.006958723068237305,0.15260648727416992
