,person,subset,# shots,Feature Set,wTargetMeanLDA,wTargetCovLDA,wTargetMeanQDA,wTargetCovQDA,AccLDAInd,AccLDAMulti,AccLDAProp,tCLPropL,AccLDALiu,AccLDAPropQ,AccClLDAInd,AccClLDAProp,AccClLDAPropQ,AccClLDALiu,tPropL,tIndL,tGenL,wTargetMeanLDAm,wTargetCovLDAm,AccQDAInd,AccQDAMulti,AccQDAProp,tCLPropQ,AccQDALiu,AccQDAPropL,AccClQDAInd,AccClQDAProp,AccClQDAPropL,AccClQDALiu,tPropQ,tIndQ,tGenQ,wTargetMeanQDAm,wTargetCovQDAm,AccSVMInd,AccKNNInd,AccClSVMInd,AccClKNNInd
0,43,"(1,)",1,3,[0.70310896 0.66116294 0.5969267  0.62284388 0.58375842],[0.50392884 0.51751009 0.52122772 0.53378626 0.5       ],[0.68058862 0.85354908 0.5        1.         0.60621853],[0.5        0.50278693 0.5        0.5        0.23476376],0.7054180121994976,0.6851453175457481,0.751345532831001,0.001082246689373847,0.7558306422676714,0.7538571941155364,0.96,0.968,0.968,0.976,13.641756534576416,0.0028204917907714844,3.8991525173187256,0.633560179763128,0.5152905808169004,0.6056691783279512,0.5814495873699318,0.7500897021887334,0.0019268459173612455,0.7680301399354145,0.7685683530678149,0.296,0.968,0.968,0.968,40.967225790023804,0.0026369094848632812,2.053447723388672,0.72807124622192,0.44751013779606613,0.7335844994617868,0.7543954072479369,0.936,0.96
1,43,"(1, 2)",2,3,[0.76410437 0.82324267 0.75177569 0.73560603 0.68313197],[0.56342499 0.61433134 0.58358287 0.59800903 0.55951758],[0.74192249 0.62424184 0.66231902 0.65394349 0.67441393],[0.55951758 0.56371652 0.56035784 0.56142452 0.55951758],0.763724434876211,0.6856835306781486,0.7698241837100825,0.0009035347694558484,0.7665949049156799,0.7714388231072838,0.96,0.968,0.968,0.968,27.426750898361206,0.0022094249725341797,3.8318982124328613,0.7515721466090681,0.583773161354914,0.7328668819519196,0.5818083961248655,0.77502691065662,0.001267632661346556,0.763724434876211,0.7766415500538213,0.912,0.944,0.944,0.952,38.552258014678955,0.0021352767944335938,1.868462324142456,0.6713681549575388,0.560906807210654,0.7526013634732688,0.7538571941155364,0.944,0.944
2,43,"(1, 2, 3)",3,3,[0.82920701 0.83066597 0.73121894 0.76907302 0.70374589],[0.63276748 0.65168817 0.64411918 0.6336477  0.64250639],[0.72346638 0.64524273 0.68818608 0.68603914 0.69742096],[0.60239542 0.6064117  0.60901173 0.60545052 0.60290975],0.7988876928597057,0.6864011481880158,0.8015787585217079,0.000903168971879875,0.796734840330104,0.8030139935414424,0.984,0.992,0.984,0.992,24.70133328437805,0.022971153259277344,3.847529888153076,0.7727821634311846,0.6409457851593319,0.8010405453893075,0.5816289917473987,0.8141370649443846,0.0012705692220084932,0.7990670972371726,0.8161105130965196,0.976,0.976,0.984,0.968,34.767526626586914,0.0024347305297851562,1.8073129653930664,0.6880710611010411,0.6052358239803259,0.7981700753498385,0.7857911733046287,0.984,0.96
3,43,"(1, 2, 3, 4)",4,3,[0.95293495 0.91979872 0.80519742 0.79646219 0.85650488],[0.66248449 0.65045408 0.6898033  0.65197888 0.63711668],[0.73889215 0.68859995 0.71682686 0.71300272 0.74002493],[0.64113976 0.64348353 0.65039555 0.64783148 0.64014589],0.8116254036598493,0.687118765697883,0.8031933979189092,0.0009065537543377228,0.789199856476498,0.8021169716541083,1.0,0.984,0.984,0.984,27.08438014984131,0.003824949264526367,3.8069798946380615,0.8661796317041501,0.6583674865029782,0.8184427700035881,0.5825260136347327,0.8320775026910656,0.0012721238189330442,0.8066020810907786,0.8379978471474704,0.976,1.0,1.0,0.984,38.27709937095642,0.022911787033081055,1.886702537536621,0.7194693203419719,0.6445992420427341,0.8263365626121277,0.8067814854682455,0.992,0.984
4,43,"(1, 2, 3, 4, 5)",5,3,[0.93322613 0.93502142 0.78197855 0.83777468 0.87374934],[0.70409496 0.69775371 0.69773949 0.69415121 0.68037017],[0.83656859 0.74292884 0.73089207 0.7686569  0.74409958],[0.6890192  0.68678928 0.67368993 0.67918073 0.67066111],0.8222102619303912,0.6881951919626839,0.8082167204879799,0.0009051177678760081,0.7961966271977037,0.807140294223179,0.984,0.984,0.984,0.984,27.735832691192627,0.004498004913330078,3.819357395172119,0.8723500231602582,0.6948219101008624,0.8292070326515967,0.5828848223896663,0.8379978471474704,0.001272035705859318,0.8105489773950484,0.8414065303193398,0.984,1.0,1.0,0.992,39.33208632469177,0.02303624153137207,1.917848825454712,0.7646291969688553,0.679868050928289,0.824183710082526,0.8040904198062433,0.992,0.976
5,43,"(1, 2, 3, 4, 5, 6)",6,3,[0.95314759 0.92708004 0.82439189 0.83135607 0.86675813],[0.71940932 0.71975754 0.72487019 0.70631358 0.71878273],[0.83425208 0.74054823 0.77156044 0.7642919  0.75849288],[0.7081875  0.70478542 0.70484541 0.70215272 0.69788569],0.8281306063867958,0.6887334050950843,0.8107283817725153,0.000909370464110058,0.7918909221385002,0.8089343379978472,0.984,0.984,0.984,0.984,27.79785418510437,0.0051648616790771484,4.0102925300598145,0.8805467443649364,0.7178266712786698,0.8250807319698601,0.5832436311446,0.8396124865446717,0.0012738542142716797,0.8107283817725153,0.8410477215644062,0.984,1.0,1.0,0.992,39.39032244682312,0.003136873245239258,1.91306471824646,0.773829105544728,0.7035713484919461,0.8245425188374597,0.8035522066738429,0.984,0.976
6,43,"(1, 2, 3, 4, 5, 6, 7)",7,3,[0.95036813 0.90468912 0.83099483 0.88159311 0.87152413],[0.71456434 0.72134899 0.73289451 0.70949006 0.71803619],[0.86061432 0.7770264  0.78831052 0.79865498 0.75084514],[0.73198765 0.72975453 0.72363329 0.73989948 0.72130038],0.8259777538571941,0.689092213850018,0.8096519555077144,0.000904683019681177,0.7926085396483674,0.8087549336203803,0.984,0.984,0.984,0.984,27.723700523376465,0.0056345462799072266,3.7217438220977783,0.8878338623091476,0.7192668166469941,0.843200574094008,0.5839612486544672,0.8417653390742734,0.0012780810326369894,0.8083961248654468,0.8410477215644062,0.992,1.0,0.992,0.984,39.409322023391724,0.023406982421875,1.8675248622894287,0.7950902712793267,0.7293150663810944,0.8367420165052027,0.8256189451022605,0.992,0.992
7,43,"(1, 2, 3, 4, 5, 6, 7, 8)",8,3,[0.93310419 0.93484698 0.81471715 0.88488171 0.89661687],[0.75406845 0.75969006 0.7526451  0.74779174 0.74458852],[0.86085036 0.7907004  0.79151317 0.81808427 0.79257113],[0.76383498 0.75577357 0.74196595 0.75003015 0.74011329],0.8329745245783997,0.6892716182274847,0.8177251524937208,0.0008988562218810137,0.7935055615357015,0.8168281306063868,0.984,0.984,0.984,0.984,27.784106254577637,0.006381034851074219,4.005238056182861,0.8928333799214518,0.7517567757173366,0.8428417653390743,0.584140653031934,0.8494797273053463,0.0012811533986431406,0.809113742375314,0.8527090060997489,0.992,1.0,1.0,0.984,39.530807971954346,0.023795604705810547,2.0736076831817627,0.8107438652646021,0.750343588526479,0.8457122353785432,0.8225690706853247,0.992,0.992
8,43,"(1, 2, 3, 4, 5, 6, 7, 8, 9)",9,3,[0.95161481 0.95156289 0.85117656 0.90834168 0.89042401],[0.77398728 0.78628881 0.78036321 0.76030543 0.78688994],[0.86811331 0.82118532 0.81808138 0.84199278 0.80234222],[0.78209801 0.78716724 0.77333689 0.77311412 0.77650061],0.8336921420882669,0.6896304269824184,0.8218514531754575,0.0009062244851913425,0.7974524578399713,0.8205956225331899,0.984,0.984,0.984,0.984,13.097110509872437,0.027135610580444336,3.780022382736206,0.9106239882106129,0.7775669337346368,0.8571941155364191,0.5846788661643344,0.8527090060997489,0.001277723789728368,0.8082167204879799,0.855400071761751,0.992,1.0,1.0,0.984,29.775519132614136,0.0037679672241210938,2.0736114978790283,0.8303430036777272,0.7784433729637801,0.8424829565841406,0.8256189451022605,0.984,1.0
9,43,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10)",10,3,[0.96001455 0.95110534 0.85108852 0.91688095 0.92163067],[0.78059904 0.79664596 0.80359746 0.79678416 0.80558359],[0.88456341 0.83319461 0.85268632 0.84994726 0.83210508],[0.79458754 0.79441976 0.80314492 0.79548341 0.79108979],0.8378184427700036,0.6898098313598852,0.8240043057050592,0.0009052642665544119,0.7983494797273053,0.8245425188374597,0.984,0.984,0.984,0.984,26.963682889938354,0.007593870162963867,3.9431278705596924,0.9201440058872276,0.7966420435570333,0.8597057768209544,0.5850376749192681,0.8575529242913527,0.0012814294577585912,0.8110871905274488,0.8597057768209544,1.0,1.0,0.992,0.984,38.381760597229004,0.003889322280883789,2.2007651329040527,0.8504993355095263,0.79574508439536,0.85827054180122,0.8288482238966631,0.992,1.0
