,person,subset,# shots,Feature Set,wLDA,wQDA,AccLDAInd,AccLDAGen,AccLDAProp,AccLDALiu,AccLDAPropQ,tPropL,tIndL,tGenL,wMeanLDA,AccQDAInd,AccQDAGen,AccQDAProp,AccQDALiu,AccQDAPropL,tPropQ,tIndQ,tGenQ,wMeanQDA
0,2,"(1,)",1,1,"[0.8714443  0.84021203 0.81265861 0.94074074 0.91496414 0.84893681
 0.88518519 1.         1.         0.94169036 0.94142685 1.
 0.85082603 0.92076503 0.70952555 0.83245325 0.72559736 0.49762487]","[0.79786134 0.93939394 0.83150397 0.90630435 0.82196757 0.52949417
 0.73315697 1.         0.89911939 0.82779787 0.96105384 0.96415771
 0.69183536 0.78518519 0.70861978 0.80430664 0.76528708 0.74986914]",0.5871395167575993,0.3520654715510522,0.5932190179267343,0.5449727201870616,0.5901792673421667,25.874871492385864,0.0033135414123535156,0.13746428489685059,0.8630028386454781,0.4837100545596259,0.40413094310210446,0.562431800467654,0.5565861262665628,0.5657833203429462,48.04594326019287,0.0023071765899658203,0.036237239837646484,0.8176063498136242
1,2,"(2,)",1,1,"[0.87275253 0.88568758 0.90375666 0.94219047 0.93900116 0.97619048
 0.92141191 1.         0.95595674 1.         0.95833333 1.
 0.80982068 0.82547185 0.82075207 0.76397801 0.68079644 0.49282619]","[0.72357733 0.9382716  0.72943787 0.75787654 0.97530864 0.56378361
 0.90383366 1.         0.92407407 0.86227661 0.88218544 1.
 0.64253244 0.75079857 0.73136752 0.84191457 0.66886826 0.6260613 ]",0.6009389671361502,0.35938209904588825,0.6163864909889444,0.581856731788581,0.6183552930486143,38.8683500289917,0.002790212631225586,0.26862287521362305,0.8749403383434987,0.5786763592306527,0.4116310767832803,0.6553839164016356,0.6338785400575496,0.646902922913827,93.7174928188324,0.0022153854370117188,0.07636070251464844,0.8067871127704842
2,2,"(3,)",1,1,"[0.90406915 0.96388889 0.93078559 0.93387534 0.92376136 0.94871795
 0.95555556 0.96542273 0.9437037  1.         1.         0.87444343
 0.69358715 0.73444135 0.85385878 0.75449696 1.         0.90689471]","[0.78048332 0.81374695 0.75902525 0.84744185 0.84571725 0.55135157
 0.93333333 0.97632058 1.         0.86773504 0.97777778 0.91111111
 0.6070331  0.69083477 0.73485403 0.56963405 0.97132616 0.66112426]",0.5710315009264978,0.36704756022235946,0.512816553428042,0.5465565163681285,0.509882643607165,55.78180813789368,0.0036573410034179688,0.13815021514892578,0.9048612584979456,0.5837708462013589,0.426266213712168,0.5902563310685608,0.6144996911673872,0.6134187770228536,63.3360390663147,0.002367734909057617,0.0364530086517334,0.8054916908940146
3,2,"(4,)",1,1,"[0.93804901 0.92507148 0.87053872 0.94444444 0.87723538 0.79192477
 1.         1.         1.         0.97376543 0.9709596  0.878467
 0.92181325 0.70448034 0.77686478 0.93636513 0.68606188 0.49326545]","[0.81214631 0.86655591 0.79374733 0.81796731 0.82406236 0.56973088
 0.97491039 0.97777778 0.96296296 0.81024875 0.89245014 0.91284537
 0.58614254 0.69817827 0.74752347 0.81542837 0.66687888 0.68761576]",0.5792316000617189,0.3586637864527079,0.6005246103996297,0.5602530473692331,0.5967443295787687,43.63922381401062,0.0031843185424804688,0.13043642044067383,0.8716281468222269,0.5614874247801265,0.41961117111556856,0.6705755284678291,0.60978244098133,0.6327727202592193,60.771809816360474,0.0022890567779541016,0.03625011444091797,0.8009540431920481
4,2,"(1, 2)",2,1,"[0.85919914 0.78197617 0.87332112 0.9307707  0.88316605 0.87843137
 0.91657706 1.         0.93311547 0.96047431 0.89830526 1.
 0.82671842 0.83355599 0.93325629 0.73662638 0.70458773 0.49158769]","[0.8263451  0.95476171 0.87232574 0.90997942 0.92255892 0.55410932
 0.89376014 1.         0.96168582 0.8462585  0.94752786 1.
 0.67233312 0.83386534 0.86984798 0.93043194 0.83005315 0.70079277]",0.5934171384703963,0.35735534017848575,0.6166394779771615,0.5569523078399385,0.6067555896746953,26.670379638671875,0.004930257797241211,0.13039064407348633,0.8578705077711438,0.6073313501583342,0.4097495441896171,0.6570386719124844,0.6130889549947222,0.6447557815948566,49.73102140426636,0.0029249191284179688,0.03661823272705078,0.8625909356934731
5,2,"(1, 3)",2,1,"[0.85529945 0.86751008 0.87112185 0.93914419 0.94684212 0.8179216
 0.93614304 1.         1.         0.95288912 0.97142857 0.81242533
 0.75202037 0.80388788 0.81289408 0.77551451 0.55555556 0.57418888]","[0.82245243 1.         0.90264268 0.95396825 0.97530864 0.61268939
 0.90531656 1.         1.         0.75948068 0.97749648 0.90683738
 0.62910909 0.83764105 0.77685743 0.82277143 0.87158067 0.70556996]",0.6199468869873119,0.3678567915806039,0.6527982689092161,0.5967345332939904,0.6378479394118226,26.082350492477417,0.005016326904296875,0.14075946807861328,0.8469325895214553,0.6687321727156487,0.4313956919445264,0.7023704140847841,0.651913052031081,0.7082718599390184,48.62343120574951,0.0028791427612304688,0.03987383842468262,0.8588734516973102
6,2,"(1, 4)",2,1,"[0.82562355 0.84138234 0.85935162 0.94689944 0.89258561 0.70083542
 0.89656204 1.         0.98028674 0.95657727 0.91057004 0.80062454
 0.89351136 0.76854074 0.71225921 0.88225272 0.73785943 0.49421477]","[0.77752072 0.95959596 0.86585374 0.98088411 0.93703704 0.6189104
 1.         1.         1.         0.80161031 0.97530864 1.
 0.72217784 0.78686129 0.81671457 0.9706499  0.85002249 0.70425904]",0.6037142576397759,0.35855360125773805,0.6284759752382824,0.5821951459172644,0.6167829419278766,26.152169704437256,0.0050506591796875,0.13649201393127441,0.8388853795801305,0.6508794340178835,0.4221283285840621,0.6910680947233959,0.6428220497199567,0.6961776554976908,48.68876004219055,0.0028672218322753906,0.03691434860229492,0.8759670025109887
7,2,"(2, 3)",2,1,"[0.88333333 0.92376696 0.95081967 0.95555556 0.83367942 0.97274633
 0.95599843 0.96536797 1.         1.         1.         0.90595586
 0.7770259  0.73081434 0.91523658 0.76970699 0.11111111 0.60116488]","[0.86015387 0.92011785 0.81989802 1.         1.         0.60504807
 0.97530864 0.97844113 0.97108067 0.92473118 0.91111111 0.9668616
 0.6342125  0.81188379 0.84186692 0.79525684 0.86481371 0.72363619]",0.5942331404723513,0.3751304182870151,0.6155743147111827,0.5784880963672578,0.6187992032628284,25.911962032318115,0.0047643184661865234,0.1407468318939209,0.8473490734768767,0.6480128995542066,0.43905909134022575,0.7006544626766575,0.661576401403775,0.7040690505548706,48.31826996803284,0.002776622772216797,0.039630889892578125,0.8669123383780397
8,2,"(2, 4)",2,1,"[0.92894936 0.88962641 0.87742485 0.95873016 0.89607388 0.88972431
 0.95388937 1.         1.         1.         0.84592258 0.96803653
 0.86188321 0.7336411  0.93627637 0.88662281 0.63568692 0.49719948]","[0.81771571 0.97652582 0.86507937 0.93254954 0.95305164 0.63250235
 1.         1.         1.         0.90124342 0.85469795 1.
 0.70402267 0.84931648 0.89601901 0.92292613 0.74381184 0.68120824]",0.5928172083767649,0.3660570453899365,0.6171704728513219,0.5734862124514356,0.6104425281910357,25.948750257492065,0.004763364791870117,0.13591670989990234,0.8755381854137145,0.6476831232824789,0.4338102909125367,0.7063394295461006,0.6357433905050697,0.705581351274519,48.339351654052734,0.002828359603881836,0.03665494918823242,0.8739261211202015
9,2,"(3, 4)",2,1,"[0.90992821 0.93134091 0.90171048 0.93724747 0.86371101 0.82926409
 0.93611111 0.98526077 0.96296296 1.         0.96825397 0.8729598
 0.87518038 0.75145971 0.80202616 0.93266122 0.37064519 0.62242587]","[0.88686406 0.93482982 0.85408425 0.97712418 0.97491039 0.58843246
 0.97435897 1.         1.         1.         0.89656692 0.92400525
 0.62779715 0.75403355 0.91452991 0.7864634  0.75907524 0.71504078]",0.5942324497524032,0.3762501213710069,0.6078260025245169,0.5593746965724827,0.6200602000194194,26.416268348693848,0.004919767379760742,0.12980127334594727,0.858508294577661,0.6309350422371104,0.45305369453344985,0.6941450626274396,0.6474414991746772,0.683658607631809,49.19371724128723,0.0028676986694335938,0.03676486015319824,0.8648953523490488
