,person,subset,# shots,Feature Set,wTargetMeanLDA,wTargetCovLDA,wTargetMeanQDA,wTargetCovQDA,AccLDAInd,AccLDAMulti,AccLDAProp,tCLPropL,AccLDALiu,AccLDAPropQ,AccClLDAInd,AccClLDAProp,AccClLDAPropQ,AccClLDALiu,tPropL,tIndL,tGenL,wTargetMeanLDAm,wTargetCovLDAm,AccQDAInd,AccQDAMulti,AccQDAProp,tCLPropQ,AccQDALiu,AccQDAPropL,AccClQDAInd,AccClQDAProp,AccClQDAPropL,AccClQDALiu,tPropQ,tIndQ,tGenQ,wTargetMeanQDAm,wTargetCovQDAm,AccSVMInd,AccKNNInd,AccClSVMInd,AccClKNNInd
0,52,"(1,)",1,1,[0.82037262 1.         0.8272126  0.79669663 0.71015928],[0.70455984 0.60745274 0.74229428 0.56721564 0.54380847],[0.60226783 0.84946446 0.80828631 0.70236205 0.81982352],[0.54568931 0.55307419 0.58055841 0.62432576 0.64228034],0.5106904231625835,0.5278396436525612,0.5435412026726057,0.0008370707454553956,0.6052338530066815,0.557238307349666,0.648,0.64,0.68,0.768,16.981412649154663,0.03693056106567383,1.3617799282073975,0.8308882258175057,0.6330661956873191,0.5423162583518931,0.48942093541202675,0.6305122494432072,0.0007244655974458214,0.6468819599109131,0.560467706013363,0.6,0.824,0.72,0.84,25.950700044631958,0.0012843608856201172,0.46677517890930176,0.7564408337194217,0.5891856005237338,0.6272828507795101,0.6971046770601337,0.808,0.896
1,52,"(1, 2)",2,1,[0.95200026 0.83840376 0.8726266  0.78060955 0.72386881],[0.58329872 0.69030414 0.74722812 0.54520051 0.53866416],[0.66578436 0.91304659 0.79694914 0.72746921 0.77585312],[0.68557822 0.70311952 0.83542041 0.69803981 0.68111015],0.5897550111358575,0.5290645879732739,0.6193763919821826,0.0006220527640429796,0.5984409799554565,0.6194877505567928,0.816,0.776,0.776,0.752,18.485267162322998,0.0015413761138916016,0.7730224132537842,0.8335017952363941,0.6209391327157731,0.6744988864142539,0.49097995545657014,0.6948775055679287,0.0009491997731555013,0.6780623608017817,0.6907572383073497,0.832,0.92,0.904,0.848,28.100893259048462,0.0008821487426757812,0.23844265937805176,0.7758204834852989,0.7206536231315951,0.7324053452115813,0.7508908685968819,0.888,0.952
2,52,"(1, 2, 3)",3,1,[0.88274788 0.8601588  0.87985143 0.850705   0.75805867],[0.70903872 0.74829308 0.71537309 0.61849958 0.66053939],[0.65134999 0.951771   0.80192907 0.74838746 0.82738699],[0.71802226 0.76072216 0.83594787 0.79266879 0.76609246],0.5959910913140312,0.5297327394209355,0.6631403118040089,0.0006238750731759189,0.6028953229398664,0.6226057906458797,0.848,0.832,0.776,0.768,18.922580242156982,0.0016968250274658203,0.8003344535827637,0.8463043565513537,0.6903487726273179,0.6687082405345212,0.494543429844098,0.6997772828507796,0.0004716218447101143,0.6763919821826281,0.700445434298441,0.864,0.92,0.904,0.872,28.700875282287598,0.0009684562683105469,0.24179768562316895,0.7961649019306236,0.7746907067543306,0.7315144766146994,0.7546770601336303,0.896,0.952
3,52,"(1, 2, 3, 4)",4,1,[0.92538382 0.9510416  0.83004989 0.79195052 0.79423606],[0.52051372 0.77112467 0.71984859 0.61147625 0.62627182],[0.72806473 0.96348758 0.88945433 0.75805442 0.90281299],[0.7682022  0.78466077 0.86279307 0.76952272 0.92464494],0.60913140311804,0.5305122494432071,0.6691536748329622,0.00030535786082856107,0.6233853006681515,0.6775055679287305,0.872,0.848,0.872,0.816,9.219470977783203,0.001986980438232422,0.3915700912475586,0.8585323771509124,0.6498470106252693,0.6861915367483297,0.49665924276169265,0.6531180400890868,0.0004705662451236444,0.6461024498886414,0.694543429844098,0.872,0.88,0.896,0.84,13.9559907913208,0.0009877681732177734,0.11780357360839844,0.8483748091578288,0.8219647385898956,0.7805122494432071,0.7585746102449888,0.92,0.936
4,52,"(1, 2, 3, 4, 5)",5,1,[0.83979087 0.95348119 0.90515591 0.89035123 0.85127795],[0.72260611 0.81175856 0.73490278 0.7126467  0.71599011],[0.70217321 1.         0.81223218 0.73428556 0.87227226],[0.75872524 0.86839674 0.87535409 0.81567409 0.87897195],0.6316258351893096,0.5314031180400891,0.6860801781737194,0.0003070572702284645,0.6142538975501114,0.6418708240534521,0.88,0.896,0.848,0.792,9.264614820480347,0.002383708953857422,0.3957407474517822,0.8880114302959896,0.739580850669687,0.7183741648106904,0.5015590200445434,0.705902004454343,0.00047032073770705737,0.6556792873051225,0.7013363028953229,0.92,0.92,0.904,0.864,14.043442726135254,0.0011162757873535156,0.11908650398254395,0.8241926412232756,0.8394244230712008,0.7957683741648107,0.7610244988864142,0.928,0.928
5,52,"(1, 2, 3, 4, 5, 6)",6,1,[0.85954688 0.94207898 0.81764749 0.89234646 0.89847286],[0.71884118 0.83340329 0.70969064 0.69554019 0.70705103],[0.72528862 0.96318444 0.75680493 0.74396122 0.8726193 ],[0.77501897 0.85856433 0.81926343 0.83682106 0.86378627],0.6427616926503341,0.5319599109131403,0.6789532293986636,0.0003060689747731776,0.6488864142538976,0.6785077951002227,0.888,0.88,0.88,0.832,9.334916114807129,0.0026395320892333984,0.38678574562072754,0.8820185319393345,0.7329052665987923,0.7216035634743875,0.5051224944320712,0.6981069042316258,0.000469369718385964,0.6628062360801782,0.7023385300668151,0.896,0.904,0.904,0.856,14.13473105430603,0.001186370849609375,0.11760640144348145,0.8123717027798808,0.830690812471806,0.8001113585746102,0.7801781737193764,0.944,0.936
6,52,"(1, 2, 3, 4, 5, 6, 7)",7,1,[0.91518934 0.94623507 0.92785497 0.89162958 0.90165928],[0.72069073 0.79199131 0.72094867 0.71051114 0.71010487],[0.76372064 0.94256251 0.91952941 0.85564229 0.89899819],[0.79169284 0.88433204 0.94716573 0.88007598 0.84003045],0.6256124721603563,0.532293986636971,0.6785077951002227,0.0003058516103069076,0.6389755011135857,0.6841870824053452,0.896,0.88,0.888,0.816,9.130534172058105,0.002788066864013672,0.38443756103515625,0.9165136499071849,0.7308493427611535,0.7324053452115813,0.5067928730512249,0.7116926503340757,0.0004713304855244728,0.6697104677060134,0.7070155902004455,0.904,0.904,0.904,0.872,13.870599508285522,0.001215219497680664,0.1158907413482666,0.8760906084633824,0.868659407681676,0.8017817371937639,0.7830734966592428,0.952,0.944
7,52,"(1, 2, 3, 4, 5, 6, 7, 8)",8,1,[0.8968886  0.90879101 1.         0.93380838 0.89643696],[0.80775998 0.82972852 0.7690525  0.82120019 0.76939465],[0.73130126 0.96640954 0.8930816  0.84331583 0.92954708],[0.77313108 0.90259975 0.95643457 0.87294087 0.8953041 ],0.6128062360801781,0.5331848552338531,0.6856347438752785,0.0003062821177969,0.6361915367483296,0.6870824053452116,0.896,0.888,0.896,0.808,9.433891534805298,0.0030868053436279297,0.38759851455688477,0.927184990343853,0.7994271674871651,0.7314031180400891,0.5131403118040089,0.7071269487750557,0.0004714231714108473,0.6783964365256124,0.7142538975501114,0.904,0.904,0.904,0.872,14.298497200012207,0.0012934207916259766,0.11910271644592285,0.8727310626668776,0.880082075567582,0.8031180400890868,0.7880846325167038,0.944,0.944
8,52,"(1, 2, 3, 4, 5, 6, 7, 8, 9)",9,1,[0.8894369  0.94606429 0.94865006 0.874656   0.87877473],[0.71170379 0.85726039 0.78889401 0.79024631 0.77911368],[0.79818061 0.95251728 0.88877925 0.84125753 0.90158887],[0.83351933 0.90521874 0.92105529 0.90306512 0.9117193 ],0.6257238307349666,0.5344097995545657,0.6762806236080178,0.0006237942020186868,0.6475501113585747,0.6844097995545657,0.912,0.888,0.88,0.824,19.192749500274658,0.003317117691040039,0.7971642017364502,0.9075163977270879,0.7854436371630713,0.7276169265033408,0.5135857461024499,0.7101336302895322,0.0009542007488768987,0.6763919821826281,0.7116926503340757,0.904,0.904,0.904,0.872,29.12639021873474,0.0013778209686279297,0.23827362060546875,0.8764647075223045,0.8949155582238643,0.810022271714922,0.7920935412026726,0.944,0.96
9,52,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10)",10,1,[0.94712067 0.95175843 0.90797145 0.93367098 0.93262247],[0.82387451 0.9163048  0.79511306 0.79728589 0.79665405],[0.84622281 0.95734765 0.85514212 0.8591699  0.90934037],[0.8554068  0.93458308 0.91373954 0.93655753 0.89383257],0.6185968819599109,0.5342984409799555,0.6819599109131403,0.0006234818949200263,0.6336302895322939,0.6815144766146993,0.904,0.896,0.88,0.824,18.949033737182617,0.003592252731323242,0.7844767570495605,0.9346287992788198,0.8258464648214353,0.734521158129176,0.5157015590200446,0.7194877505567929,0.0009556219413179597,0.6748329621380846,0.7209354120267261,0.896,0.896,0.896,0.872,28.611719608306885,0.0014636516571044922,0.24085760116577148,0.8854445706547741,0.9068239024112283,0.8129175946547884,0.7869710467706014,0.944,0.96
