,person,subset,# shots,Feature Set,wLDA,AccLDAInd,AccLDAGen,AccLDAProp,AccLDALiu,tPropL,tIndL,tGenL,wMeanLDA,AccQDAInd,AccQDAGen,tIndQ,tGenQ
0,55,"(1,)",1,1,[0.75002418 0.92431491 0.83325993 0.82502328 0.68118925],0.6018666666666667,0.6837333333333333,0.6557333333333333,0.7181333333333333,29.59852147102356,0.09650325775146484,2.1042802333831787,0.8027623114276694,0.6778666666666666,0.6594666666666666,0.0009307861328125,0.2707536220550537
1,55,"(2,)",1,1,[0.99222906 0.96677975 0.77387302 0.86182849 0.76918048],0.5218666666666667,0.6837333333333333,0.5874666666666667,0.7581333333333333,24.548989057540894,0.0016875267028808594,1.1071925163269043,0.8727781604668746,0.5277333333333334,0.66,0.040827035903930664,0.3448367118835449
2,55,"(3,)",1,1,[0.73821851 0.88737997 0.79556557 0.95360606 0.90629558],0.6789333333333334,0.6834666666666667,0.7082666666666667,0.7333333333333333,32.03019142150879,0.0015506744384765625,2.519653558731079,0.8562131386555373,0.6258666666666667,0.66,0.0007519721984863281,0.7398037910461426
3,55,"(4,)",1,1,[0.7436962  0.93868783 0.75003082 0.91711538 0.92442081],0.5448,0.6837333333333333,0.6730666666666667,0.7618666666666667,39.36137676239014,0.0015938282012939453,2.017153024673462,0.8547902089410045,0.6744,0.6602666666666667,0.0007717609405517578,0.6142270565032959
4,55,"(5,)",1,1,[0.83261251 0.95258674 0.83091964 0.90850574 0.82750251],0.5837333333333333,0.6834666666666667,0.6576,0.7213333333333334,14.318281888961792,0.0013973712921142578,1.268317461013794,0.8704254283562552,0.68,0.6594666666666666,0.05093646049499512,0.44344019889831543
5,55,"(6,)",1,1,[0.81242828 1.         0.90928432 0.8633282  0.96162733],0.5141333333333333,0.6834666666666667,0.6,0.7138666666666666,27.772477865219116,0.0009555816650390625,1.4691226482391357,0.9093336272661664,0.5970666666666666,0.6594666666666666,0.0006883144378662109,0.4819490909576416
6,55,"(7,)",1,1,[0.74385521 0.93594671 0.81300094 0.91862089 0.85047568],0.6928,0.6834666666666667,0.7573333333333333,0.7434666666666667,27.675581455230713,0.0011322498321533203,1.1162388324737549,0.8523798866000546,0.7181333333333333,0.6605333333333333,0.0007033348083496094,0.30336499214172363
7,55,"(8,)",1,1,[0.68432842 0.98090628 0.78835339 0.88617343 0.71111642],0.6261333333333333,0.6834666666666667,0.7216,0.7362666666666666,16.650861978530884,0.0009012222290039062,0.836658239364624,0.8101755897938253,0.6456,0.66,0.0006725788116455078,0.24314260482788086
8,55,"(9,)",1,1,[0.76787345 0.90106591 0.74407079 0.72875917 0.85253243],0.6661333333333334,0.6834666666666667,0.7152,0.7072,16.622792959213257,0.0010921955108642578,0.7982563972473145,0.7988603483531166,0.7370666666666666,0.6597333333333333,0.0007033348083496094,0.23935961723327637
9,55,"(10,)",1,1,[0.75045946 0.90520853 0.70136234 0.81261604 0.74350867],0.7021333333333334,0.6832,0.6792,0.6778666666666666,16.67593264579773,0.0009708404541015625,0.8354744911193848,0.7826310090850727,0.7442666666666666,0.6597333333333333,0.0006804466247558594,0.24325990676879883
10,55,"(11,)",1,1,[0.76312918 0.9911038  0.83963349 0.90941592 0.89032866],0.516,0.6834666666666667,0.64,0.7218666666666667,16.231120347976685,0.001486063003540039,0.8405129909515381,0.8787222094667984,0.6973333333333334,0.6605333333333333,0.0007393360137939453,0.2416064739227295
11,55,"(12,)",1,1,[0.67021064 0.87043184 0.6641462  0.87160744 0.73626325],0.6146666666666667,0.6834666666666667,0.7053333333333334,0.7392,20.77594494819641,0.0009360313415527344,0.9993877410888672,0.7625318743587078,0.6925333333333333,0.66,0.0006773471832275391,0.30239367485046387
12,55,"(13,)",1,1,[0.85301893 0.86392717 0.67714477 0.91779427 0.8179339 ],0.6306666666666667,0.6834666666666667,0.6933333333333334,0.7328,18.1658775806427,0.03158450126647949,0.9204666614532471,0.8259638080335271,0.6504,0.66,0.0008175373077392578,0.24074649810791016
13,55,"(14,)",1,1,[0.71361848 0.94367727 0.85995585 0.94438579 0.867528  ],0.5586666666666666,0.6837333333333333,0.7282666666666666,0.7317333333333333,16.59049344062805,0.0009126663208007812,0.8040359020233154,0.8658330795666518,0.49546666666666667,0.6605333333333333,0.0006694793701171875,0.27282023429870605
14,55,"(15,)",1,1,[0.67324456 0.80329224 0.73171125 0.84727277 0.7103846 ],0.6298666666666667,0.6834666666666667,0.7312,0.7197333333333333,16.638583183288574,0.0008924007415771484,0.8750944137573242,0.7531810812111912,0.6821333333333334,0.6597333333333333,0.0006661415100097656,0.23987221717834473
15,55,"(16,)",1,1,[0.75807658 0.90295813 0.78417862 0.81114233 0.74375932],0.5864,0.6832,0.6944,0.7154666666666667,20.067901611328125,0.061090946197509766,1.337087631225586,0.8000229955503557,0.6616,0.6597333333333333,0.0007429122924804688,0.4323768615722656
16,55,"(17,)",1,1,[0.83748661 0.91349984 0.73883644 0.92617006 0.83890182],0.6861333333333334,0.6834666666666667,0.7432,0.7437333333333334,16.801827430725098,0.001360177993774414,1.0043072700500488,0.8509789547451876,0.7042666666666667,0.66,0.0007224082946777344,0.2992103099822998
17,55,"(18,)",1,1,[0.6723932  0.8639953  0.71491491 0.81728959 0.77690385],0.556,0.6834666666666667,0.7146666666666667,0.7328,20.747790813446045,0.0009374618530273438,1.047227144241333,0.7690993692273905,0.6837333333333333,0.6605333333333333,0.0006809234619140625,0.303891658782959
18,55,"(19,)",1,1,[0.79563956 0.99091728 0.84396443 0.85403321 0.72523891],0.5301333333333333,0.6834666666666667,0.6656,0.7432,18.935336589813232,0.0017344951629638672,1.2041447162628174,0.841958679374616,0.6722666666666667,0.6602666666666667,0.0007717609405517578,0.2914748191833496
19,55,"(20,)",1,1,[0.86352566 0.96694095 0.94896002 0.8524467  0.9541899 ],0.556,0.6832,0.6189333333333333,0.7181333333333333,24.83840823173523,0.04176759719848633,1.006932020187378,0.9172126454342355,0.6221333333333333,0.6597333333333333,0.0007941722869873047,0.34118127822875977
