,person,subset,# shots,Feature Set,wLDA,AccLDAInd,AccLDAGen,AccLDAProp,AccLDALiu,tPropL,tIndL,tGenL,wMeanLDA,AccQDAInd,AccQDAGen,tIndQ,tGenQ
0,54,"(1,)",1,3,[0.60866028 0.61253822 0.92089418 0.85902532 0.86834495],0.5646772886848501,0.5125573859033217,0.5749392384553065,0.6068052930056711,11.251164674758911,0.024248361587524414,1.2414507865905762,0.7738925884614117,0.3796921415068863,0.453416149068323,0.03204989433288574,0.41448354721069336
1,54,"(2,)",1,3,[0.99691834 1.         0.61676608 0.82414049 0.79562245],0.467998919794761,0.5120172832838239,0.5279503105590062,0.6205779098028625,11.85186243057251,0.0018954277038574219,4.1448445320129395,0.8466894697728681,0.3648393194706994,0.4528760464488253,0.0018689632415771484,1.5191683769226074
2,54,"(3,)",1,3,[0.59558198 0.63862723 0.69684814 0.8754345  0.77943952],0.5749392384553065,0.5130974885228193,0.6173372940858763,0.6319200648123143,24.54369831085205,0.0016551017761230469,4.628380298614502,0.7171862741457693,0.4561166621658115,0.453416149068323,0.041867733001708984,1.557271957397461
3,54,"(4,)",1,3,[0.60321227 0.99054759 1.         0.95040018 0.86974261],0.38077234674588173,0.5128274372130704,0.47961112611396167,0.4955441533891439,16.803781509399414,0.0015232563018798828,2.997307300567627,0.8827805308400534,0.30974885228193355,0.4526059951390764,0.0017852783203125,1.1701195240020752
4,54,"(5,)",1,3,[0.55101711 0.6270114  0.60080911 0.84361302 0.91373274],0.566837699162841,0.5128274372130704,0.6008641641911964,0.605184985147178,16.76975727081299,0.021650314331054688,2.975842237472534,0.7072366767228023,0.34377531731028893,0.453416149068323,0.0017082691192626953,1.0798735618591309
5,54,"(6,)",1,3,[0.69474087 0.60719952 0.9226659  0.7103063  0.66831302],0.3910342965163381,0.5120172832838239,0.4339724547664056,0.4353227113151499,11.11097264289856,0.0015184879302978516,1.001143217086792,0.7206451214560801,0.31785039157439915,0.451525789900081,0.0017018318176269531,0.37896108627319336
6,54,"(7,)",1,3,[1.         0.98036842 1.         0.74685263 0.70921589],0.41965973534971646,0.5122873345935728,0.43721307048339186,0.4426140966783689,40.496094703674316,0.0015022754669189453,6.544778347015381,0.8872873883315224,0.2835538752362949,0.45206589251957874,0.0016243457794189453,2.455336570739746
7,54,"(8,)",1,3,[0.68890482 0.69422445 0.78321397 0.90902697 0.85862737],0.42371050499594926,0.5120172832838239,0.4666486632460167,0.5419929786659465,28.277658939361572,0.0019617080688476562,5.880384922027588,0.7867995146159972,0.3335133675398326,0.4531460977585741,0.0017859935760498047,2.458022356033325
8,54,"(9,)",1,3,[0.97828513 0.98340642 0.9070611  1.         0.73387492],0.2957061841749932,0.5120172832838239,0.310829057520929,0.4704293815825007,35.711467266082764,0.0014884471893310547,7.893104076385498,0.9205255137570773,0.23359438293275722,0.45206589251957874,0.07182955741882324,2.9217493534088135
9,54,"(10,)",1,3,[0.57020703 0.7138788  0.7457555  0.81237265 0.76310134],0.5425330812854442,0.5128274372130704,0.5730488792870645,0.6092357547934107,32.3741192817688,0.041619062423706055,5.690640211105347,0.7210630620603926,0.28301377261679717,0.45368620037807184,0.0017611980438232422,1.9938623905181885
