,person,subset,# shots,Feature Set,wLDA,wQDA,AccLDAInd,AccLDAGen,AccLDAProp,AccLDALiu,AccLDAPropQ,tPropL,tIndL,tGenL,wMeanLDA,AccQDAInd,AccQDAGen,AccQDAProp,AccQDALiu,AccQDAPropL,tPropQ,tIndQ,tGenQ,wMeanQDA
0,58,"(1,)",1,2,[0.64988586 0.77081483 0.82705412 0.93143912 0.77741487],[0.5        0.50022904 0.50627222 0.50336041 0.51129837],0.5930666666666666,0.8114666666666667,0.7288,0.7725333333333333,0.7712,24.157996654510498,0.0017974376678466797,1.9213712215423584,0.7913217591946571,0.5288,0.7989333333333334,0.76,0.7565333333333333,0.5842666666666667,39.982590675354004,0.0010991096496582031,0.6358675956726074,0.5042320084460725
1,58,"(2,)",1,2,[0.64634678 0.668776   0.79600786 0.72941302 0.61452597],[0.5        0.5        0.5        0.5        0.50164024],0.7461333333333333,0.8114666666666667,0.8466666666666667,0.8552,0.8549333333333333,18.07605481147766,0.0012118816375732422,2.039398193359375,0.6910139254933354,0.7888,0.7989333333333334,0.856,0.8517333333333333,0.8464,33.264768838882446,0.0010592937469482422,0.6413671970367432,0.5003280481137233
2,58,"(3,)",1,2,[0.68259068 0.74397106 0.67249695 0.79308825 0.72460475],[0.5        0.5        0.50104916 0.50104916 0.50361887],0.7392,0.8112,0.8373333333333334,0.8562666666666666,0.8610666666666666,13.734729290008545,0.0011277198791503906,1.553633689880371,0.7233503397762746,0.7058666666666666,0.7994666666666667,0.8674666666666667,0.86,0.8274666666666667,23.943267822265625,0.0010828971862792969,0.4557168483734131,0.5011434397765726
3,58,"(4,)",1,2,[0.62818086 0.6283542  0.73587476 0.77636197 0.56236733],[0.5        0.5        0.50121065 0.50219438 0.50045809],0.6570666666666667,0.8114666666666667,0.7773333333333333,0.8138666666666666,0.8128,13.467262744903564,0.0011377334594726562,1.5409846305847168,0.6662278237914899,0.8077333333333333,0.7989333333333334,0.8512,0.8485333333333334,0.8437333333333333,23.94370412826538,0.001035451889038086,0.4814577102661133,0.5007726229705453
4,58,"(5,)",1,2,[0.65066395 0.73113237 0.85319036 0.72750647 0.7386498 ],[0.5        0.5        0.5        0.5        0.50122605],0.6917333333333333,0.8117333333333333,0.768,0.8117333333333333,0.8112,13.493760585784912,0.0011386871337890625,1.5926339626312256,0.740228588932729,0.752,0.7992,0.8536,0.8546666666666667,0.8234666666666667,23.952227354049683,0.0010638236999511719,0.47613048553466797,0.5002452103150009
5,58,"(6,)",1,2,[0.66472467 0.68775073 0.80516806 0.6592538  0.64307626],[0.50022904 0.5        0.5        0.5        0.5       ],0.74,0.8112,0.7933333333333333,0.8352,0.836,13.607332944869995,0.0011677742004394531,1.4951748847961426,0.6919947041119401,0.7610666666666667,0.7992,0.8368,0.8376,0.8242666666666667,23.936975479125977,0.0010619163513183594,0.48965954780578613,0.5000458085203848
6,58,"(7,)",1,2,[0.76120237 0.81260395 0.73207487 0.74509558 0.83160126],[0.50022904 0.5        0.5        0.50045809 0.50375094],0.7989333333333334,0.8114666666666667,0.8496,0.8725333333333334,0.8664,13.468745470046997,0.02127861976623535,1.4408354759216309,0.7765156062305341,0.8586666666666667,0.8,0.8952,0.8936,0.8776,23.947544813156128,0.001077413558959961,0.45453977584838867,0.5008876144469365
7,58,"(8,)",1,2,[0.70302774 0.72380552 0.72488683 0.71599362 0.68978227],[0.5        0.5        0.5        0.50022904 0.50131862],0.6762666666666667,0.8112,0.7925333333333333,0.8098666666666666,0.812,13.533482789993286,0.0011072158813476562,1.5050771236419678,0.7114991983749417,0.7354666666666667,0.7989333333333334,0.8661333333333333,0.8589333333333333,0.8514666666666667,23.97490906715393,0.02108597755432129,0.486478328704834,0.5003095334745546
8,58,"(9,)",1,2,[0.62787926 0.83107152 0.60131402 0.68169101 0.69971598],[0.5        0.50459433 0.5        0.50022904 0.5       ],0.736,0.8114666666666667,0.8296,0.8416,0.8418666666666667,13.472447633743286,0.021266698837280273,1.536966323852539,0.6883343583874195,0.8136,0.7994666666666667,0.8653333333333333,0.8618666666666667,0.8546666666666667,23.94342851638794,0.001047372817993164,0.4762749671936035,0.5009646735469269
9,58,"(10,)",1,2,[0.65102936 0.74522517 0.69053426 0.72754471 0.74408768],[0.50022904 0.5        0.5        0.5004985  0.50324143],0.7208,0.8114666666666667,0.7981333333333334,0.8274666666666667,0.8312,13.520801782608032,0.0011320114135742188,1.4754419326782227,0.7116842350436232,0.7304,0.7986666666666666,0.8578666666666667,0.8522666666666666,0.8445333333333334,23.917208433151245,0.02112746238708496,0.4732170104980469,0.5007937949757653
10,58,"(11,)",1,2,[0.61853214 0.59931124 0.82883775 0.83521587 0.63876599],[0.5        0.5        0.50741396 0.51067078 0.5067967 ],0.6106666666666667,0.8112,0.6989333333333333,0.7293333333333333,0.7290666666666666,13.467690229415894,0.0011229515075683594,1.5837891101837158,0.7041325993193289,0.4594666666666667,0.7989333333333334,0.776,0.7746666666666666,0.7213333333333334,23.981387615203857,0.0010654926300048828,0.45768165588378906,0.5049762890207262
