,person,subset,# shots,Feature Set,wLDA,wQDA,AccLDAInd,AccLDAGen,AccLDAProp,AccLDALiu,AccLDAPropQ,tPropL,tIndL,tGenL,wMeanLDA,AccQDAInd,AccQDAGen,AccQDAProp,AccQDALiu,AccQDAPropL,tPropQ,tIndQ,tGenQ,wMeanQDA
0,55,"(1,)",1,3,[0.6905573  0.79531878 0.57186411 0.79735198 0.63078362],[0.5 0.5 0.5 0.5 0.5],0.6856,0.752,0.7818666666666667,0.7930666666666667,0.792,24.22450304031372,0.0016050338745117188,3.5339198112487793,0.6971751606279374,0.6525333333333333,0.7701333333333333,0.7877333333333333,0.7874666666666666,0.7376,48.56418514251709,0.001264810562133789,1.3246140480041504,0.5
1,55,"(2,)",1,3,[0.97000618 0.93952123 0.69829331 0.73668995 0.72881162],[0.50555917 0.5        0.5        0.5        0.5       ],0.444,0.7514666666666666,0.5074666666666666,0.6978666666666666,0.7085333333333333,28.55221128463745,0.0012354850769042969,6.433958292007446,0.8146644579883743,0.5773333333333334,0.7709333333333334,0.8138666666666666,0.8152,0.5437333333333333,61.49990701675415,0.0012085437774658203,2.205777406692505,0.5011118345052028
2,55,"(3,)",1,3,[0.67759545 0.83022829 0.65324186 0.83287572 0.78215538],[0.5 0.5 0.5 0.5 0.5],0.688,0.7512,0.7146666666666667,0.7485333333333334,0.7512,115.50224041938782,0.2714099884033203,15.685593128204346,0.7552193383523165,0.6517333333333334,0.7706666666666667,0.7965333333333333,0.8,0.7258666666666667,226.76717829704285,0.001300811767578125,5.880408763885498,0.5
3,55,"(4,)",1,3,[0.67983263 0.88115063 0.67351481 0.74276703 0.8383002 ],[0.5        0.50022904 0.5        0.5        0.5       ],0.5888,0.7517333333333334,0.7368,0.7792,0.7816,137.51754522323608,0.0012497901916503906,15.965267896652222,0.7631130614518778,0.6509333333333334,0.7709333333333334,0.8146666666666667,0.8141333333333334,0.7288,235.9740846157074,0.0012218952178955078,5.607344627380371,0.5000458085203848
4,55,"(5,)",1,3,[0.7729304  0.93427172 0.81308689 0.77884128 0.87212186],[0.5       0.5066609 0.5       0.5       0.5      ],0.5933333333333334,0.7512,0.6589333333333334,0.7378666666666667,0.7397333333333334,20.011757850646973,0.0012331008911132812,2.8081445693969727,0.8342504302317767,0.6029333333333333,0.7706666666666667,0.7930666666666667,0.7917333333333333,0.6784,41.957671880722046,0.041443824768066406,1.0477688312530518,0.5013321798212288
5,55,"(6,)",1,3,[0.71620206 0.92918411 0.86553478 0.77686074 0.89163615],[0.5        0.50480011 0.5        0.5        0.50082012],0.5970666666666666,0.7512,0.6106666666666667,0.7002666666666667,0.7029333333333333,50.80600023269653,0.0012409687042236328,9.119883298873901,0.8358835675769933,0.5650666666666667,0.7704,0.8117333333333333,0.8090666666666667,0.5776,105.3881905078888,0.0012247562408447266,3.521712303161621,0.5011240455198903
6,55,"(7,)",1,3,[0.71355416 0.8162118  0.76555017 0.85479099 0.82176378],[0.5 0.5 0.5 0.5 0.5],0.6248,0.7514666666666666,0.7189333333333333,0.7722666666666667,0.7685333333333333,12.767320394515991,0.0012485980987548828,3.623289108276367,0.7943741807990151,0.7202666666666667,0.7706666666666667,0.7944,0.7952,0.716,38.62177658081055,0.0012488365173339844,1.472320556640625,0.5
7,55,"(8,)",1,3,[0.63517487 0.80054081 0.66579662 0.75804627 0.69599587],[0.5        0.50231563 0.5        0.50045809 0.5       ],0.6728,0.7517333333333334,0.752,0.7741333333333333,0.7714666666666666,38.00666785240173,0.0012853145599365234,5.399848699569702,0.7111108873609995,0.6034666666666667,0.7706666666666667,0.8197333333333333,0.8194666666666667,0.7736,71.24485850334167,0.001257181167602539,2.066296100616455,0.5005547437895554
8,55,"(9,)",1,3,[0.67462215 0.82884418 0.6959098  0.67169841 0.78163113],[0.5        0.5        0.5        0.5        0.50022904],0.6429333333333334,0.7512,0.7533333333333333,0.7717333333333334,0.7722666666666667,40.05747056007385,0.0012621879577636719,4.801454544067383,0.7305411343078646,0.7114666666666667,0.7696,0.7930666666666667,0.7976,0.7429333333333333,67.80930399894714,0.0012402534484863281,1.838183879852295,0.5000458085203848
9,55,"(10,)",1,3,[0.73672768 0.80769231 0.55234303 0.72076216 0.73395345],[0.5        0.50022904 0.5        0.5        0.5       ],0.7106666666666667,0.7517333333333334,0.7576,0.7672,0.7698666666666667,62.0026068687439,0.001270294189453125,10.029468536376953,0.7102957253067197,0.7072,0.7706666666666667,0.8128,0.8125333333333333,0.7909333333333334,143.25128412246704,0.0012412071228027344,3.739229679107666,0.5000458085203848
