,person,subset,# shots,Feature Set,wLDA,wQDA,AccLDAInd,AccLDAGen,AccLDAProp,AccLDALiu,AccLDAPropQ,tPropL,tIndL,tGenL,wMeanLDA,AccQDAInd,AccQDAGen,AccQDAProp,AccQDALiu,AccQDAPropL,tPropQ,tIndQ,tGenQ,wMeanQDA
0,7,"(1,)",1,1,"[0.87084779 0.91100662 0.89224438 1.         1.         0.80407267
 0.96705284 1.         0.8975987  0.87268323 0.83965531 0.87190294
 0.70165939 0.8592733  0.67777778 0.87981825 0.73146978 0.63459257]","[0.84240841 0.83787454 0.85432099 0.89127626 0.80781844 0.56704981
 0.90697584 0.98132586 0.84375586 0.87407407 0.90372612 0.81259869
 0.55852076 0.72712304 0.78137182 0.77830715 0.67638889 0.72615195]",0.5075694444444444,0.38256944444444446,0.5204861111111111,0.5077777777777778,0.5238888888888888,27.25306987762451,0.003287792205810547,0.27799344062805176,0.856203085100267,0.4215277777777778,0.40680555555555553,0.5290277777777778,0.49569444444444444,0.5011805555555555,69.64907479286194,0.0023326873779296875,0.0761568546295166,0.7983926941470423
1,7,"(2,)",1,1,"[0.90748538 1.         0.97894737 0.96444444 0.92996454 0.68725476
 0.97363465 1.         0.89708426 0.9603373  0.93942889 0.94179894
 0.7522207  0.70414108 0.86330901 0.76700744 0.7581262  0.65974797]","[0.85535643 0.88364727 0.85092388 0.9531899  0.76930393 0.55341148
 0.94560995 1.         0.92894288 0.72084478 0.90447972 1.
 0.58253877 0.68650575 0.68223331 0.64144871 0.61325539 0.68720634]",0.5084745762711864,0.37218385994280534,0.55395131477994,0.5201925088930739,0.5571597963311711,37.47190475463867,0.023266315460205078,0.24761247634887695,0.8713851640517919,0.45037316035432795,0.4006416963102462,0.5583455395131478,0.51440329218107,0.5023366115644835,95.5212619304657,0.002346515655517578,0.07625007629394531,0.7921610270111046
2,7,"(3,)",1,1,"[0.94531987 0.92947886 0.89559361 0.97990544 0.95833333 0.60091314
 0.93916324 1.         0.88776153 0.96969697 0.95350488 0.91607511
 0.7071525  0.83441069 0.82701509 0.84864839 0.80021368 0.68162533]","[0.87591849 0.97276688 0.7699302  0.9781746  0.79199587 0.50727273
 0.95327635 1.         0.86435786 0.73378653 0.92226494 0.91907853
 0.597383   0.68002879 0.71880632 0.81691701 0.67945905 0.6722725 ]",0.5184663095573724,0.37362559909782916,0.5696363123766564,0.5119114744854807,0.5641387087679729,62.28772687911987,0.02490091323852539,0.29184699058532715,0.8708228686185137,0.49591203834226105,0.40146602762898226,0.5708345080349592,0.5153650972652947,0.5396814209190866,103.33090734481812,0.002798795700073242,0.0798041820526123,0.802982759045262
3,7,"(4,)",1,1,"[0.86666667 0.9349046  0.91331269 1.         1.         0.77410504
 0.90569535 1.         0.85822021 0.87993691 0.96701389 0.90328407
 0.74411765 0.77748084 0.91200399 0.84720744 0.782792   0.65307033]","[0.88677249 0.83816425 0.9241453  0.91315453 0.67789291 0.54144621
 0.94591887 0.98132586 0.82632065 0.71439914 0.97003745 0.87002216
 0.55963645 0.57918647 0.89660771 0.70865126 0.75036897 0.85449782]",0.5574491862820423,0.3699797443598519,0.5839212125445274,0.5160997415659705,0.5707201229307816,37.53007388114929,0.0042264461517333984,0.3135855197906494,0.8733228709397605,0.47433121463993855,0.4117482712858839,0.5577984214570092,0.5160298945309771,0.5161695886009638,99.62470006942749,0.002513885498046875,0.08202528953552246,0.8021415835240067
4,7,"(1, 2)",2,1,"[0.86648007 0.91788707 0.95271128 1.         1.         0.69892776
 1.         1.         0.91103849 1.         0.93375262 0.90990991
 0.71961742 0.72252093 0.69573353 0.89528262 0.74636794 0.65645222]","[0.9036421  0.88065402 0.94736842 0.96681097 0.90206755 0.62894647
 0.97108067 1.         0.95109037 0.88806432 0.90285811 0.85840333
 0.50099616 0.74379777 0.79085006 0.7902043  0.63660265 0.71298319]",0.5582507390019127,0.3905407755173013,0.5922448269866111,0.5300817249174057,0.5940705964180143,54.60058522224426,0.0055615901947021484,0.307828426361084,0.868148992137939,0.542340462528256,0.41505825073900193,0.578942792557816,0.5243435924187098,0.5592940358198574,101.7522943019867,0.003269672393798828,0.08366703987121582,0.8320233589392907
5,7,"(1, 3)",2,1,"[0.8676379  0.94074074 0.91960784 1.         0.91161616 0.70397199
 0.95429508 1.         0.89671476 0.95622896 0.87006197 0.88671024
 0.75264272 0.80817868 0.7122343  0.8316146  0.76684326 0.66924201]","[0.88991823 0.9047619  0.82516455 0.97897898 0.90887012 0.65190035
 0.94687954 1.         0.97932817 0.86965963 0.91220238 0.88941799
 0.57979617 0.76035285 0.69368616 0.79379796 0.72251591 0.72628239]",0.5412666255615256,0.3920549634457853,0.570686162247864,0.5163392935787897,0.5630229895181891,51.72155213356018,0.005672931671142578,0.3055756092071533,0.8582411789957691,0.5625825772923456,0.4168061305381837,0.604069408966793,0.5231216418567779,0.5847793534748524,71.71442317962646,0.003191709518432617,0.08350300788879395,0.835195181920874
6,7,"(1, 4)",2,1,"[0.88492424 0.92805435 0.87873714 1.         1.         0.81894669
 0.95436183 1.         0.87023375 0.78607578 0.92300544 0.8637037
 0.73323234 0.82316021 0.75551293 0.81852492 0.74432749 0.67592797]","[0.8803029  0.91203704 0.87830142 0.92883895 0.90327071 0.66403856
 0.9512365  1.         0.98039216 0.83585737 0.90363777 0.94305556
 0.69021103 0.72919147 0.86998505 0.83539732 0.68751128 0.71938281]",0.5677582302734715,0.3873889566277652,0.5951924751785403,0.5153283400104511,0.5924925971085176,54.64141869544983,0.025853872299194336,0.3202948570251465,0.8588182650134979,0.5960634035882251,0.42928061313360044,0.6221041630377983,0.5404110782093712,0.618359170876154,59.82970666885376,0.003354310989379883,0.08794379234313965,0.8507026609100653
7,7,"(2, 3)",2,1,"[0.91071429 1.         0.95428891 0.94407653 0.94482807 0.61505524
 1.         1.         0.89262485 0.97138047 0.93441043 0.94202899
 0.72810851 0.75072036 0.8376711  0.79515236 0.7484686  0.67380123]","[0.86880848 0.98039216 0.89971472 0.97800926 0.85974096 0.55910165
 0.96296296 1.         0.94454986 0.81688125 0.90517361 0.95428904
 0.60296427 0.71265793 0.81375661 0.88895172 0.73793794 0.71649495]",0.5232949512843225,0.37909654561558903,0.5673162090345438,0.5276350752878654,0.566873339238264,53.00656080245972,0.025744915008544922,0.31363511085510254,0.8690738851745172,0.5482728077945084,0.404074402125775,0.5715677590788308,0.5202834366696192,0.5565987599645704,100.21011257171631,0.003205537796020508,0.08337855339050293,0.8445770776884235
8,7,"(2, 4)",2,1,"[0.94020476 0.92392392 0.95128591 0.94001363 0.97180763 0.68316301
 0.95572297 1.         0.95448461 0.94612795 0.92498084 1.
 0.75342903 0.76356733 0.74869311 0.78998303 0.76070854 0.64944018]","[0.88073739 0.83873149 0.95934959 0.95271128 0.89361449 0.58687526
 0.98113208 1.         0.97959184 0.7971551  0.93657441 0.95920269
 0.66466229 0.72362369 0.81225029 0.78570864 0.73191253 0.80650607]",0.5617829932568527,0.3745511866187932,0.6032927576845608,0.5287678430685699,0.6131885454067781,31.7314133644104,0.005433559417724609,0.13345718383789062,0.8698631357275421,0.5811367019879149,0.4207023382082494,0.6057448112794466,0.5338470969436904,0.6022418775724669,48.95128273963928,0.0030541419982910156,0.038834333419799805,0.8494632835827836
9,7,"(3, 4)",2,1,"[0.88452816 0.91666667 0.89590692 0.98039216 0.96732026 0.65419865
 0.9225727  1.         0.90286421 0.89433067 0.95061728 0.89772727
 0.73544974 0.8792735  0.7473138  0.88326401 0.79512178 0.63572463]","[0.91813469 0.96618357 0.86878307 0.97777778 0.80769231 0.52409082
 0.96809117 1.         0.9123263  0.8299986  0.96884735 0.9496691
 0.77924259 0.72040359 0.8478419  0.85644995 0.79595127 0.80997456]",0.5396628216503992,0.37551020408163266,0.5982253771073647,0.5170363797692991,0.5858917480035493,53.35368633270264,0.006124973297119141,0.1453094482421875,0.8635151334418694,0.5618456078083407,0.4220053238686779,0.5920141969831411,0.5243123336291038,0.5952972493345164,79.42262983322144,0.0033440589904785156,0.04208064079284668,0.8611921458018855
