,wTargetMeanQDA,wTargetCovQDA,tPropQDA,AccLDAInd,AccQDAInd,AccLDAMulti,AccQDAMulti,AccLDAProp,AccQDAProp,AccLDALiu,AccQDALiu,AccLDAVidovic,AccQDAVidovic,person,times,shots
0,0.5,0.5,2.00719952583313,0.794,0.703,0.842,0.844,0.834,0.835,0.834,0.835,0.815,0.818,20.0,39.0,3.0
1,0.6213517165096802,0.557861476862686,4.429643154144287,0.837,0.688,0.842,0.844,0.853,0.832,0.852,0.844,0.848,0.702,20.0,39.0,4.0
2,0.5680380579203219,0.5466466951289994,3.337806224822998,0.822,0.72,0.842,0.844,0.842,0.839,0.841,0.842,0.837,0.763,20.0,39.0,5.0
3,0.577561523310431,0.5557586019988419,3.4143502712249756,0.826,0.715,0.842,0.844,0.846,0.833,0.852,0.84,0.837,0.752,20.0,39.0,6.0
4,0.6059791910913463,0.5659169588399144,3.9422898292541504,0.824,0.713,0.842,0.844,0.841,0.822,0.843,0.835,0.833,0.749,20.0,39.0,7.0
5,0.6673210602998118,0.5896930108317902,23.00988531112671,0.813,0.677,0.842,0.843,0.834,0.805,0.844,0.829,0.814,0.713,20.0,39.0,8.0
6,0.659697525254674,0.5953915097880919,5.028051853179932,0.818,0.677,0.842,0.843,0.834,0.809,0.843,0.83,0.818,0.721,20.0,39.0,9.0
7,0.6181903236607281,0.5885768228075086,37.54162526130676,0.82,0.751,0.842,0.843,0.837,0.824,0.843,0.834,0.818,0.758,20.0,39.0,10.0
8,0.6191928099228299,0.594542628725251,43.91996645927429,0.823,0.764,0.842,0.843,0.843,0.83,0.844,0.837,0.826,0.767,20.0,39.0,11.0
9,0.6228119976406685,0.6100565327196654,6.983145236968994,0.811,0.752,0.842,0.843,0.832,0.824,0.842,0.835,0.82,0.761,20.0,39.0,12.0
10,0.6199216632405473,0.5823731763886816,5.4701690673828125,0.827,0.772,0.842,0.843,0.844,0.832,0.844,0.838,0.832,0.773,20.0,39.0,13.0
11,0.6216017288034859,0.599132130775271,6.376275062561035,0.83,0.773,0.842,0.843,0.844,0.831,0.848,0.839,0.833,0.775,20.0,39.0,14.0
12,0.6363356368668823,0.6051301964581346,5.98515772819519,0.829,0.814,0.842,0.843,0.843,0.842,0.845,0.843,0.835,0.819,20.0,39.0,15.0
13,0.5955600633982228,0.5895353057116391,6.947685480117798,0.835,0.827,0.842,0.843,0.847,0.843,0.849,0.845,0.842,0.826,20.0,39.0,16.0
14,0.6015207688086478,0.5896441521353117,7.6906819343566895,0.832,0.824,0.842,0.843,0.846,0.843,0.848,0.845,0.842,0.824,20.0,39.0,17.0
15,0.6015142572681811,0.6255141962224253,67.94934964179993,0.843,0.822,0.842,0.843,0.85,0.839,0.85,0.843,0.842,0.822,20.0,39.0,18.0
16,0.6063501303550607,0.6270640666353532,73.96751379966736,0.844,0.824,0.842,0.843,0.85,0.842,0.851,0.843,0.844,0.819,20.0,39.0,19.0
17,0.6372480361987307,0.6373289481322832,53.006974935531616,0.847,0.825,0.842,0.843,0.849,0.842,0.851,0.842,0.847,0.819,20.0,39.0,20.0
18,0.6378558445300855,0.6264989336391439,13.67726469039917,0.845,0.841,0.842,0.843,0.85,0.846,0.85,0.85,0.849,0.842,20.0,39.0,21.0
19,0.6377851561812393,0.624586480203839,8.72801399230957,0.841,0.839,0.842,0.843,0.85,0.847,0.849,0.85,0.847,0.838,20.0,39.0,22.0
20,0.6407704240340696,0.6204671749745049,8.806685447692871,0.847,0.842,0.842,0.843,0.849,0.848,0.851,0.85,0.848,0.834,20.0,39.0,23.0
21,0.6223271491083144,0.6215536464176217,8.641581535339355,0.849,0.841,0.842,0.843,0.852,0.844,0.85,0.847,0.851,0.838,20.0,39.0,24.0
22,0.6419851402400167,0.6449176739773286,90.21251130104065,0.847,0.839,0.842,0.843,0.85,0.844,0.85,0.846,0.851,0.833,20.0,39.0,25.0
23,0.6452531516632591,0.6359165340989295,87.44519329071045,0.841,0.841,0.842,0.843,0.851,0.848,0.85,0.85,0.848,0.837,20.0,39.0,26.0
24,0.6474908312242779,0.6478170117811187,7.094739675521851,0.844,0.841,0.842,0.843,0.851,0.849,0.848,0.852,0.848,0.838,20.0,39.0,27.0
25,0.6497177851623799,0.6458290878290985,14.008764505386353,0.841,0.84,0.842,0.843,0.851,0.847,0.85,0.851,0.846,0.835,20.0,39.0,28.0
26,0.6464379293467322,0.6504959909779918,8.266815423965454,0.845,0.842,0.842,0.843,0.85,0.847,0.85,0.848,0.851,0.84,20.0,39.0,29.0
27,0.6578969457939745,0.6473655404890697,8.373392820358276,0.844,0.842,0.842,0.843,0.851,0.848,0.85,0.851,0.851,0.839,20.0,39.0,30.0
28,0.6647155241086796,0.6473436436144322,50.08436179161072,0.843,0.841,0.842,0.843,0.851,0.849,0.85,0.852,0.851,0.838,20.0,39.0,31.0
29,0.6679549885043375,0.6457601730176705,45.838738203048706,0.844,0.85,0.842,0.843,0.851,0.852,0.851,0.848,0.849,0.842,20.0,39.0,32.0
30,0.6732817156304705,0.6457213314078984,39.62597441673279,0.842,0.843,0.842,0.843,0.851,0.851,0.85,0.851,0.849,0.847,20.0,39.0,33.0
31,0.6749489731718253,0.6484412756069018,26.97763991355896,0.843,0.844,0.842,0.843,0.848,0.852,0.851,0.853,0.847,0.844,20.0,39.0,34.0
32,0.6752032129937986,0.6512783490896157,4.874427080154419,0.844,0.848,0.842,0.843,0.849,0.853,0.851,0.853,0.848,0.846,20.0,39.0,35.0
33,0.6726877982016051,0.6445316264331612,5.009344816207886,0.844,0.846,0.842,0.843,0.848,0.853,0.851,0.853,0.847,0.848,20.0,39.0,36.0
34,0.6803242860661727,0.657574541058803,4.635108232498169,0.849,0.851,0.842,0.843,0.849,0.854,0.849,0.852,0.851,0.852,20.0,39.0,37.0
35,0.6809461897726267,0.6630572356134231,6.306195497512817,0.848,0.852,0.842,0.843,0.849,0.855,0.851,0.852,0.851,0.854,20.0,39.0,38.0
36,0.6914440723551087,0.6720184784040093,6.514292478561401,0.849,0.853,0.842,0.843,0.85,0.855,0.851,0.852,0.851,0.854,20.0,39.0,39.0
37,0.692895989641122,0.6715349615806941,6.70740532875061,0.85,0.854,0.842,0.843,0.85,0.852,0.849,0.854,0.851,0.855,20.0,39.0,40.0
38,0.7028934400725314,0.6807728516118794,5.692158460617065,0.848,0.853,0.842,0.843,0.85,0.853,0.85,0.853,0.85,0.853,20.0,39.0,41.0
39,0.7031515560858049,0.6828193938639614,5.829762697219849,0.85,0.855,0.842,0.843,0.851,0.853,0.848,0.853,0.851,0.854,20.0,39.0,42.0
40,0.6968248475633817,0.6789780393754804,3.5606462955474854,0.848,0.853,0.842,0.843,0.85,0.853,0.85,0.852,0.851,0.851,20.0,39.0,43.0
41,0.6983602604901082,0.6792507655455928,2.585873603820801,0.849,0.853,0.842,0.843,0.85,0.854,0.85,0.852,0.851,0.853,20.0,39.0,44.0
42,0.6997390518497579,0.681391414845423,1.6263182163238525,0.849,0.853,0.842,0.843,0.85,0.853,0.85,0.853,0.851,0.851,20.0,39.0,45.0
43,0.6935757130940734,0.6788573677157543,1.3528082370758057,0.851,0.852,0.842,0.843,0.848,0.853,0.848,0.852,0.849,0.85,20.0,39.0,46.0
44,0.6959046281955727,0.6788446509039013,1.4926297664642334,0.85,0.853,0.842,0.843,0.849,0.854,0.851,0.851,0.85,0.854,20.0,39.0,47.0
45,0.6973905194892738,0.6811693059300358,2.1093103885650635,0.848,0.852,0.842,0.843,0.849,0.854,0.849,0.851,0.85,0.851,20.0,39.0,48.0
46,0.6979207641661851,0.6854287110877824,2.073725700378418,0.851,0.853,0.842,0.843,0.85,0.851,0.848,0.85,0.851,0.853,20.0,39.0,49.0
47,0.7040506465874896,0.6926816128380466,1.3666532039642334,0.852,0.854,0.842,0.843,0.851,0.852,0.85,0.851,0.851,0.852,20.0,39.0,50.0
48,0.710181144771562,0.7011204697782458,1.3916857242584229,0.852,0.853,0.842,0.843,0.852,0.851,0.85,0.85,0.852,0.851,20.0,39.0,51.0
49,0.7055479655900101,0.6948193943272535,1.4070539474487305,0.854,0.854,0.842,0.843,0.851,0.851,0.851,0.851,0.852,0.852,20.0,39.0,52.0
