,wTargetMeanQDA,wTargetCovQDA,tPropQDA,AccLDAInd,AccQDAInd,AccLDAMulti,AccQDAMulti,AccLDAProp,AccQDAProp,AccLDALiu,AccQDALiu,AccLDAVidovic,AccQDAVidovic,person,times,shots
0,0.8454915028125263,0.5428932188134524,1.7186663150787354,0.709,0.603,0.5,0.5,0.496,0.507,0.5,0.5,0.73,0.5,20.0,41.0,3.0
1,1.0,0.5264068897441496,2.5915186405181885,0.856,0.778,0.5,0.5,0.848,0.832,0.5,0.5,0.5,0.5,20.0,41.0,4.0
2,1.0,0.5431881894062723,3.806600570678711,0.846,0.828,0.5,0.5,0.844,0.836,0.5,0.5,0.5,0.5,20.0,41.0,5.0
3,1.0,0.6020780547674485,3.743164300918579,0.839,0.846,0.5,0.5,0.843,0.843,0.5,0.5,0.5,0.5,20.0,41.0,6.0
4,1.0,0.5659169588399143,3.9146623611450195,0.853,0.833,0.5,0.5,0.857,0.843,0.5,0.5,0.5,0.5,20.0,41.0,7.0
5,1.0,0.5744967863088654,5.2026207447052,0.85,0.841,0.5,0.5,0.855,0.848,0.5,0.5,0.5,0.5,20.0,41.0,8.0
6,1.0,0.58195652843061,3.618972063064575,0.844,0.84,0.5,0.5,0.856,0.854,0.5,0.5,0.5,0.5,20.0,41.0,9.0
7,1.0,0.5885768228075086,5.128341197967529,0.848,0.848,0.5,0.5,0.849,0.85,0.5,0.5,0.5,0.5,20.0,41.0,10.0
8,1.0,0.58095979986361,6.710866212844849,0.851,0.848,0.5,0.5,0.854,0.853,0.5,0.5,0.5,0.5,20.0,41.0,11.0
9,1.0,0.5841937184790644,5.307080507278442,0.847,0.84,0.5,0.5,0.858,0.854,0.5,0.5,0.5,0.5,20.0,41.0,12.0
10,1.0,0.6185312562767422,6.4562458992004395,0.856,0.84,0.5,0.5,0.857,0.851,0.5,0.5,0.5,0.5,20.0,41.0,13.0
11,1.0,0.6217209728544618,10.143686532974243,0.854,0.837,0.5,0.5,0.86,0.855,0.5,0.5,0.5,0.5,20.0,41.0,14.0
12,1.0,0.62487904617762,6.0872251987457275,0.854,0.834,0.5,0.5,0.852,0.851,0.5,0.5,0.5,0.5,20.0,41.0,15.0
13,1.0,0.6279756726214651,7.791729211807251,0.857,0.84,0.5,0.5,0.847,0.847,0.5,0.5,0.5,0.5,20.0,41.0,16.0
14,1.0,0.6309957813052176,7.187607526779175,0.853,0.832,0.5,0.5,0.852,0.847,0.5,0.5,0.5,0.5,20.0,41.0,17.0
15,1.0,0.6351670717961657,9.17667269706726,0.846,0.823,0.5,0.5,0.845,0.842,0.5,0.5,0.5,0.5,20.0,41.0,18.0
16,1.0,0.6409150391748739,11.721574306488037,0.847,0.826,0.5,0.5,0.844,0.846,0.5,0.5,0.501,0.5,20.0,41.0,19.0
17,1.0,0.6461354175642889,18.504806995391846,0.849,0.824,0.5,0.5,0.846,0.846,0.5,0.5,0.5,0.5,20.0,41.0,20.0
