,Unnamed: 0,wTargetMeanQDA,wTargetCovQDA,tPropQDA,AccLDAInd,AccQDAInd,AccLDAMulti,AccQDAMulti,AccLDAProp,AccQDAProp,AccLDALiu,AccQDALiu,AccLDAVidovic,AccQDAVidovic,person,times,shots
0,0,0.4571067811865475,0.5,1.728584051132202,0.7090000000000001,0.738,0.574,0.581,0.816,0.8170000000000001,0.8079999999999999,0.823,0.773,0.5,20.0,0.0,3.0
1,1,0.5264068897441496,0.4945274433910914,2.2163012027740483,0.794,0.774,0.574,0.581,0.831,0.828,0.8190000000000001,0.8270000000000001,0.624,0.5,20.0,0.0,4.0
2,2,0.5928879264343713,0.5999373677143989,3.316033124923706,0.813,0.7829999999999999,0.574,0.581,0.825,0.8220000000000001,0.8190000000000001,0.8220000000000001,0.612,0.508,20.0,0.0,5.0
3,3,0.5992409504559688,0.5557586019988419,3.233107805252075,0.836,0.8029999999999999,0.574,0.581,0.838,0.835,0.8420000000000001,0.835,0.5489999999999999,0.504,20.0,0.0,6.0
4,4,0.5229264082224145,0.5341833052261484,18.98109531402588,0.841,0.7709999999999999,0.574,0.581,0.851,0.846,0.855,0.8490000000000001,0.511,0.5,20.0,0.0,7.0
5,5,0.6061638764747233,0.5689976374658916,4.218953609466554,0.846,0.838,0.574,0.581,0.852,0.846,0.8540000000000001,0.848,0.504,0.5,20.0,0.0,8.0
6,6,0.5735954834738339,0.5769755557737826,4.71633768081665,0.851,0.847,0.574,0.581,0.852,0.848,0.851,0.8490000000000001,0.502,0.5,20.0,0.0,9.0
7,7,0.5496503986273571,0.5489275575725254,4.595437526702881,0.851,0.843,0.574,0.581,0.852,0.85,0.846,0.8490000000000001,0.502,0.5,20.0,0.0,10.0
8,8,0.5758708356474218,0.6128565365954208,4.911991834640503,0.85,0.845,0.574,0.581,0.85,0.8490000000000001,0.851,0.848,0.504,0.5,20.0,0.0,11.0
9,9,0.6014676831432877,0.6160325587569812,33.733896255493164,0.85,0.845,0.574,0.581,0.852,0.85,0.85,0.8490000000000001,0.503,0.5,20.0,0.0,12.0
10,10,0.6100433282908732,0.6207344991544306,5.191442966461182,0.85,0.845,0.574,0.581,0.853,0.847,0.846,0.847,0.502,0.5,20.0,0.0,13.0
11,11,0.6008605808315339,0.6192819783103636,5.830195665359497,0.847,0.8440000000000001,0.574,0.581,0.852,0.846,0.853,0.848,0.503,0.506,20.0,0.0,14.0
12,12,0.613971812263448,0.5940774750713564,27.04743719100952,0.857,0.833,0.574,0.581,0.8540000000000001,0.846,0.846,0.85,0.5,0.506,20.0,0.0,15.0
13,13,0.6180421616315194,0.5938398740839745,32.39026117324829,0.8590000000000001,0.8340000000000001,0.574,0.581,0.8540000000000001,0.8490000000000001,0.847,0.8490000000000001,0.5,0.511,20.0,0.0,16.0
14,14,0.6228820277217579,0.5959885525338234,6.685924053192139,0.858,0.83,0.574,0.581,0.855,0.847,0.847,0.851,0.501,0.511,20.0,0.0,17.0
