,Unnamed: 0,wTargetMeanQDA,wTargetCovQDA,tPropQDA,AccLDAInd,AccQDAInd,AccLDAMulti,AccQDAMulti,AccLDAProp,AccQDAProp,AccLDALiu,AccQDALiu,AccLDAVidovic,AccQDAVidovic,person,times,shots
0,0,0.5,0.5,4.0250370502471915,0.8420000000000001,0.746,0.787,0.792,0.8540000000000001,0.8540000000000001,0.851,0.85,0.7170000000000001,0.27899999999999997,20.0,0.0,3.0
1,1,0.5264068897441496,0.5264068897441496,4.581636905670166,0.8420000000000001,0.768,0.787,0.792,0.853,0.8490000000000001,0.855,0.853,0.732,0.519,20.0,0.0,4.0
2,2,0.5509952662193733,0.5431881894062724,3.559462308883667,0.8220000000000001,0.728,0.787,0.792,0.848,0.84,0.848,0.85,0.743,0.449,20.0,0.0,5.0
3,3,0.5557586019988419,0.5557586019988419,3.3963735103607178,0.813,0.804,0.787,0.792,0.8390000000000001,0.8420000000000001,0.843,0.843,0.7859999999999999,0.654,20.0,0.0,6.0
4,4,0.5717747208426229,0.5659169588399143,10.177133798599245,0.816,0.83,0.787,0.792,0.8390000000000001,0.843,0.838,0.843,0.784,0.596,20.0,0.0,7.0
5,5,0.5891010168976851,0.5744967863088652,13.359117984771727,0.825,0.8370000000000001,0.787,0.792,0.84,0.841,0.841,0.8440000000000001,0.77,0.665,20.0,0.0,8.0
6,6,0.58195652843061,0.5978508003425498,3.628558158874512,0.83,0.8320000000000001,0.787,0.792,0.836,0.833,0.8370000000000001,0.836,0.782,0.741,20.0,0.0,9.0
7,7,0.6233976913529429,0.5892781140427952,4.137297630310059,0.836,0.838,0.787,0.792,0.843,0.841,0.8440000000000001,0.843,0.7659999999999999,0.732,20.0,0.0,10.0
8,8,0.6160555365465725,0.6080789998305071,4.8310203552246085,0.841,0.8370000000000001,0.7879999999999999,0.792,0.847,0.84,0.85,0.848,0.732,0.685,20.0,0.0,11.0
9,9,0.6233296784156508,0.599982639915076,23.658829927444454,0.843,0.8420000000000001,0.787,0.792,0.853,0.846,0.85,0.846,0.715,0.6509999999999999,20.0,0.0,12.0
10,10,0.6268307539247797,0.6245840744431126,31.40974903106689,0.847,0.841,0.787,0.792,0.853,0.843,0.852,0.846,0.7020000000000001,0.645,20.0,0.0,13.0
11,11,0.6295375256487958,0.6280036402921034,41.78390860557556,0.847,0.843,0.787,0.792,0.853,0.845,0.852,0.846,0.6970000000000001,0.637,20.0,0.0,14.0
12,12,0.6139718122634479,0.6139718122634479,43.0919976234436,0.846,0.841,0.787,0.792,0.851,0.845,0.851,0.848,0.71,0.647,20.0,0.0,15.0
13,13,0.634923469876969,0.6349234698769691,53.3786027431488,0.8490000000000001,0.841,0.787,0.792,0.851,0.843,0.851,0.846,0.703,0.644,20.0,0.0,16.0
14,14,0.6218803775211222,0.6218803775211222,64.27953290939331,0.851,0.845,0.787,0.792,0.851,0.8440000000000001,0.851,0.847,0.691,0.631,20.0,0.0,17.0
15,15,0.6255141962224252,0.6217523632876176,69.20821523666382,0.847,0.841,0.787,0.792,0.851,0.843,0.852,0.845,0.691,0.669,20.0,0.0,18.0
16,16,0.63613339711174,0.6215896541042956,77.0771200656891,0.858,0.847,0.7879999999999999,0.792,0.8540000000000001,0.8490000000000001,0.853,0.8490000000000001,0.667,0.67,20.0,0.0,19.0
17,17,0.6389658797815931,0.6250061994529449,69.04495811462402,0.855,0.846,0.7879999999999999,0.792,0.855,0.846,0.853,0.848,0.675,0.68,20.0,0.0,20.0
18,18,0.655008611474656,0.6427313170221226,7.036294937133789,0.853,0.845,0.7879999999999999,0.792,0.855,0.8490000000000001,0.853,0.8490000000000001,0.6829999999999999,0.6829999999999999,20.0,0.0,21.0
