,wTargetMeanQDA,wTargetCovQDA,tPropQDA,AccLDAInd,AccQDAInd,AccLDAMulti,AccQDAMulti,AccLDAProp,AccQDAProp,AccLDALiu,AccQDALiu,AccLDAVidovic,AccQDAVidovic,person,times,shots
0,1.0,0.5954915028125263,2.2033965587615967,0.807,0.815,0.5,0.5,0.806,0.81,0.5,0.5,0.585,0.5,20.0,56.0,3.0
1,1.0,0.5592738567418889,2.893113613128662,0.806,0.814,0.5,0.5,0.805,0.82,0.5,0.5,0.576,0.5,20.0,56.0,4.0
2,1.0,0.5526108532016785,3.421685218811035,0.794,0.811,0.5,0.5,0.818,0.829,0.5,0.5,0.6,0.5,20.0,56.0,5.0
3,1.0,0.5557586019988419,3.991631507873535,0.787,0.784,0.5,0.5,0.825,0.82,0.5,0.5,0.597,0.5,20.0,56.0,6.0
4,1.0,0.5659169588399143,3.9077696800231934,0.808,0.786,0.5,0.5,0.836,0.829,0.5,0.5,0.55,0.5,20.0,56.0,7.0
5,1.0,0.5940219223928734,4.397433757781982,0.816,0.812,0.5,0.5,0.83,0.826,0.5,0.5,0.553,0.5,20.0,56.0,8.0
6,1.0,0.6199157641777668,4.173140287399292,0.805,0.809,0.5,0.5,0.826,0.824,0.5,0.5,0.533,0.5,20.0,56.0,9.0
7,1.0,0.6186721979272877,10.220925331115723,0.81,0.814,0.5,0.5,0.826,0.826,0.5,0.5,0.532,0.5,20.0,56.0,10.0
8,1.0,0.629635388146718,11.695593118667603,0.812,0.82,0.5,0.5,0.826,0.826,0.5,0.5,0.526,0.5,20.0,56.0,11.0
9,1.0,0.6401714478131488,9.216432332992554,0.809,0.813,0.5,0.5,0.824,0.827,0.5,0.5,0.526,0.5,20.0,56.0,12.0
10,1.0,0.641631454105256,5.617834091186523,0.823,0.823,0.5,0.5,0.839,0.833,0.5,0.5,0.514,0.5,20.0,56.0,13.0
11,1.0,0.6321692340063011,6.673764228820801,0.822,0.823,0.5,0.5,0.839,0.834,0.5,0.5,0.514,0.5,20.0,56.0,14.0
12,1.0,0.6320044703695387,5.797482967376709,0.808,0.813,0.5,0.5,0.825,0.829,0.5,0.5,0.528,0.5,20.0,56.0,15.0
13,1.0,0.626704751681199,7.320671319961548,0.808,0.812,0.5,0.5,0.824,0.827,0.5,0.5,0.528,0.5,20.0,56.0,16.0
14,1.0,0.6303626153351128,8.814667701721191,0.809,0.807,0.5,0.5,0.824,0.822,0.5,0.5,0.541,0.5,20.0,56.0,17.0
15,1.0,0.6510669599159737,10.986326456069946,0.808,0.811,0.5,0.5,0.825,0.824,0.5,0.5,0.53,0.5,20.0,56.0,18.0
16,1.0,0.649267063236201,9.082188606262207,0.808,0.812,0.5,0.5,0.821,0.819,0.5,0.5,0.54,0.5,20.0,56.0,19.0
17,1.0,0.6567487019221009,14.62229609489441,0.805,0.809,0.5,0.5,0.819,0.822,0.5,0.5,0.54,0.5,20.0,56.0,20.0
18,1.0,0.6534509459847526,8.240489482879639,0.805,0.809,0.5,0.5,0.82,0.822,0.5,0.5,0.544,0.5,20.0,56.0,21.0
19,1.0,0.6549306153501839,23.66387677192688,0.807,0.811,0.5,0.5,0.822,0.82,0.5,0.5,0.54,0.5,20.0,56.0,22.0
20,1.0,0.6530936207981408,33.571494340896606,0.824,0.822,0.5,0.5,0.833,0.825,0.5,0.5,0.528,0.5,20.0,56.0,23.0
21,1.0,0.6440848334788184,10.89143967628479,0.843,0.828,0.5,0.5,0.847,0.843,0.5,0.5,0.503,0.5,20.0,56.0,24.0
22,1.0,0.657782731531235,9.448410272598267,0.84,0.827,0.5,0.5,0.847,0.843,0.5,0.5,0.503,0.5,20.0,56.0,25.0
23,1.0,0.6591153054222989,11.611488580703735,0.842,0.827,0.5,0.5,0.847,0.84,0.5,0.5,0.503,0.5,20.0,56.0,26.0
24,1.0,0.6512817660616017,10.593694686889648,0.847,0.839,0.5,0.5,0.852,0.849,0.5,0.5,0.501,0.5,20.0,56.0,27.0
25,1.0,0.6407456572905768,13.362764358520508,0.852,0.844,0.5,0.5,0.854,0.852,0.5,0.5,0.5,0.5,20.0,56.0,28.0
26,1.0,0.663234129479317,13.289857625961304,0.855,0.841,0.5,0.5,0.855,0.852,0.5,0.5,0.5,0.5,20.0,56.0,29.0
27,1.0,0.65832458706341,12.956790685653687,0.854,0.848,0.5,0.5,0.854,0.853,0.5,0.5,0.5,0.5,20.0,56.0,30.0
28,1.0,0.6670357312337709,10.581509590148926,0.855,0.851,0.5,0.5,0.854,0.852,0.5,0.5,0.5,0.5,20.0,56.0,31.0
29,1.0,0.6706107963811044,12.632878065109253,0.852,0.85,0.5,0.5,0.854,0.853,0.5,0.5,0.5,0.5,20.0,56.0,32.0
30,1.0,0.6719742796210039,46.44394540786743,0.854,0.85,0.5,0.5,0.851,0.853,0.5,0.5,0.5,0.5,20.0,56.0,33.0
31,1.0,0.669770812963029,14.981538534164429,0.854,0.848,0.5,0.5,0.855,0.854,0.5,0.5,0.5,0.5,20.0,56.0,34.0
32,1.0,0.6901792807306385,16.682645082473755,0.849,0.845,0.5,0.5,0.851,0.847,0.5,0.5,0.5,0.5,20.0,56.0,35.0
33,1.0,0.683637801720872,22.191930532455444,0.852,0.843,0.5,0.5,0.849,0.849,0.5,0.5,0.5,0.5,20.0,56.0,36.0
34,1.0,0.6783984793135072,14.321972131729126,0.851,0.846,0.5,0.5,0.851,0.849,0.5,0.5,0.5,0.5,20.0,56.0,37.0
35,1.0,0.6809238250337981,15.675990104675293,0.853,0.843,0.5,0.5,0.85,0.849,0.5,0.5,0.5,0.5,20.0,56.0,38.0
36,1.0,0.6834925597764637,16.12327814102173,0.853,0.847,0.5,0.5,0.85,0.851,0.5,0.5,0.5,0.5,20.0,56.0,39.0
37,1.0,0.6856031918243446,16.841395378112793,0.848,0.849,0.5,0.5,0.849,0.849,0.5,0.5,0.5,0.5,20.0,56.0,40.0
38,1.0,0.6923825846470156,15.990660667419434,0.852,0.847,0.5,0.5,0.851,0.852,0.5,0.5,0.5,0.5,20.0,56.0,41.0
39,1.0,0.6877280677314197,18.93927311897278,0.849,0.846,0.5,0.5,0.849,0.85,0.5,0.5,0.5,0.5,20.0,56.0,42.0
40,1.0,0.6860701688806621,23.236188888549805,0.849,0.843,0.5,0.5,0.848,0.848,0.5,0.5,0.5,0.5,20.0,56.0,43.0
41,1.0,0.6848786528026571,31.69481134414673,0.851,0.839,0.5,0.5,0.851,0.847,0.5,0.5,0.5,0.5,20.0,56.0,44.0
42,1.0,0.6892549931622132,19.657443523406982,0.852,0.842,0.5,0.5,0.848,0.847,0.5,0.5,0.5,0.5,20.0,56.0,45.0
43,1.0,0.6918062323539564,18.031010389328003,0.85,0.843,0.5,0.5,0.85,0.846,0.5,0.5,0.5,0.5,20.0,56.0,46.0
44,1.0,0.6984154848943237,16.38569974899292,0.852,0.842,0.5,0.5,0.848,0.848,0.5,0.5,0.5,0.5,20.0,56.0,47.0
45,1.0,0.6921001785755245,37.08697271347046,0.853,0.84,0.5,0.5,0.849,0.846,0.5,0.5,0.5,0.5,20.0,56.0,48.0
46,1.0,0.6929673984900193,27.25259017944336,0.853,0.84,0.5,0.5,0.851,0.847,0.5,0.5,0.5,0.5,20.0,56.0,49.0
47,1.0,0.6935589781150496,17.881023406982422,0.851,0.837,0.5,0.5,0.851,0.846,0.5,0.5,0.5,0.5,20.0,56.0,50.0
48,1.0,0.6948859295254782,18.072072744369507,0.851,0.836,0.5,0.5,0.851,0.846,0.5,0.5,0.5,0.5,20.0,56.0,51.0
49,1.0,0.6955404208672084,15.906317949295044,0.853,0.835,0.5,0.5,0.85,0.845,0.5,0.5,0.5,0.5,20.0,56.0,52.0
