,wTargetMeanQDA,wTargetCovQDA,tPropQDA,AccLDAInd,AccQDAInd,AccLDAMulti,AccQDAMulti,AccLDAProp,AccQDAProp,AccLDALiu,AccQDALiu,AccLDAVidovic,AccQDAVidovic,person,times,shots
0,1.0,0.5,1.6628577709197998,0.812,0.501,0.5,0.5,0.805,0.732,0.5,0.5,0.5,0.5,20.0,77.0,3.0
1,1.0,0.5264068897441496,4.111939191818237,0.83,0.8,0.5,0.5,0.83,0.763,0.5,0.5,0.5,0.5,20.0,77.0,4.0
2,1.0,0.553956612173208,2.9894394874572754,0.822,0.612,0.5,0.5,0.822,0.737,0.5,0.5,0.5,0.209,20.0,77.0,5.0
3,1.0,0.6203583537403917,3.1638240814208984,0.8,0.531,0.5,0.5,0.797,0.652,0.5,0.5,0.5,0.5,20.0,77.0,6.0
4,1.0,0.5227938244316906,3.4542396068573,0.804,0.553,0.5,0.5,0.805,0.719,0.5,0.5,0.5,0.5,20.0,77.0,7.0
5,1.0,0.4891962222678199,4.439183712005615,0.808,0.745,0.5,0.5,0.824,0.808,0.5,0.5,0.5,0.5,20.0,77.0,8.0
6,1.0,0.5953700502809592,4.8185789585113525,0.804,0.779,0.5,0.5,0.816,0.801,0.5,0.5,0.5,0.5,20.0,77.0,9.0
7,1.0,0.6223164023704004,4.864054203033447,0.807,0.795,0.5,0.5,0.822,0.807,0.5,0.5,0.5,0.5,20.0,77.0,10.0
8,1.0,0.5967757349927958,4.841432094573975,0.811,0.802,0.5,0.5,0.819,0.813,0.5,0.5,0.5,0.5,20.0,77.0,11.0
9,1.0,0.6115560491415759,5.030149936676025,0.819,0.81,0.5,0.5,0.83,0.823,0.5,0.5,0.5,0.5,20.0,77.0,12.0
10,1.0,0.604538317804292,46.89768385887146,0.83,0.801,0.5,0.5,0.833,0.828,0.5,0.5,0.5,0.5,20.0,77.0,13.0
11,1.0,0.6330751700104451,7.735105752944946,0.832,0.816,0.5,0.5,0.838,0.831,0.5,0.5,0.5,0.498,20.0,77.0,14.0
12,1.0,0.6165448140639085,7.559911012649536,0.825,0.815,0.5,0.5,0.832,0.825,0.5,0.5,0.5,0.498,20.0,77.0,15.0
13,1.0,0.6287811250460456,6.938114881515503,0.831,0.82,0.5,0.5,0.835,0.825,0.5,0.5,0.5,0.497,20.0,77.0,16.0
14,1.0,0.6245679469082268,5.823664903640747,0.829,0.818,0.5,0.5,0.838,0.828,0.5,0.5,0.5,0.498,20.0,77.0,17.0
15,1.0,0.6430694911749104,67.7753918170929,0.835,0.831,0.5,0.5,0.844,0.841,0.5,0.5,0.5,0.497,20.0,77.0,18.0
16,1.0,0.6498304918191805,8.252853393554688,0.835,0.83,0.5,0.5,0.842,0.84,0.5,0.5,0.5,0.497,20.0,77.0,19.0
17,1.0,0.6457311994868122,73.61355185508728,0.84,0.83,0.5,0.5,0.843,0.843,0.5,0.5,0.5,0.497,20.0,77.0,20.0
18,1.0,0.6364028677403847,69.97508478164673,0.835,0.831,0.5,0.5,0.841,0.839,0.5,0.5,0.5,0.498,20.0,77.0,21.0
19,1.0,0.6296366305019985,24.943166971206665,0.835,0.832,0.5,0.5,0.837,0.839,0.5,0.5,0.5,0.498,20.0,77.0,22.0
20,1.0,0.6655770580122351,9.059622049331665,0.836,0.83,0.5,0.5,0.836,0.837,0.5,0.5,0.5,0.498,20.0,77.0,23.0
21,1.0,0.6413944097773563,9.436294555664062,0.842,0.831,0.5,0.5,0.841,0.843,0.5,0.5,0.5,0.498,20.0,77.0,24.0
22,1.0,0.654432960391332,9.965815544128418,0.842,0.827,0.5,0.5,0.843,0.846,0.5,0.5,0.5,0.498,20.0,77.0,25.0
23,1.0,0.6572478595374439,9.484233856201172,0.848,0.841,0.5,0.5,0.846,0.85,0.5,0.5,0.5,0.5,20.0,77.0,26.0
24,1.0,0.6740911877999303,11.65073823928833,0.844,0.837,0.5,0.5,0.842,0.848,0.5,0.5,0.5,0.497,20.0,77.0,27.0
25,1.0,0.6800798736851459,11.171209335327148,0.841,0.837,0.5,0.5,0.841,0.846,0.5,0.5,0.5,0.497,20.0,77.0,28.0
26,1.0,0.6786650890526134,11.817516088485718,0.84,0.843,0.5,0.5,0.841,0.847,0.5,0.5,0.5,0.497,20.0,77.0,29.0
27,1.0,0.681381408756474,11.518568277359009,0.842,0.845,0.5,0.5,0.841,0.846,0.5,0.5,0.5,0.497,20.0,77.0,30.0
28,1.0,0.683031276973175,11.911516189575195,0.841,0.844,0.5,0.5,0.841,0.846,0.5,0.5,0.5,0.497,20.0,77.0,31.0
29,1.0,0.6870314029143263,112.3640673160553,0.841,0.842,0.5,0.5,0.838,0.842,0.5,0.5,0.5,0.497,20.0,77.0,32.0
30,1.0,0.6812820346408843,13.327715635299683,0.838,0.838,0.5,0.5,0.839,0.842,0.5,0.5,0.5,0.498,20.0,77.0,33.0
31,1.0,0.6881280283978599,23.944162607192993,0.841,0.837,0.5,0.5,0.839,0.841,0.5,0.5,0.5,0.5,20.0,77.0,34.0
32,1.0,0.6844966011265923,34.93265199661255,0.839,0.835,0.5,0.5,0.838,0.838,0.5,0.5,0.5,0.5,20.0,77.0,35.0
33,1.0,0.6821353697848114,7.927840948104858,0.841,0.837,0.5,0.5,0.84,0.841,0.5,0.5,0.5,0.498,20.0,77.0,36.0
34,1.0,0.6977276388288849,8.793484687805176,0.838,0.839,0.5,0.5,0.837,0.839,0.5,0.5,0.5,0.498,20.0,77.0,37.0
35,1.0,0.6892628891617063,10.114949703216553,0.842,0.839,0.5,0.5,0.84,0.839,0.5,0.5,0.5,0.498,20.0,77.0,38.0
36,1.0,0.6904305209545022,8.9619882106781,0.841,0.837,0.5,0.5,0.841,0.84,0.5,0.5,0.5,0.498,20.0,77.0,39.0
37,1.0,0.6951596946486907,8.019632577896118,0.841,0.838,0.5,0.5,0.842,0.84,0.5,0.5,0.5,0.498,20.0,77.0,40.0
38,1.0,0.6895657927592498,8.968486785888672,0.841,0.834,0.5,0.5,0.841,0.836,0.5,0.5,0.5,0.498,20.0,77.0,41.0
39,1.0,0.6897365747655486,19.56379199028015,0.84,0.84,0.5,0.5,0.843,0.841,0.5,0.5,0.5,0.5,20.0,77.0,42.0
40,1.0,0.6887201203730345,8.580434083938599,0.843,0.836,0.5,0.5,0.843,0.838,0.5,0.5,0.5,0.498,20.0,77.0,43.0
41,1.0,0.6887361149258417,8.74833345413208,0.842,0.836,0.5,0.5,0.842,0.841,0.5,0.5,0.5,0.5,20.0,77.0,44.0
42,1.0,0.6900764430479571,8.88530707359314,0.841,0.837,0.5,0.5,0.841,0.839,0.5,0.5,0.5,0.5,20.0,77.0,45.0
43,1.0,0.692357738427248,9.163134098052979,0.838,0.84,0.5,0.5,0.839,0.842,0.5,0.5,0.5,0.5,20.0,77.0,46.0
44,1.0,0.6978209817931814,9.785362720489502,0.845,0.835,0.5,0.5,0.845,0.837,0.5,0.5,0.5,0.5,20.0,77.0,47.0
45,1.0,0.7023535101105827,8.154628992080688,0.846,0.824,0.5,0.5,0.845,0.834,0.5,0.5,0.5,0.5,20.0,77.0,48.0
46,1.0,0.7033249113363664,7.5353639125823975,0.845,0.825,0.5,0.5,0.846,0.834,0.5,0.5,0.5,0.5,20.0,77.0,49.0
47,1.0,0.7003282527428872,7.089981555938721,0.844,0.825,0.5,0.5,0.845,0.838,0.5,0.5,0.5,0.5,20.0,77.0,50.0
48,1.0,0.7055658191281001,8.980954647064209,0.84,0.834,0.5,0.5,0.84,0.837,0.5,0.5,0.5,0.5,20.0,77.0,51.0
49,1.0,0.7047923740723094,7.369956970214844,0.842,0.834,0.5,0.5,0.844,0.837,0.5,0.5,0.5,0.5,20.0,77.0,52.0
