,wTargetMeanQDA,wTargetCovQDA,tPropQDA,AccLDAInd,AccQDAInd,AccLDAMulti,AccQDAMulti,AccLDAProp,AccQDAProp,AccLDALiu,AccQDALiu,AccLDAVidovic,AccQDAVidovic,person,times,shots
0,0.5428932188134525,0.5,3.5244252681732178,0.606,0.587,0.5,0.5,0.829,0.824,0.575,0.797,0.777,0.5,20.0,57.0,3.0
1,0.7632034448720748,0.5264068897441496,5.851783275604248,0.802,0.559,0.5,0.5,0.853,0.823,0.778,0.75,0.5,0.5,20.0,57.0,4.0
2,0.5431881894062724,0.5915379254029385,13.904709815979004,0.778,0.762,0.5,0.5,0.832,0.833,0.665,0.816,0.609,0.5,20.0,57.0,5.0
3,0.5762856431499537,0.5957145711581553,3.2869298458099365,0.779,0.798,0.5,0.5,0.835,0.836,0.621,0.798,0.602,0.5,20.0,57.0,6.0
4,0.5833888155606501,0.6119540438892654,3.7349965572357178,0.822,0.819,0.5,0.5,0.84,0.843,0.721,0.804,0.539,0.5,20.0,57.0,7.0
5,0.5744967863088652,0.6135470584768816,2.9619219303131104,0.821,0.806,0.5,0.5,0.842,0.836,0.772,0.816,0.532,0.5,20.0,57.0,8.0
6,0.5873424935911438,0.6155146305282113,4.121685028076172,0.843,0.816,0.5,0.5,0.851,0.839,0.806,0.817,0.504,0.5,20.0,57.0,9.0
7,0.5735631111974724,0.5885768228075086,27.284534215927124,0.841,0.829,0.5,0.5,0.846,0.848,0.813,0.815,0.518,0.5,20.0,57.0,10.0
8,0.6075937880367406,0.6206449473482303,5.131284713745117,0.839,0.822,0.5,0.5,0.847,0.845,0.812,0.809,0.508,0.5,20.0,57.0,11.0
9,0.6149971823189158,0.6234428539958123,5.059021472930908,0.837,0.823,0.5,0.5,0.849,0.844,0.807,0.808,0.51,0.5,20.0,57.0,12.0
10,0.6248739060706442,0.6262775999843774,5.769866943359375,0.839,0.824,0.5,0.5,0.847,0.843,0.791,0.796,0.51,0.5,20.0,57.0,13.0
11,0.6279007560428305,0.6383445289044187,5.974590539932251,0.834,0.825,0.5,0.5,0.845,0.84,0.789,0.783,0.513,0.5,20.0,57.0,14.0
12,0.6308550456394962,0.6394777339861875,6.645256280899048,0.846,0.828,0.5,0.5,0.852,0.843,0.797,0.796,0.503,0.5,20.0,57.0,15.0
13,0.6337311316105163,0.6403889269292327,6.768076419830322,0.844,0.826,0.5,0.5,0.85,0.844,0.793,0.793,0.503,0.5,20.0,57.0,16.0
14,0.6313342489053386,0.6369122603248469,8.026270389556885,0.834,0.815,0.5,0.5,0.843,0.836,0.792,0.8,0.517,0.5,20.0,57.0,17.0
15,0.6366824042533519,0.633795559466271,69.49457216262817,0.834,0.815,0.5,0.5,0.843,0.835,0.799,0.797,0.517,0.5,20.0,57.0,18.0
16,0.6417763693170528,0.637747955362211,7.749662399291992,0.834,0.813,0.5,0.5,0.841,0.835,0.794,0.792,0.526,0.5,20.0,57.0,19.0
17,0.64653465942787,0.6488006588374716,9.083009958267212,0.834,0.826,0.5,0.5,0.842,0.84,0.8,0.797,0.518,0.5,20.0,57.0,20.0
18,0.648911050076475,0.6501276877163313,7.285709857940674,0.825,0.82,0.5,0.5,0.838,0.841,0.799,0.795,0.525,0.5,20.0,57.0,21.0
19,0.6493602417960971,0.6560656011666577,10.244362831115723,0.822,0.822,0.5,0.5,0.842,0.841,0.797,0.796,0.525,0.5,20.0,57.0,22.0
20,0.6517168460523063,0.6588642052584666,9.542872428894043,0.822,0.822,0.5,0.5,0.838,0.839,0.793,0.786,0.526,0.5,20.0,57.0,23.0
21,0.6540107261483882,0.6587511546043254,9.825252294540405,0.822,0.823,0.5,0.5,0.84,0.843,0.8,0.799,0.525,0.5,20.0,57.0,24.0
22,0.658412862539941,0.657396001743449,9.999081134796143,0.833,0.826,0.5,0.5,0.842,0.843,0.806,0.804,0.523,0.5,20.0,57.0,25.0
23,0.6363955167942734,0.6535315185861728,11.076124906539917,0.852,0.83,0.5,0.5,0.851,0.847,0.815,0.811,0.501,0.5,20.0,57.0,26.0
24,0.6395278931935096,0.6544905324203616,10.263561010360718,0.848,0.83,0.5,0.5,0.851,0.847,0.816,0.81,0.502,0.5,20.0,57.0,27.0
25,0.6632497867155591,0.6798496271514076,10.783670425415039,0.846,0.826,0.5,0.5,0.852,0.846,0.82,0.815,0.502,0.5,20.0,57.0,28.0
26,0.6471195748371443,0.6623695953517371,10.602644920349121,0.855,0.84,0.5,0.5,0.856,0.852,0.821,0.816,0.5,0.5,20.0,57.0,29.0
27,0.646157644939424,0.6586358910536686,102.49952411651611,0.857,0.841,0.5,0.5,0.857,0.854,0.825,0.823,0.5,0.5,20.0,57.0,30.0
28,0.6359674556389388,0.6497781281779518,110.93097376823425,0.859,0.843,0.5,0.5,0.854,0.854,0.824,0.822,0.5,0.5,20.0,57.0,31.0
29,0.6651477999770057,0.6708929610278234,11.712411165237427,0.859,0.853,0.5,0.5,0.855,0.854,0.83,0.825,0.5,0.5,20.0,57.0,32.0
30,0.6617953900000058,0.6653575293317606,117.53374671936035,0.857,0.857,0.5,0.5,0.854,0.853,0.833,0.828,0.5,0.5,20.0,57.0,33.0
31,0.6666555398638085,0.6690188775221674,35.891918420791626,0.855,0.854,0.5,0.5,0.854,0.851,0.834,0.829,0.5,0.5,20.0,57.0,34.0
32,0.6686896505894673,0.6699709201579472,18.38969349861145,0.856,0.852,0.5,0.5,0.854,0.852,0.834,0.829,0.5,0.5,20.0,57.0,35.0
