,wTargetMeanQDA,wTargetCovQDA,tPropQDA,AccLDAInd,AccQDAInd,AccLDAMulti,AccQDAMulti,AccLDAProp,AccQDAProp,AccLDALiu,AccQDALiu,AccLDAVidovic,AccQDAVidovic,person,times,shots
0,1.0,0.49999999999999994,1.6732306480407715,0.663,0.621,0.5,0.5,0.688,0.699,0.5,0.495,0.5,0.5,20.0,14.0,3.0
1,1.0,0.6104197651482846,2.538644790649414,0.694,0.638,0.5,0.5,0.753,0.719,0.5,0.421,0.5,0.466,20.0,14.0,4.0
2,1.0,0.5715189821098261,3.4223897457122803,0.768,0.624,0.5,0.5,0.816,0.772,0.5,0.5,0.5,0.5,20.0,14.0,5.0
3,1.0,0.5569084002334965,3.3407366275787354,0.752,0.608,0.5,0.5,0.803,0.782,0.5,0.5,0.5,0.5,20.0,14.0,6.0
4,1.0,0.5473374922185814,4.299097299575806,0.761,0.655,0.5,0.5,0.797,0.799,0.5,0.5,0.5,0.5,20.0,14.0,7.0
5,1.0,0.5071488787527676,4.476768255233765,0.765,0.777,0.5,0.5,0.814,0.813,0.5,0.497,0.5,0.5,20.0,14.0,8.0
6,1.0,0.5295435907093722,4.476702928543091,0.776,0.787,0.5,0.5,0.814,0.817,0.5,0.188,0.5,0.442,20.0,14.0,9.0
7,1.0,0.5889262588456994,21.907745599746704,0.777,0.782,0.5,0.5,0.808,0.812,0.5,0.458,0.5,0.428,20.0,14.0,10.0
8,1.0,0.5974649017849136,29.1429181098938,0.777,0.783,0.5,0.5,0.823,0.816,0.5,0.259,0.5,0.493,20.0,14.0,11.0
9,1.0,0.6081565338954669,20.221768379211426,0.796,0.777,0.5,0.5,0.816,0.819,0.5,0.5,0.5,0.5,20.0,14.0,12.0
10,1.0,0.6035573509126695,25.158437967300415,0.833,0.774,0.5,0.5,0.842,0.822,0.5,0.5,0.5,0.5,20.0,14.0,13.0
11,1.0,0.6084071781770901,24.473782539367676,0.833,0.772,0.5,0.5,0.842,0.82,0.5,0.5,0.5,0.5,20.0,14.0,14.0
12,1.0,0.614429524368288,31.78357434272766,0.82,0.775,0.5,0.5,0.829,0.814,0.5,0.5,0.5,0.5,20.0,14.0,15.0
13,1.0,0.6180421616315195,7.191876649856567,0.8,0.767,0.5,0.5,0.816,0.805,0.5,0.5,0.5,0.5,20.0,14.0,16.0
14,1.0,0.6218803775211221,6.688875913619995,0.802,0.767,0.5,0.5,0.821,0.808,0.5,0.5,0.5,0.5,20.0,14.0,17.0
15,1.0,0.6255141962224252,6.960345506668091,0.805,0.775,0.5,0.5,0.827,0.813,0.5,0.5,0.5,0.5,20.0,14.0,18.0
16,1.0,0.6323837955213533,7.797730922698975,0.816,0.78,0.5,0.5,0.831,0.824,0.5,0.5,0.5,0.5,20.0,14.0,19.0
17,1.0,0.643246474264263,8.62171983718872,0.802,0.772,0.5,0.5,0.826,0.818,0.5,0.5,0.5,0.5,20.0,14.0,20.0
18,1.0,0.6384650684763556,8.061774015426636,0.816,0.776,0.5,0.5,0.831,0.822,0.5,0.5,0.5,0.5,20.0,14.0,21.0
19,1.0,0.6441479310622662,8.976456642150879,0.83,0.777,0.5,0.5,0.835,0.822,0.5,0.5,0.5,0.5,20.0,14.0,22.0
20,1.0,0.6406066536573197,8.775325298309326,0.831,0.811,0.5,0.5,0.832,0.834,0.5,0.487,0.5,0.496,20.0,14.0,23.0
21,1.0,0.6491304785626899,9.013028144836426,0.835,0.818,0.5,0.5,0.838,0.832,0.5,0.449,0.5,0.489,20.0,14.0,24.0
22,1.0,0.6521961846467629,8.083410024642944,0.834,0.82,0.5,0.5,0.838,0.832,0.5,0.46,0.5,0.485,20.0,14.0,25.0
23,1.0,0.6656539209784912,9.95022702217102,0.837,0.821,0.5,0.5,0.843,0.826,0.5,0.522,0.5,0.482,20.0,14.0,26.0
24,1.0,0.658639864519515,44.81566143035889,0.842,0.818,0.5,0.5,0.841,0.826,0.5,0.489,0.5,0.49,20.0,14.0,27.0
25,1.0,0.647175585941691,12.597052335739136,0.842,0.82,0.5,0.5,0.841,0.835,0.5,0.553,0.5,0.48,20.0,14.0,28.0
26,1.0,0.659464462966097,11.124775648117065,0.84,0.829,0.5,0.5,0.847,0.847,0.5,0.551,0.5,0.459,20.0,14.0,29.0
27,1.0,0.6467250975433643,12.061999082565308,0.839,0.826,0.5,0.5,0.846,0.847,0.5,0.565,0.5,0.465,20.0,14.0,30.0
28,1.0,0.6501585827889786,47.51745533943176,0.84,0.828,0.5,0.5,0.843,0.842,0.5,0.549,0.5,0.451,20.0,14.0,31.0
29,1.0,0.6677353736311196,49.76706004142761,0.844,0.829,0.5,0.5,0.846,0.842,0.5,0.53,0.5,0.543,20.0,14.0,32.0
30,1.0,0.6739562041053724,13.204962491989136,0.845,0.829,0.5,0.5,0.845,0.84,0.5,0.531,0.5,0.544,20.0,14.0,33.0
31,1.0,0.6691812368493038,12.94372296333313,0.843,0.83,0.5,0.5,0.841,0.846,0.5,0.524,0.5,0.511,20.0,14.0,34.0
32,1.0,0.671569719600681,11.90411376953125,0.843,0.829,0.5,0.5,0.841,0.845,0.5,0.517,0.5,0.517,20.0,14.0,35.0
33,1.0,0.6725987150794368,12.467090129852295,0.842,0.828,0.5,0.5,0.841,0.844,0.5,0.521,0.5,0.487,20.0,14.0,36.0
34,1.0,0.6750610231136072,12.592590808868408,0.845,0.832,0.5,0.5,0.846,0.846,0.5,0.516,0.5,0.432,20.0,14.0,37.0
35,1.0,0.6566310458607794,13.163098096847534,0.844,0.837,0.5,0.5,0.848,0.848,0.5,0.515,0.5,0.429,20.0,14.0,38.0
36,1.0,0.668247644465189,13.590031623840332,0.842,0.834,0.5,0.5,0.841,0.846,0.5,0.519,0.5,0.411,20.0,14.0,39.0
37,1.0,0.6701856520246678,14.908687353134155,0.843,0.843,0.5,0.5,0.852,0.852,0.5,0.501,0.5,0.366,20.0,14.0,40.0
38,1.0,0.6823641266154803,13.616961479187012,0.843,0.84,0.5,0.5,0.851,0.854,0.5,0.503,0.5,0.396,20.0,14.0,41.0
39,1.0,0.6859615861907815,47.07367181777954,0.84,0.843,0.5,0.5,0.848,0.851,0.5,0.503,0.5,0.467,20.0,14.0,42.0
40,1.0,0.6879321329984491,7.907541513442993,0.839,0.844,0.5,0.5,0.85,0.854,0.5,0.502,0.5,0.471,20.0,14.0,43.0
41,1.0,0.6900261309869222,8.053330898284912,0.84,0.844,0.5,0.5,0.85,0.848,0.5,0.501,0.5,0.443,20.0,14.0,44.0
42,1.0,0.6912009477429233,6.827061891555786,0.848,0.853,0.5,0.5,0.856,0.856,0.5,0.5,0.5,0.501,20.0,14.0,45.0
43,1.0,0.6924305008889664,6.454307556152344,0.854,0.853,0.5,0.5,0.856,0.858,0.5,0.5,0.5,0.5,20.0,14.0,46.0
44,1.0,0.694021166174456,12.032630205154419,0.851,0.855,0.5,0.5,0.856,0.858,0.5,0.5,0.5,0.5,20.0,14.0,47.0
45,1.0,0.6932269948063912,6.8065197467803955,0.852,0.853,0.5,0.5,0.854,0.858,0.5,0.5,0.5,0.5,20.0,14.0,48.0
46,1.0,0.6958261244125987,12.335600852966309,0.851,0.852,0.5,0.5,0.855,0.857,0.5,0.5,0.5,0.5,20.0,14.0,49.0
47,1.0,0.694299466552911,9.007786989212036,0.852,0.854,0.5,0.5,0.854,0.859,0.5,0.5,0.5,0.5,20.0,14.0,50.0
48,1.0,0.6996478968296276,8.65504503250122,0.855,0.853,0.5,0.5,0.856,0.859,0.5,0.5,0.5,0.5,20.0,14.0,51.0
49,1.0,0.6998971417634767,11.761245012283325,0.856,0.855,0.5,0.5,0.854,0.86,0.5,0.5,0.5,0.5,20.0,14.0,52.0
