,Unnamed: 0,wTargetMeanQDA,wTargetCovQDA,tPropQDA,AccLDAInd,AccQDAInd,AccLDAMulti,AccQDAMulti,AccLDAProp,AccQDAProp,AccLDALiu,AccQDALiu,AccLDAVidovic,AccQDAVidovic,person,times,shots
0,0,0.75,0.5,1.1031029224395752,0.737,0.505,0.8420000000000001,0.8440000000000001,0.841,0.838,0.8290000000000001,0.821,0.789,0.7659999999999999,20.0,0.0,3.0
1,1,0.6363255923802131,0.5264068897441496,2.3074615001678467,0.762,0.613,0.8420000000000001,0.8440000000000001,0.8220000000000001,0.816,0.8190000000000001,0.8170000000000001,0.792,0.723,20.0,0.0,4.0
2,2,0.5680380579203219,0.5431881894062724,3.317742824554444,0.821,0.72,0.8420000000000001,0.8440000000000001,0.841,0.8390000000000001,0.8390000000000001,0.8440000000000001,0.8340000000000001,0.775,20.0,0.0,5.0
3,3,0.6012491174543987,0.5557586019988419,3.561457395553589,0.836,0.723,0.8420000000000001,0.8440000000000001,0.846,0.846,0.8490000000000001,0.847,0.847,0.775,20.0,0.0,6.0
4,4,0.5910563075788635,0.5659169588399144,3.9000649452209473,0.8320000000000001,0.71,0.8420000000000001,0.8440000000000001,0.846,0.836,0.848,0.8420000000000001,0.838,0.773,20.0,0.0,7.0
5,5,0.5896930108317902,0.5744967863088654,4.168637037277222,0.8340000000000001,0.8140000000000001,0.8420000000000001,0.8440000000000001,0.847,0.843,0.848,0.847,0.84,0.8340000000000001,20.0,0.0,8.0
6,6,0.5953915097880919,0.58195652843061,4.7521071434021,0.8320000000000001,0.809,0.8420000000000001,0.8440000000000001,0.847,0.843,0.846,0.848,0.838,0.833,20.0,0.0,9.0
7,7,0.611986922834701,0.5885768228075086,5.266419172286987,0.8320000000000001,0.795,0.8420000000000001,0.8440000000000001,0.8420000000000001,0.84,0.846,0.8440000000000001,0.838,0.8320000000000001,20.0,0.0,10.0
8,8,0.6151471883750236,0.594542628725251,6.093905687332152,0.812,0.789,0.8420000000000001,0.8440000000000001,0.8370000000000001,0.836,0.8420000000000001,0.84,0.8340000000000001,0.82,20.0,0.0,11.0
9,9,0.6100565327196654,0.599982639915076,5.150782585144043,0.807,0.799,0.8420000000000001,0.8440000000000001,0.835,0.836,0.8390000000000001,0.8390000000000001,0.83,0.8190000000000001,20.0,0.0,12.0
10,10,0.6142302082066718,0.6049902042564327,7.965336322784424,0.813,0.809,0.8420000000000001,0.8440000000000001,0.835,0.8370000000000001,0.8390000000000001,0.841,0.8320000000000001,0.823,20.0,0.0,13.0
11,11,0.6181658399637778,0.6271149587119762,8.842062950134277,0.81,0.799,0.8420000000000001,0.8440000000000001,0.8290000000000001,0.8320000000000001,0.836,0.833,0.8270000000000001,0.8170000000000001,20.0,0.0,14.0
12,12,0.6346808235060236,0.6144079041267152,6.0875587463378915,0.823,0.809,0.8420000000000001,0.8440000000000001,0.835,0.835,0.8390000000000001,0.8390000000000001,0.833,0.8270000000000001,20.0,0.0,15.0
13,13,0.625683234576582,0.6094565601025961,7.032785177230835,0.8340000000000001,0.8270000000000001,0.8420000000000001,0.8440000000000001,0.8420000000000001,0.84,0.846,0.8420000000000001,0.8390000000000001,0.8320000000000001,20.0,0.0,16.0
14,14,0.6403437374420278,0.6222632396816206,7.344332456588745,0.8340000000000001,0.8340000000000001,0.8420000000000001,0.8440000000000001,0.843,0.8390000000000001,0.847,0.8440000000000001,0.8390000000000001,0.835,20.0,0.0,17.0
15,15,0.6273462644184017,0.6071975247714282,8.115647077560425,0.838,0.8390000000000001,0.8420000000000001,0.8440000000000001,0.847,0.84,0.848,0.8420000000000001,0.843,0.835,20.0,0.0,18.0
16,16,0.6262555645510073,0.6176343709239879,46.26081681251526,0.838,0.8370000000000001,0.8420000000000001,0.8440000000000001,0.847,0.84,0.847,0.841,0.843,0.836,20.0,0.0,19.0
17,17,0.6335386988124712,0.6244216157950865,13.409242868423462,0.8340000000000001,0.838,0.8420000000000001,0.8440000000000001,0.845,0.838,0.8440000000000001,0.8390000000000001,0.8390000000000001,0.835,20.0,0.0,20.0
18,18,0.6342391529698375,0.6274169657209843,8.914066791534424,0.8370000000000001,0.836,0.8420000000000001,0.8440000000000001,0.846,0.836,0.848,0.841,0.8420000000000001,0.8340000000000001,20.0,0.0,21.0
19,19,0.6243759888177429,0.6183741055021277,10.021723747253418,0.841,0.8340000000000001,0.8420000000000001,0.8440000000000001,0.845,0.8390000000000001,0.848,0.841,0.841,0.835,20.0,0.0,22.0
20,20,0.6299600030377643,0.6224161299514048,7.223886489868164,0.84,0.835,0.8420000000000001,0.8440000000000001,0.8440000000000001,0.8390000000000001,0.848,0.8440000000000001,0.845,0.8370000000000001,20.0,0.0,23.0
21,21,0.656456140087531,0.6408790250214647,90.57017135620116,0.8440000000000001,0.8320000000000001,0.8420000000000001,0.8440000000000001,0.8490000000000001,0.841,0.85,0.8420000000000001,0.847,0.838,20.0,0.0,24.0
22,22,0.6560787356746828,0.6418499775131288,10.321660757064821,0.841,0.836,0.8420000000000001,0.8440000000000001,0.8490000000000001,0.841,0.848,0.843,0.848,0.8340000000000001,20.0,0.0,25.0
23,23,0.6564254364712041,0.6431995956931256,8.939606428146364,0.841,0.8370000000000001,0.8420000000000001,0.8440000000000001,0.8490000000000001,0.8390000000000001,0.848,0.84,0.848,0.8320000000000001,20.0,0.0,26.0
24,24,0.652906335329433,0.6443155509565962,11.85018515586853,0.84,0.838,0.8420000000000001,0.8440000000000001,0.848,0.8440000000000001,0.848,0.8440000000000001,0.845,0.8370000000000001,20.0,0.0,27.0
25,25,0.6581867624943291,0.6451837614340149,12.519429683685305,0.8370000000000001,0.8370000000000001,0.8420000000000001,0.8440000000000001,0.847,0.838,0.851,0.843,0.843,0.8340000000000001,20.0,0.0,28.0
26,26,0.659649024158081,0.6526268597755531,11.417615413665773,0.8370000000000001,0.838,0.8420000000000001,0.8440000000000001,0.848,0.841,0.851,0.846,0.843,0.838,20.0,0.0,29.0
27,27,0.6707472230462829,0.6575800328673652,11.000994443893433,0.8440000000000001,0.8370000000000001,0.8420000000000001,0.8440000000000001,0.8490000000000001,0.843,0.8490000000000001,0.845,0.846,0.836,20.0,0.0,30.0
28,28,0.6728193335233326,0.6538074619453087,12.97068738937378,0.8440000000000001,0.84,0.8420000000000001,0.8440000000000001,0.851,0.845,0.848,0.846,0.8490000000000001,0.8370000000000001,20.0,0.0,31.0
29,29,0.6765773082883888,0.6560185837588265,11.504462003707886,0.8540000000000001,0.845,0.8420000000000001,0.8440000000000001,0.8490000000000001,0.8490000000000001,0.848,0.848,0.8490000000000001,0.841,20.0,0.0,32.0
30,30,0.6845146213403621,0.6624115622809479,11.978748321533205,0.853,0.847,0.8420000000000001,0.8440000000000001,0.851,0.848,0.85,0.848,0.852,0.8420000000000001,20.0,0.0,33.0
31,31,0.6859224300382782,0.6673981685663897,14.052881002426147,0.851,0.847,0.8420000000000001,0.843,0.85,0.852,0.85,0.8490000000000001,0.851,0.841,20.0,0.0,34.0
32,32,0.6850994844339763,0.6685339775707095,96.28161811828613,0.852,0.846,0.8420000000000001,0.843,0.85,0.852,0.8490000000000001,0.8490000000000001,0.852,0.841,20.0,0.0,35.0
33,33,0.6864348557004095,0.6704616973218627,128.31200242042542,0.852,0.846,0.8420000000000001,0.843,0.85,0.8490000000000001,0.85,0.8490000000000001,0.852,0.843,20.0,0.0,36.0
34,34,0.685905451517866,0.6730412533542567,16.667583227157593,0.851,0.846,0.8420000000000001,0.843,0.85,0.85,0.848,0.848,0.8490000000000001,0.8420000000000001,20.0,0.0,37.0
35,35,0.6826090659109432,0.6674517575040284,68.01828241348268,0.85,0.848,0.8420000000000001,0.843,0.851,0.851,0.851,0.851,0.85,0.8420000000000001,20.0,0.0,38.0
36,36,0.6843207696401157,0.6695463826747352,15.376749277114868,0.85,0.848,0.8420000000000001,0.843,0.85,0.85,0.85,0.85,0.85,0.841,20.0,0.0,39.0
37,37,0.6929101228172615,0.6786647117658076,14.530071258544922,0.85,0.848,0.8420000000000001,0.843,0.851,0.8490000000000001,0.851,0.851,0.85,0.838,20.0,0.0,40.0
38,38,0.6941512942858139,0.6804008488963853,13.938157081604006,0.848,0.845,0.8420000000000001,0.843,0.85,0.853,0.85,0.85,0.85,0.838,20.0,0.0,41.0
39,39,0.7021729385547169,0.6821015979480289,13.352109909057615,0.85,0.843,0.8420000000000001,0.843,0.85,0.852,0.85,0.85,0.85,0.84,20.0,0.0,42.0
40,40,0.6966807853112282,0.6806422604769826,13.948314189910887,0.848,0.846,0.8420000000000001,0.843,0.8490000000000001,0.847,0.8490000000000001,0.851,0.85,0.838,20.0,0.0,43.0
41,41,0.6916228002369749,0.6727382585102882,11.66515040397644,0.852,0.841,0.8420000000000001,0.843,0.852,0.846,0.85,0.847,0.852,0.836,20.0,0.0,44.0
42,42,0.6987967667742006,0.6814735794487976,13.797056913375854,0.851,0.841,0.8420000000000001,0.843,0.851,0.847,0.85,0.85,0.851,0.8370000000000001,20.0,0.0,45.0
43,43,0.6892795062353563,0.6808957077683895,11.377557516098022,0.8490000000000001,0.846,0.8420000000000001,0.843,0.8490000000000001,0.85,0.851,0.8490000000000001,0.8490000000000001,0.838,20.0,0.0,46.0
44,44,0.6953973243758762,0.6888043355403105,12.765549898147585,0.847,0.845,0.8420000000000001,0.843,0.8490000000000001,0.847,0.85,0.8490000000000001,0.8490000000000001,0.838,20.0,0.0,47.0
45,45,0.6970774812399779,0.6909316020555362,8.26821231842041,0.847,0.843,0.8420000000000001,0.843,0.8490000000000001,0.848,0.852,0.85,0.85,0.838,20.0,0.0,48.0
46,46,0.6985838752700462,0.6910620635424607,10.656527757644652,0.847,0.8420000000000001,0.8420000000000001,0.843,0.8490000000000001,0.847,0.85,0.85,0.848,0.838,20.0,0.0,49.0
47,47,0.7001962638662897,0.6917843302775313,11.17409896850586,0.845,0.84,0.8420000000000001,0.843,0.8490000000000001,0.848,0.852,0.851,0.851,0.8370000000000001,20.0,0.0,50.0
48,48,0.697051868982957,0.6862766851484084,9.965793132781982,0.843,0.841,0.8420000000000001,0.843,0.8490000000000001,0.851,0.851,0.851,0.851,0.8340000000000001,20.0,0.0,51.0
49,49,0.7038572104410528,0.693995734457741,7.23094367980957,0.848,0.8420000000000001,0.8420000000000001,0.843,0.8490000000000001,0.847,0.85,0.85,0.848,0.8370000000000001,20.0,0.0,52.0
50,0,0.5920786642803111,0.5,3.953248023986816,0.782,0.625,0.8420000000000001,0.8440000000000001,0.836,0.83,0.83,0.8270000000000001,0.8140000000000001,0.7120000000000001,20.0,1.0,3.0
51,1,0.5578614768626861,0.5264068897441496,3.2260248661041264,0.8370000000000001,0.745,0.8420000000000001,0.8440000000000001,0.851,0.843,0.8490000000000001,0.845,0.853,0.787,20.0,1.0,4.0
52,2,0.5712730023962944,0.5431881894062724,3.081620454788208,0.846,0.73,0.8420000000000001,0.8440000000000001,0.851,0.851,0.851,0.8540000000000001,0.8490000000000001,0.787,20.0,1.0,5.0
53,3,0.5762856431499537,0.5557586019988419,3.42271089553833,0.8370000000000001,0.716,0.8420000000000001,0.8440000000000001,0.853,0.8440000000000001,0.8540000000000001,0.848,0.8490000000000001,0.779,20.0,1.0,6.0
54,4,0.5833888155606501,0.5659169588399144,3.750623941421509,0.8390000000000001,0.809,0.8420000000000001,0.8440000000000001,0.8490000000000001,0.845,0.8490000000000001,0.8490000000000001,0.84,0.838,20.0,1.0,7.0
55,5,0.5896930108317902,0.5744967863088654,4.690523386001587,0.8390000000000001,0.8,0.8420000000000001,0.8440000000000001,0.848,0.846,0.851,0.85,0.843,0.8390000000000001,20.0,1.0,8.0
56,6,0.5890820809805792,0.58195652843061,5.4771599769592285,0.828,0.792,0.8420000000000001,0.8440000000000001,0.8440000000000001,0.838,0.853,0.846,0.835,0.833,20.0,1.0,9.0
57,7,0.6034731129826809,0.5885768228075086,5.22578239440918,0.82,0.7959999999999999,0.8420000000000001,0.8440000000000001,0.8390000000000001,0.835,0.84,0.843,0.836,0.825,20.0,1.0,10.0
58,8,0.6131149356548959,0.594542628725251,5.735017538070679,0.8140000000000001,0.812,0.8420000000000001,0.8440000000000001,0.84,0.84,0.84,0.8440000000000001,0.8320000000000001,0.826,20.0,1.0,11.0
59,9,0.6100565327196654,0.599982639915076,4.98280143737793,0.8170000000000001,0.8170000000000001,0.8420000000000001,0.8440000000000001,0.84,0.84,0.8420000000000001,0.84,0.835,0.8290000000000001,20.0,1.0,12.0
60,10,0.6142302082066718,0.605505175200244,20.53310513496399,0.8170000000000001,0.81,0.8420000000000001,0.8440000000000001,0.8340000000000001,0.8320000000000001,0.8370000000000001,0.836,0.83,0.8290000000000001,20.0,1.0,13.0
61,11,0.6267167727158012,0.609635300459046,7.408692359924316,0.8270000000000001,0.812,0.8420000000000001,0.8440000000000001,0.84,0.8370000000000001,0.841,0.84,0.833,0.828,20.0,1.0,14.0
62,12,0.6145451808233602,0.5970138759698578,7.558612108230591,0.8370000000000001,0.83,0.8420000000000001,0.8440000000000001,0.8420000000000001,0.836,0.847,0.8420000000000001,0.838,0.836,20.0,1.0,15.0
63,13,0.6353962324473779,0.6149655448711857,8.304745674133299,0.8390000000000001,0.8370000000000001,0.8420000000000001,0.8440000000000001,0.846,0.8390000000000001,0.847,0.845,0.84,0.835,20.0,1.0,16.0
64,14,0.6375230897233746,0.6130943303680769,8.844252109527588,0.84,0.835,0.8420000000000001,0.8440000000000001,0.848,0.84,0.847,0.841,0.841,0.835,20.0,1.0,17.0
65,15,0.6374444573490592,0.6176438858263709,7.943242073059082,0.8420000000000001,0.8320000000000001,0.8420000000000001,0.8440000000000001,0.848,0.8420000000000001,0.847,0.841,0.843,0.8370000000000001,20.0,1.0,18.0
66,16,0.6404985087090301,0.6230142604439064,22.65345978736877,0.84,0.8340000000000001,0.8420000000000001,0.8440000000000001,0.847,0.8390000000000001,0.846,0.841,0.84,0.8340000000000001,20.0,1.0,19.0
