,wTargetMeanQDA,wTargetCovQDA,tPropQDA,AccLDAInd,AccQDAInd,AccLDAMulti,AccQDAMulti,AccLDAProp,AccQDAProp,AccLDALiu,AccQDALiu,AccLDAVidovic,AccQDAVidovic,person,times,shots
0,0.7850111788433649,0.5,3.9558417797088623,0.836,0.537,0.574,0.581,0.708,0.746,0.841,0.829,0.5,0.5,20.0,6.0,3.0
1,0.8028563206218076,0.5264068897441496,2.9998579025268555,0.822,0.558,0.574,0.581,0.778,0.774,0.837,0.831,0.5,0.502,20.0,6.0,4.0
2,0.5680380579203219,0.5680380579203219,3.3866307735443115,0.852,0.844,0.574,0.581,0.849,0.849,0.843,0.842,0.5,0.5,20.0,6.0,5.0
3,0.5557586019988419,0.5557586019988419,3.5561869144439697,0.854,0.845,0.574,0.581,0.853,0.848,0.839,0.844,0.5,0.5,20.0,6.0,6.0
4,0.5659169588399144,0.5659169588399144,3.8951222896575928,0.847,0.841,0.574,0.581,0.85,0.846,0.841,0.846,0.5,0.5,20.0,6.0,7.0
5,0.5896930108317902,0.5896930108317902,20.858919858932495,0.844,0.841,0.574,0.581,0.846,0.845,0.845,0.849,0.5,0.58,20.0,6.0,8.0
6,0.5953915097880919,0.5960350319278305,4.849186420440674,0.839,0.821,0.574,0.581,0.847,0.842,0.847,0.842,0.5,0.48,20.0,6.0,9.0
7,0.5713057402057242,0.5781015850265783,5.71890115737915,0.844,0.815,0.574,0.581,0.853,0.845,0.846,0.845,0.5,0.491,20.0,6.0,10.0
8,0.5745322268983608,0.594542628725251,14.104838609695435,0.842,0.808,0.574,0.581,0.855,0.845,0.845,0.845,0.5,0.491,20.0,6.0,11.0
9,0.6034079185819603,0.599982639915076,5.8065690994262695,0.836,0.81,0.574,0.581,0.848,0.846,0.85,0.847,0.5,0.494,20.0,6.0,12.0
10,0.6049902042564328,0.592398737353415,5.703186988830566,0.839,0.834,0.574,0.581,0.855,0.854,0.85,0.851,0.5,0.408,20.0,6.0,13.0
11,0.5879640863878481,0.595902341272788,32.68072986602783,0.839,0.841,0.574,0.581,0.854,0.856,0.85,0.85,0.5,0.189,20.0,6.0,14.0
12,0.6045976087139684,0.6004015827175806,17.907203674316406,0.837,0.836,0.574,0.581,0.854,0.857,0.848,0.851,0.5,0.385,20.0,6.0,15.0
13,0.6082744206014621,0.5994555784998088,7.651962995529175,0.846,0.847,0.574,0.581,0.853,0.855,0.847,0.848,0.5,0.455,20.0,6.0,16.0
14,0.6180961360583099,0.6042024319669328,6.839003801345825,0.845,0.839,0.574,0.581,0.847,0.85,0.847,0.845,0.5,0.498,20.0,6.0,17.0
15,0.6255141962224252,0.6158648598466867,7.617791175842285,0.838,0.834,0.574,0.581,0.847,0.851,0.847,0.845,0.5,0.5,20.0,6.0,18.0
16,0.6464274308000445,0.6388193204940849,7.8158605098724365,0.836,0.829,0.574,0.581,0.843,0.844,0.847,0.845,0.5,0.499,20.0,6.0,19.0
17,0.6332045891260683,0.635061744472601,7.230897903442383,0.841,0.838,0.574,0.581,0.846,0.85,0.848,0.845,0.5,0.497,20.0,6.0,20.0
18,0.6355847912289498,0.6363827983833295,7.061087131500244,0.839,0.835,0.574,0.581,0.847,0.852,0.849,0.842,0.5,0.499,20.0,6.0,21.0
19,0.6494988110035687,0.6436179866251359,8.432026624679565,0.841,0.831,0.574,0.581,0.847,0.849,0.846,0.843,0.5,0.499,20.0,6.0,22.0
20,0.6543076364704619,0.6480258871086287,9.999135971069336,0.84,0.827,0.574,0.581,0.844,0.847,0.845,0.843,0.5,0.499,20.0,6.0,23.0
21,0.6530434713956748,0.6504167833914064,10.068360090255737,0.84,0.829,0.574,0.581,0.847,0.846,0.848,0.841,0.5,0.498,20.0,6.0,24.0
22,0.6528011322185066,0.6533787712428263,10.476763486862183,0.837,0.829,0.574,0.581,0.845,0.845,0.85,0.842,0.5,0.484,20.0,6.0,25.0
23,0.6539050431434601,0.6553472372943463,10.785517692565918,0.834,0.832,0.574,0.581,0.843,0.85,0.849,0.843,0.5,0.46,20.0,6.0,26.0
24,0.655156917024731,0.6570944977481491,19.89349865913391,0.834,0.834,0.574,0.581,0.84,0.847,0.847,0.844,0.5,0.483,20.0,6.0,27.0
25,0.6595365670158196,0.653952445669677,15.663253545761108,0.842,0.823,0.574,0.581,0.846,0.844,0.848,0.842,0.5,0.498,20.0,6.0,28.0
26,0.6600951122459797,0.6613463922746649,11.020660877227783,0.845,0.826,0.574,0.581,0.855,0.846,0.848,0.843,0.5,0.497,20.0,6.0,29.0
27,0.6603166923371806,0.6634052206038816,12.346140623092651,0.839,0.829,0.574,0.581,0.851,0.847,0.85,0.843,0.5,0.497,20.0,6.0,30.0
28,0.6642837822982519,0.6636423508575134,14.057575702667236,0.836,0.817,0.574,0.581,0.84,0.843,0.85,0.844,0.5,0.497,20.0,6.0,31.0
29,0.6767949842057236,0.6770640180536468,12.22488784790039,0.833,0.82,0.574,0.581,0.84,0.842,0.85,0.843,0.5,0.5,20.0,6.0,32.0
30,0.6674868190352481,0.6693919835831879,12.735603332519531,0.834,0.82,0.574,0.581,0.84,0.842,0.85,0.844,0.5,0.5,20.0,6.0,33.0
31,0.6686367263499368,0.6714989434145,13.031567811965942,0.834,0.817,0.574,0.581,0.84,0.844,0.85,0.844,0.5,0.5,20.0,6.0,34.0
32,0.6798082939709953,0.6798663947884314,10.614655494689941,0.835,0.821,0.574,0.581,0.841,0.845,0.85,0.843,0.5,0.5,20.0,6.0,35.0
33,0.6725504261654129,0.675954147280052,17.71766996383667,0.834,0.819,0.574,0.581,0.841,0.845,0.849,0.843,0.5,0.5,20.0,6.0,36.0
34,0.6818586276912821,0.6852557578542302,13.984012842178345,0.832,0.822,0.574,0.581,0.84,0.843,0.849,0.844,0.5,0.5,20.0,6.0,37.0
35,0.6837591241375669,0.6857346185487441,12.955051183700562,0.831,0.826,0.574,0.581,0.846,0.843,0.85,0.839,0.5,0.5,20.0,6.0,38.0
36,0.6755950623497988,0.6848570881576801,15.702584981918335,0.832,0.835,0.574,0.581,0.845,0.849,0.85,0.844,0.5,0.483,20.0,6.0,39.0
