,wTargetMeanQDA,wTargetCovQDA,tPropQDA,AccLDAInd,AccQDAInd,AccLDAMulti,AccQDAMulti,AccLDAProp,AccQDAProp,AccLDALiu,AccQDALiu,AccLDAVidovic,AccQDAVidovic,person,times,shots
0,0.5,0.5,1.43746018409729,0.789,0.722,0.5,0.5,0.838,0.839,0.782,0.776,0.564,0.464,20.0,78.0,3.0
1,0.557861476862686,0.557861476862686,2.0735831260681152,0.837,0.813,0.5,0.5,0.848,0.846,0.806,0.814,0.512,0.351,20.0,78.0,4.0
2,0.5431881894062724,0.5431881894062724,3.5882821083068848,0.821,0.798,0.5,0.5,0.84,0.832,0.803,0.806,0.5,0.496,20.0,78.0,5.0
3,0.5348437246665623,0.531363430799173,3.8476390838623047,0.834,0.806,0.5,0.5,0.847,0.83,0.822,0.813,0.5,0.5,20.0,78.0,6.0
4,0.5341833052261484,0.4912427450397957,3.9876890182495117,0.832,0.792,0.5,0.5,0.852,0.831,0.812,0.802,0.5,0.496,20.0,78.0,7.0
5,0.5569297357280548,0.5633033320706793,21.893922805786133,0.806,0.782,0.5,0.5,0.839,0.834,0.728,0.714,0.5,0.5,20.0,78.0,8.0
6,0.5659315475981048,0.5418020395002433,5.647687673568726,0.81,0.788,0.5,0.5,0.842,0.83,0.734,0.721,0.5,0.5,20.0,78.0,9.0
7,0.5604457212981362,0.6006322390701215,6.077014207839966,0.825,0.81,0.5,0.5,0.841,0.834,0.797,0.794,0.5,0.5,20.0,78.0,10.0
8,0.6000766274693803,0.620909340639205,4.9626758098602295,0.821,0.811,0.5,0.5,0.841,0.837,0.785,0.782,0.5,0.5,20.0,78.0,11.0
9,0.608686238305105,0.6048613254794073,29.62358522415161,0.827,0.814,0.5,0.5,0.845,0.84,0.792,0.793,0.5,0.5,20.0,78.0,12.0
10,0.6166031350849652,0.6178313192862801,6.619196653366089,0.823,0.817,0.5,0.5,0.846,0.84,0.795,0.795,0.5,0.5,20.0,78.0,13.0
11,0.6291157269220758,0.6240905269604347,22.44036626815796,0.834,0.824,0.5,0.5,0.853,0.845,0.814,0.81,0.5,0.5,20.0,78.0,14.0
12,0.6327990827328587,0.6207971470826619,7.144335746765137,0.833,0.832,0.5,0.5,0.843,0.844,0.809,0.809,0.5,0.5,20.0,78.0,15.0
13,0.6059407926226206,0.6361555787370476,8.480032682418823,0.841,0.834,0.5,0.5,0.847,0.849,0.822,0.818,0.5,0.5,20.0,78.0,16.0
14,0.6133380009979945,0.6387546744486761,7.719796419143677,0.835,0.829,0.5,0.5,0.847,0.849,0.816,0.815,0.5,0.5,20.0,78.0,17.0
15,0.606151480427827,0.6313205436624725,8.378488779067993,0.833,0.827,0.5,0.5,0.844,0.851,0.812,0.812,0.5,0.5,20.0,78.0,18.0
16,0.6218197759440371,0.6394276207529099,6.387458562850952,0.838,0.831,0.5,0.5,0.846,0.847,0.822,0.817,0.5,0.5,20.0,78.0,19.0
17,0.6258621287146084,0.6288104590039956,8.945253610610962,0.843,0.848,0.5,0.5,0.845,0.85,0.828,0.825,0.5,0.5,20.0,78.0,20.0
18,0.6384315664406466,0.6421966912490755,8.677968263626099,0.842,0.842,0.5,0.5,0.844,0.849,0.818,0.819,0.5,0.498,20.0,78.0,21.0
19,0.6413073382912011,0.6456945482907646,9.564096212387085,0.846,0.845,0.5,0.5,0.847,0.849,0.825,0.821,0.5,0.498,20.0,78.0,22.0
20,0.6488691058718331,0.649008631842277,9.200438022613525,0.843,0.841,0.5,0.5,0.844,0.848,0.816,0.82,0.5,0.5,20.0,78.0,23.0
21,0.6365650963938827,0.6592095872450932,11.342851161956787,0.837,0.84,0.5,0.5,0.843,0.846,0.817,0.818,0.5,0.5,20.0,78.0,24.0
22,0.6397130338970541,0.6692454752681591,12.501606225967407,0.841,0.84,0.5,0.5,0.839,0.846,0.821,0.817,0.5,0.5,20.0,78.0,25.0
23,0.6360502183714456,0.6661266484824104,12.317610025405884,0.841,0.841,0.5,0.5,0.844,0.848,0.821,0.817,0.5,0.5,20.0,78.0,26.0
24,0.6276989354565027,0.6502521348039977,12.092567920684814,0.846,0.839,0.5,0.5,0.846,0.846,0.825,0.821,0.5,0.5,20.0,78.0,27.0
25,0.6477196934146638,0.6776878119386123,12.047463178634644,0.847,0.844,0.5,0.5,0.847,0.844,0.83,0.825,0.5,0.5,20.0,78.0,28.0
26,0.6453971123652174,0.6810068455485132,12.288824081420898,0.844,0.843,0.5,0.5,0.842,0.844,0.83,0.824,0.5,0.498,20.0,78.0,29.0
27,0.6531832818210251,0.6822518331756835,14.69528603553772,0.842,0.843,0.5,0.5,0.84,0.843,0.829,0.825,0.5,0.498,20.0,78.0,30.0
28,0.653845907325493,0.6764011834177395,15.424772500991821,0.839,0.842,0.5,0.5,0.841,0.837,0.835,0.835,0.5,0.498,20.0,78.0,31.0
29,0.6666456484912235,0.689182697133205,25.161052227020264,0.84,0.843,0.5,0.5,0.841,0.836,0.836,0.833,0.5,0.498,20.0,78.0,32.0
30,0.6600056215574142,0.6800867285630952,13.332276105880737,0.842,0.844,0.5,0.5,0.841,0.837,0.834,0.831,0.5,0.498,20.0,78.0,33.0
31,0.6690672774375386,0.6869712141463113,13.04959487915039,0.839,0.84,0.5,0.5,0.842,0.838,0.833,0.831,0.5,0.498,20.0,78.0,34.0
32,0.6710228601858803,0.6883596872665827,13.640667915344238,0.84,0.837,0.5,0.5,0.84,0.839,0.826,0.821,0.5,0.5,20.0,78.0,35.0
33,0.6697617272930203,0.6897322129221111,14.076945066452026,0.839,0.836,0.5,0.5,0.841,0.838,0.831,0.826,0.5,0.5,20.0,78.0,36.0
34,0.6732260821699165,0.6941051883913556,16.575955152511597,0.841,0.837,0.5,0.5,0.841,0.84,0.832,0.826,0.5,0.5,20.0,78.0,37.0
35,0.6822331011882452,0.6881175041863004,18.00441312789917,0.843,0.836,0.5,0.5,0.841,0.841,0.833,0.828,0.5,0.5,20.0,78.0,38.0
36,0.6810206849048062,0.6922503951214021,16.8051598072052,0.84,0.838,0.5,0.5,0.84,0.839,0.827,0.828,0.5,0.5,20.0,78.0,39.0
37,0.6764729636057627,0.6802619526663038,15.479787826538086,0.843,0.838,0.5,0.5,0.844,0.842,0.826,0.819,0.5,0.5,20.0,78.0,40.0
38,0.6782865484060783,0.6827602495807468,15.298839330673218,0.843,0.839,0.5,0.5,0.845,0.843,0.827,0.822,0.5,0.5,20.0,78.0,41.0
39,0.6800594779927565,0.6867547125176505,16.13698172569275,0.845,0.839,0.5,0.5,0.842,0.843,0.829,0.827,0.5,0.5,20.0,78.0,42.0
40,0.689777201418504,0.6902880615445266,17.856043577194214,0.844,0.835,0.5,0.5,0.843,0.839,0.832,0.828,0.5,0.5,20.0,78.0,43.0
41,0.6854032226901944,0.6908583563749218,19.096628427505493,0.842,0.839,0.5,0.5,0.844,0.838,0.836,0.833,0.5,0.5,20.0,78.0,44.0
42,0.6870069798983398,0.6908305338961962,17.199578762054443,0.843,0.834,0.5,0.5,0.845,0.838,0.841,0.835,0.5,0.5,20.0,78.0,45.0
43,0.6885811307879139,0.6916969502086636,20.8747820854187,0.844,0.838,0.5,0.5,0.842,0.839,0.845,0.836,0.5,0.5,20.0,78.0,46.0
44,0.690126892538963,0.6926901808093168,19.332207202911377,0.843,0.836,0.5,0.5,0.846,0.842,0.845,0.84,0.5,0.5,20.0,78.0,47.0
45,0.6916454063834765,0.6948718337439236,15.499117612838745,0.841,0.838,0.5,0.5,0.842,0.837,0.844,0.836,0.5,0.5,20.0,78.0,48.0
46,0.6931377438860282,0.6997882371935983,14.568917036056519,0.848,0.832,0.5,0.5,0.846,0.84,0.84,0.836,0.5,0.5,20.0,78.0,49.0
47,0.6925797344493314,0.7046583585393087,75.76918005943298,0.845,0.824,0.5,0.5,0.849,0.837,0.833,0.827,0.5,0.5,20.0,78.0,50.0
48,0.694083198462337,0.7056292760043807,16.522258043289185,0.842,0.825,0.5,0.5,0.847,0.833,0.836,0.83,0.5,0.5,20.0,78.0,51.0
49,0.6955601058559437,0.7072243317761633,14.902576684951782,0.844,0.826,0.5,0.5,0.846,0.831,0.836,0.831,0.5,0.5,20.0,78.0,52.0
